trade_date,trade_time,open,high,low,close,volume,sma,std,upper_band,lower_band,prev_high,prev_low,inside_bar,signal,forward_1,forward_3,forward_6
2023-04-05,21:00:00,12946.74,12981.49,12930.99,12960.99,6130,13104.842499999999,67.4189873984928,13239.680474796984,12970.004525203014,13053.49,12895.24,True,BB_INSIDEBAR_BULLISH,-0.30746108129086097,-0.4656280114404869,0.7167662346780581
2023-05-11,05:00:00,13377.04,13386.04,13374.54,13381.54,2920,13268.235,55.70825767946147,13379.651515358924,13156.818484641077,13394.79,13352.29,True,BB_INSIDEBAR_BEARISH,0.14385489263567572,-0.05716830798250018,0.32470104337765987
2023-05-24,01:00:00,13703.79,13720.44,13698.54,13699.54,3450,13831.789999999999,62.097273014045605,13955.98454602809,13707.595453971908,13756.59,13676.84,True,BB_INSIDEBAR_BULLISH,0.0,-0.6788549104568474,0.7325063469284263
2023-06-08,01:00:00,14316.34,14324.09,14293.34,14313.59,3857,14522.907499999998,89.65903581874502,14702.225571637488,14343.589428362508,14391.74,14289.24,True,BB_INSIDEBAR_BULLISH,-0.3143865375492801,0.3580513344311245,1.1510040458054198
2023-07-21,01:00:00,15485.54,15492.29,15445.79,15482.04,4281,15742.804999999998,120.08501385543249,15982.975027710863,15502.634972289134,15575.24,15433.99,True,BB_INSIDEBAR_BULLISH,0.08558303686077545,0.19118927479840217,-0.25610320087017896
2023-08-02,21:00:00,15387.34,15431.94,15350.59,15369.34,8198,15679.585000000001,124.32489472103153,15928.234789442064,15430.935210557938,15527.74,15332.49,True,BB_INSIDEBAR_BULLISH,0.28010311438226543,-0.20300156024917615,0.021145995859288686
2023-09-06,21:00:00,15348.89,15397.64,15337.89,15381.14,6750,15489.605,51.86298269192373,15593.330965383848,15385.879034616151,15469.44,15304.64,True,BB_INSIDEBAR_BULLISH,-0.045835354206510526,-0.48468449022633747,-0.6488465744411616
2023-10-13,21:00:00,14992.49,15044.99,14958.99,14984.24,9104,15183.5375,87.75051128206704,15359.038522564135,15008.036477435866,15213.49,14941.74,True,BB_INSIDEBAR_BULLISH,0.45347645259286246,0.15482934069396065,1.3617640934742175
2023-11-02,05:00:00,14732.94,14734.19,14721.69,14723.44,3511,14403.164999999999,150.13855223891898,14703.442104477837,14102.88789552216,14741.64,14684.94,True,BB_INSIDEBAR_BEARISH,0.33721738941442786,1.323399966312223,1.1553006634319178
2023-12-29,21:00:00,16856.29,16883.04,16820.54,16842.79,5984,16930.32,37.56543203847586,17005.450864076953,16855.189135923047,16938.29,16772.69,True,BB_INSIDEBAR_BULLISH,0.04631061718396579,-0.1665401041038882,-1.5968257040549736
2024-01-09,01:00:00,16640.44,16653.94,16638.69,16652.94,3518,16381.039999999999,122.721437881899,16626.4828757638,16135.597124236201,16664.19,16585.19,True,BB_INSIDEBAR_BEARISH,-0.06605440240582144,-0.5344401649198279,0.26301662048865193
2024-02-07,21:00:00,17775.24,17790.74,17755.24,17783.44,6276,17632.88,59.785827400051986,17752.451654800105,17513.308345199897,17798.99,17650.19,True,BB_INSIDEBAR_BEARISH,-0.05848137368246986,-0.1020612434939349,0.03148997044442573
2024-02-13,17:00:00,17614.84,17731.19,17571.59,17596.34,15416,17852.697500000002,112.71656614227594,18078.130632284552,17627.264367715452,17809.44,17534.29,True,BB_INSIDEBAR_BULLISH,0.23669694947927497,0.24408484946301748,0.7123640484327908
2024-04-10,17:00:00,18011.09,18063.84,17946.84,17996.19,21046,18125.8875,61.046139743868274,18247.979779487738,18003.795220512264,18299.19,17889.69,True,BB_INSIDEBAR_BULLISH,0.1369734371553171,0.23393840585147294,1.503095933083614
2024-05-03,21:00:00,17884.21,17925.59,17884.21,17923.59,6034,17541.087,190.5364066081568,17922.159813216313,17160.014186783686,17936.04,17792.84,True,BB_INSIDEBAR_BEARISH,-0.035986094303656395,0.13836513778768245,0.9255958209265077
2024-05-15,01:00:00,18308.2,18328.07,18302.14,18322.81,4736,18194.0645,53.32050523665934,18300.70551047332,18087.42348952668,18336.11,18233.65,True,BB_INSIDEBAR_BEARISH,-0.03198199402821173,0.34869105775805903,1.6560232846381109
2024-05-23,09:00:00,18876.07,18882.07,18856.44,18873.69,7591,18701.6225,81.97258481874412,18865.56766963749,18537.677330362512,18897.07,18825.44,True,BB_INSIDEBAR_BEARISH,-0.5006970020170937,-1.3746649436331586,-1.1188061264119515
2024-06-12,05:00:00,19222.31,19234.22,19218.39,19233.56,4262,19060.2625,82.09553400759759,19224.453568015197,18896.071431984805,19235.44,19199.6,True,BB_INSIDEBAR_BEARISH,0.010502475880702463,1.3165529418370676,1.8825428053880722
2024-07-25,01:00:00,19108.19,19139.28,19087.32,19094.99,7505,19595.943,247.81459466187144,20091.572189323742,19100.313810676256,19166.65,19006.32,True,BB_INSIDEBAR_BULLISH,-0.1198220056674605,-1.1704640850820032,-0.8565597572976017
2024-08-01,05:00:00,19497.61,19549.93,19481.91,19549.81,7602,19128.301499999998,207.2292173638677,19542.759934727732,18713.843065272264,19573.92,19461.42,True,BB_INSIDEBAR_BEARISH,-0.5179078466747247,-3.3983450478546984,-4.6517076125036585
2024-09-04,05:00:00,18838.0,18883.31,18790.73,18807.69,8331,19368.6705,250.6123116956661,19869.895123391332,18867.44587660867,18949.71,18778.49,True,BB_INSIDEBAR_BULLISH,0.3601718233339746,0.8047771948601906,0.45933338969327475
2024-09-12,01:00:00,19205.15,19261.43,19204.91,19250.76,6535,18730.048,215.92993979771217,19161.907879595423,18298.188120404575,19264.68,19003.91,True,BB_INSIDEBAR_BEARISH,0.1862264139182151,-0.09495728999789535,0.8887960787002809
2024-10-14,21:00:00,20431.09,20487.66,20421.07,20458.37,7176,20271.476000000002,88.02298966465055,20447.521979329304,20095.4300206707,20499.36,20350.43,True,BB_INSIDEBAR_BEARISH,-0.03167407765134546,-0.246060658791488,-1.485602225397235
2024-11-15,21:00:00,20335.57,20421.24,20324.1,20397.61,8267,20894.9115,228.0417766960482,21350.995053392096,20438.8279466079,20594.49,20311.14,True,BB_INSIDEBAR_BULLISH,0.6324270343437295,0.4403947325201242,0.6734122281973259
2024-12-02,21:00:00,21152.87,21180.79,21116.62,21153.13,7202,20877.078,120.54975677682617,21118.177513553655,20635.978486446347,21199.74,21081.74,True,BB_INSIDEBAR_BEARISH,0.027939127684649286,-0.03375386999465052,0.5580261644494088
2024-12-19,01:00:00,21210.9,21254.39,21160.84,21169.25,9056,21894.2345,269.7301768233181,22433.694853646633,21354.774146353364,21976.91,21020.24,True,BB_INSIDEBAR_BULLISH,0.11630076644188615,0.6218926036586154,-0.853880038263039
2025-02-03,05:00:00,20914.24,20984.24,20867.24,20950.86,8822,21472.546,208.3813938657535,21889.308787731505,21055.783212268492,21040.49,20862.36,True,BB_INSIDEBAR_BULLISH,0.7995375846146574,1.9292286808274155,1.6262816896299301
2025-05-29,05:00:00,21741.24,21771.12,21722.99,21752.49,7990,21320.221500000003,204.98886501938185,21730.19923003877,20910.24376996124,21778.49,21442.37,True,BB_INSIDEBAR_BEARISH,-0.09249515802559899,-1.9849681576683975,-1.9037820497791407
2025-06-19,17:00:00,21458.77,21514.27,21444.39,21472.22,9099,21746.810999999998,134.4681792492345,22015.747358498465,21477.87464150153,21628.02,21422.64,True,BB_INSIDEBAR_BULLISH,0.8053196176268604,0.9427064365025984,0.8663286795683
2025-07-15,05:00:00,22966.34,22992.72,22863.84,22970.72,8610,22793.4995,84.62825255970658,22962.756005119416,22624.242994880588,22996.47,22819.84,True,BB_INSIDEBAR_BEARISH,0.11862928110220315,0.09677537317071282,-0.5858762807609066
2025-08-15,21:00:00,23750.29,23758.49,23687.19,23705.19,7946,23820.010000000002,52.992825730383615,23925.99565146077,23714.024348539235,23786.49,23646.39,True,BB_INSIDEBAR_BULLISH,0.3720704200219476,-0.140475566742976,-0.013921002109661525
2025-10-02,05:00:00,24858.29,24860.59,24828.09,24853.89,5328,24635.17,103.44562568604269,24842.061251372084,24428.278748627912,24861.19,24789.19,True,BB_INSIDEBAR_BEARISH,0.10984196035308466,0.07041151304685102,0.431723162852975
2025-12-12,21:00:00,25261.19,25269.39,25129.79,25186.99,11532,25574.015000000003,153.03247290362347,25880.07994580725,25267.950054192755,25537.69,25101.59,True,BB_INSIDEBAR_BULLISH,0.23583604074960055,0.5355939713320162,-0.4692898992694272
2026-04-24,21:00:00,27287.95,27308.47,27238.54,27294.13,11655,26853.5325,202.26821416555893,27258.06892833112,26448.996071668884,27316.12,27013.68,True,BB_INSIDEBAR_BEARISH,0.37799336340816964,0.07214005355729855,-0.059866352215660085
2026-05-06,05:00:00,28170.77,28237.92,28141.76,28233.23,12256,27784.915500000003,216.9249202754045,28218.765340550814,27351.065659449192,28297.97,28126.84,True,BB_INSIDEBAR_BEARISH,0.537558047733116,0.8686926717205294,1.2928736811197317
2026-05-06,17:00:00,28349.3,28488.2,28264.99,28478.49,22672,27923.664999999997,269.7020159457064,28463.06903189141,27384.260968108585,28511.77,28215.69,True,BB_INSIDEBAR_BEARISH,0.3725618879371713,0.42052791422578367,0.3363591257822912
