trade_date,trade_time,open,high,low,close,volume,prev_20_high,prev_20_low,signal,forward_1,forward_3,forward_6
2022-10-31,12:00:00,1.36469,1.368,1.36298,1.36757,13249,1.36586,1.34952,BULLISH_20_BAR_BREAKOUT,-0.23399167867091775,-0.4372719495162862,-0.96082833054249
2022-11-02,20:00:00,1.36355,1.37133,1.35481,1.37108,15780,1.3685,1.35301,BULLISH_20_BAR_BREAKOUT,-0.02844472970214083,0.32456165942175824,0.248709046882743
2022-11-03,08:00:00,1.36893,1.37596,1.3685,1.37553,12797,1.37239,1.35301,BULLISH_20_BAR_BREAKOUT,0.28861602436879086,-0.07560722048955165,-0.756072204895565
2022-11-03,12:00:00,1.37556,1.38049,1.37449,1.3795,19638,1.37596,1.35301,BULLISH_20_BAR_BREAKOUT,-0.4646611090975011,-0.4073939833272895,-1.9978252990213867
2022-11-04,12:00:00,1.36512,1.36551,1.35121,1.35194,17004,1.38079,1.35301,BEARISH_20_BAR_BREAKOUT,-0.029587111854073107,0.05843454591180589,-0.24853173957424365
2022-11-08,16:00:00,1.34955,1.35072,1.33872,1.33991,20098,1.38079,1.34652,BEARISH_20_BAR_BREAKOUT,0.19926711495549498,0.3350971333895639,0.5589927681709963
2022-11-10,20:00:00,1.33941,1.33951,1.33081,1.33199,14237,1.35707,1.33335,BEARISH_20_BAR_BREAKOUT,0.2650170046321694,-0.15765884128259153,-0.5090128304266555
2022-11-11,04:00:00,1.3355,1.33556,1.33026,1.33049,10221,1.35707,1.33081,BEARISH_20_BAR_BREAKOUT,-0.045096167577353755,-0.30364752835421865,-0.17737825913760477
2022-11-11,08:00:00,1.3305,1.3324,1.3284,1.32989,17442,1.35707,1.33026,BEARISH_20_BAR_BREAKOUT,-0.24964470745700695,-0.35190880448759054,-0.11655099293926116
2022-11-11,12:00:00,1.32993,1.33173,1.32623,1.32657,19237,1.35707,1.3284,BEARISH_20_BAR_BREAKOUT,-0.009045885252954612,-0.031660598385316034,0.1364421025652523
2022-11-11,20:00:00,1.32643,1.32652,1.3236,1.32521,11847,1.35707,1.32566,BEARISH_20_BAR_BREAKOUT,0.07093215414914926,0.2361889813689964,0.4776601444299354
2022-11-17,00:00:00,1.33232,1.33534,1.33206,1.3348,5794,1.33467,1.32257,BULLISH_20_BAR_BREAKOUT,0.02921786035361945,0.3311357506742651,-0.2539706323044654
2022-11-17,12:00:00,1.33461,1.3401,1.33433,1.33922,24111,1.33615,1.32257,BULLISH_20_BAR_BREAKOUT,-0.46220934573857464,-0.5831752811338013,-0.21206373859412012
2022-11-18,16:00:00,1.33639,1.34089,1.33617,1.34041,27209,1.3401,1.32257,BULLISH_20_BAR_BREAKOUT,-0.10817585664089147,0.0596832312501333,0.34392462007893126
2022-11-21,08:00:00,1.34122,1.34417,1.34068,1.34387,14067,1.34234,1.32279,BULLISH_20_BAR_BREAKOUT,-0.062506045971705,0.09301494936267611,-0.2626742170001422
2022-11-21,16:00:00,1.34302,1.34948,1.3417,1.34502,22970,1.34435,1.32279,BULLISH_20_BAR_BREAKOUT,0.007434833682769698,-0.13382700628987104,-0.4669075552779931
2022-11-24,00:00:00,1.33503,1.33556,1.33369,1.33416,5661,1.34948,1.33445,BEARISH_20_BAR_BREAKOUT,0.027732805660489104,0.03747676440606411,-0.011243029321827554
2022-11-28,00:00:00,1.33923,1.34733,1.33912,1.34645,8081,1.34399,1.33161,BULLISH_20_BAR_BREAKOUT,-0.04901778751530936,-0.15299491254780725,-0.023766200007417724
2022-11-28,20:00:00,1.3445,1.35046,1.34417,1.34947,8942,1.34733,1.33161,BULLISH_20_BAR_BREAKOUT,-0.24750457587051944,-0.3015998873631884,0.6195024713406111
2022-11-29,12:00:00,1.34546,1.35569,1.3438,1.35507,15123,1.35046,1.33161,BULLISH_20_BAR_BREAKOUT,0.3394658578523572,0.22065280760403877,-0.20958326876102
2022-11-29,16:00:00,1.35507,1.36454,1.35369,1.35967,16812,1.35569,1.33161,BULLISH_20_BAR_BREAKOUT,-0.13532695433449599,-0.15518471393792865,-0.45746394345686037
2022-12-05,20:00:00,1.35769,1.36049,1.35682,1.35871,10478,1.35851,1.33849,BULLISH_20_BAR_BREAKOUT,-0.039007588079880286,0.15382237563570778,0.4666190725025952
2022-12-06,08:00:00,1.35849,1.36193,1.35808,1.3608,10676,1.36049,1.33849,BULLISH_20_BAR_BREAKOUT,0.136684303350968,0.3123162845385132,0.5974426807760119
2022-12-06,12:00:00,1.36081,1.36406,1.36026,1.36266,10692,1.36193,1.33849,BULLISH_20_BAR_BREAKOUT,0.21281904510296953,0.11741740419474013,0.10127251111795584
2022-12-06,16:00:00,1.36247,1.36725,1.36138,1.36556,10173,1.36406,1.33849,BULLISH_20_BAR_BREAKOUT,-0.0373473153870947,-0.04320571780076235,-0.16549986818595672
2022-12-07,08:00:00,1.36493,1.36998,1.36478,1.36893,11103,1.36755,1.33849,BULLISH_20_BAR_BREAKOUT,-0.35721329797725676,-0.2702840904940382,-0.10884413373948934
2022-12-13,12:00:00,1.36227,1.36325,1.35217,1.35406,15073,1.36911,1.3561,BEARISH_20_BAR_BREAKOUT,0.036925985554550386,0.13958022539621193,0.22303295274951054
2022-12-16,12:00:00,1.36704,1.36876,1.36417,1.36746,10748,1.36738,1.35184,BULLISH_20_BAR_BREAKOUT,0.21207201673176,-0.1762391587322336,-0.14406271481431307
2022-12-16,16:00:00,1.36745,1.3705,1.3653,1.37036,17764,1.36876,1.35184,BULLISH_20_BAR_BREAKOUT,-0.06129776117224319,-0.2065150763303154,-0.5217607052161468
2022-12-27,00:00:00,1.3578,1.35806,1.35483,1.3549,4056,1.36842,1.35625,BEARISH_20_BAR_BREAKOUT,0.016237360690833938,-0.20665731788323227,-0.13506531847368797
2022-12-27,08:00:00,1.35511,1.35538,1.35274,1.35278,6125,1.36842,1.35478,BEARISH_20_BAR_BREAKOUT,-0.05026685787785256,-0.039178580404806505,0.07022575732935188
2022-12-27,12:00:00,1.3528,1.35473,1.35061,1.3521,7927,1.36842,1.35274,BEARISH_20_BAR_BREAKOUT,-0.18193920568006275,0.07174025589822612,-0.06656312402929687
2022-12-27,16:00:00,1.35212,1.35256,1.34843,1.34964,11691,1.36842,1.35061,BEARISH_20_BAR_BREAKOUT,0.1933849026407043,0.2630331051243252,0.5653359414362368
2023-01-03,12:00:00,1.36128,1.3678,1.36128,1.36677,11467,1.36377,1.34855,BULLISH_20_BAR_BREAKOUT,-0.007316519970440454,-0.1938877792166964,-1.1267440754479596
2023-01-04,12:00:00,1.35559,1.35575,1.35137,1.35137,11593,1.36848,1.35138,BEARISH_20_BAR_BREAKOUT,-0.1975772734336229,-0.1997972427980438,0.15391787593331818
2023-01-04,16:00:00,1.35143,1.35576,1.34763,1.3487,18104,1.36848,1.35137,BEARISH_20_BAR_BREAKOUT,-0.07562838288722629,0.07192110921627606,0.6828798101875836
2023-01-06,16:00:00,1.35398,1.35666,1.344,1.34431,18745,1.36848,1.34698,BEARISH_20_BAR_BREAKOUT,0.0022316281215044548,-0.3280493338589911,-0.557163154331962
2023-01-09,00:00:00,1.34377,1.3444,1.34152,1.34162,5729,1.36848,1.34331,BEARISH_20_BAR_BREAKOUT,-0.1282032170063016,-0.301128486456675,-0.28249429793831043
2023-01-09,04:00:00,1.34162,1.34177,1.3395,1.3399,5907,1.36848,1.34152,BEARISH_20_BAR_BREAKOUT,-0.055228002089721985,-0.22986790058961065,-0.13881632957684864
2023-01-09,08:00:00,1.33991,1.34189,1.3384,1.33916,10019,1.36802,1.3395,BEARISH_20_BAR_BREAKOUT,-0.11798440813643737,-0.01120105140534906,-0.06496609815107428
2023-01-09,12:00:00,1.33916,1.33992,1.33568,1.33758,11362,1.36642,1.3384,BEARISH_20_BAR_BREAKOUT,-0.05681903138504568,0.018690470850347904,0.21232374885987781
2023-01-12,12:00:00,1.34237,1.34569,1.33476,1.33529,12415,1.34482,1.33568,BEARISH_20_BAR_BREAKOUT,0.008986811853597194,0.1932164548524893,0.5481955230698944
2023-01-18,16:00:00,1.33903,1.34815,1.33649,1.34765,15776,1.34394,1.33212,BULLISH_20_BAR_BREAKOUT,0.12243535042480833,0.17734575000926742,-0.0742032426817135
2023-01-18,20:00:00,1.34762,1.35,1.34718,1.3493,8069,1.34815,1.33369,BULLISH_20_BAR_BREAKOUT,0.12673237975247167,0.15118950566960956,-0.19491588230933893
