trade_date,trade_time,open,high,low,close,volume,sma,std,upper_band,lower_band,recent_low,recent_high,distance_to_recent_low_pct,distance_to_recent_high_pct,signal,forward_1,forward_3,forward_6
1993-05-28,00:00:00,0.6922,0.6928,0.685,0.6875,1091,0.69972,0.005807853122689721,0.7113357062453795,0.6881042937546206,0.688,0.7072,-0.07267441860464316,-2.785633484162903,BB_DOUBLE_BOTTOM_BULLISH,-1.3090909090909102,-1.4545454545454557,-2.1090909090909027
1993-08-02,00:00:00,0.6885,0.694,0.6863,0.6911,1281,0.68045,0.004050665962139926,0.6885513319242799,0.6723486680757201,0.6725,0.691,2.765799256505585,0.014471780028958034,BB_DOUBLE_TOP_BEARISH,-0.15916654608596453,-1.4180292287657401,-0.5209086962812975
1993-10-11,00:00:00,0.658,0.6629,0.657,0.6615,831,0.651375,0.0048868109286790175,0.6611486218573581,0.641601378142642,0.6412,0.6607,3.1659388646288185,0.1210836991070112,BB_DOUBLE_TOP_BEARISH,0.12093726379441012,0.3779289493575295,0.529100529100538
1993-12-06,00:00:00,0.6669,0.6725,0.6663,0.6716,771,0.662815,0.004042833164999818,0.6709006663299997,0.6547293336700004,0.6548,0.671,2.5656689065363354,0.08941877794335826,BB_DOUBLE_TOP_BEARISH,-0.6253722453841545,0.01488981536628782,0.02977963073257564
1994-02-23,00:00:00,0.7235,0.7265,0.7197,0.725,1211,0.7151099999999999,0.004734965125197389,0.7245799302503947,0.7056400697496051,0.706,0.7247,2.691218130311617,0.04139643990616351,BB_DOUBLE_TOP_BEARISH,-0.28965517241379185,-1.5172413793103463,-2.468965517241383
1994-10-20,00:00:00,0.736,0.7379,0.7305,0.7325,1131,0.7384700000000001,0.0025032820561469984,0.743476564112294,0.7334634358877061,0.7334,0.742,-0.12271611671666374,-1.2803234501347647,BB_DOUBLE_BOTTOM_BULLISH,0.06825938566552149,0.6825938566552906,1.4334470989761028
1995-06-16,00:00:00,0.7271,0.7295,0.7255,0.728,711,0.7193449999999999,0.0034605255153062307,0.7262660510306124,0.7124239489693874,0.7105,0.729,2.4630541871921126,-0.13717421124828544,BB_DOUBLE_TOP_BEARISH,-0.21978021978021084,-0.32967032967032384,-1.167582417582411
1995-08-30,00:00:00,0.7539,0.756,0.7506,0.7545,1021,0.741525,0.005765767854100013,0.7530565357082,0.7299934642918,0.7295,0.755,3.427004797806705,-0.06622516556292132,BB_DOUBLE_TOP_BEARISH,-0.437375745526835,-0.675944333996023,-0.42412193505632617
1996-02-08,00:00:00,0.7525,0.7605,0.7514,0.7605,1021,0.74482,0.007738325672297734,0.7602966513445955,0.7293433486554046,0.7335,0.7606,3.680981595092012,-0.013147515119655534,BB_DOUBLE_TOP_BEARISH,-0.6969099276791547,-0.762656147271521,-0.6311637080867739
1996-03-08,00:00:00,0.7633,0.7695,0.7633,0.7689,681,0.7588349999999999,0.0045052337984807424,0.7678454675969614,0.7498245324030385,0.7535,0.768,2.043795620437967,0.11718750000000155,BB_DOUBLE_TOP_BEARISH,-0.06502796202367746,0.7933411366887754,0.7933411366887754
1996-05-03,00:00:00,0.796,0.7982,0.794,0.7974,701,0.788925,0.003727829197583528,0.796380658395167,0.781469341604833,0.7809,0.7978,2.112946600076829,-0.050137879167705686,BB_DOUBLE_TOP_BEARISH,0.050163029846997234,0.5392525708552759,0.6019563581640365
1996-05-06,00:00:00,0.7964,0.7978,0.795,0.7978,421,0.7895800000000001,0.00408058303368255,0.7977411660673651,0.781418833932635,0.783,0.7982,1.890166028097053,-0.05011275369582398,BB_DOUBLE_TOP_BEARISH,0.43870644271748044,0.20055151667085058,0.6267234895963907
1996-10-21,00:00:00,0.7951,0.8001,0.7945,0.7971,921,0.79154,0.0024411817673189954,0.796422363534638,0.786657636465362,0.7855,0.797,1.4767663908338708,0.012547051442909532,BB_DOUBLE_TOP_BEARISH,-0.35127336595157754,-0.5645464809936093,-0.6774557771923312
1996-11-07,00:00:00,0.7916,0.7925,0.7816,0.7845,1471,0.7917099999999999,0.0027541165361644844,0.7972182330723289,0.786201766927671,0.7855,0.7951,-0.12730744748567804,-1.3331656395422027,BB_DOUBLE_BOTTOM_BULLISH,0.43339706819631224,0.4588910133843273,0.7775653282345436
1997-01-31,00:00:00,0.7643,0.7665,0.759,0.7623,1301,0.7768499999999999,0.007013708381677152,0.7908774167633542,0.7628225832366456,0.7628,0.7826,-0.06554798112218876,-2.593917710196778,BB_DOUBLE_BOTTOM_BULLISH,0.4722550177095694,0.2098911189820341,-0.537845992391446
1997-04-04,00:00:00,0.7779,0.7793,0.7748,0.776,711,0.7871900000000001,0.005253960911845509,0.797697921823691,0.7766820781763091,0.7764,0.7911,-0.0515198351365219,-1.908734673239793,BB_DOUBLE_BOTTOM_BULLISH,-0.15463917525772922,1.095360824742262,0.19329896907215796
1997-04-15,00:00:00,0.777,0.7783,0.7721,0.774,941,0.7829900000000001,0.004477181914416978,0.791944363828834,0.7740356361711661,0.773,0.7903,0.1293661060802071,-2.062507908389217,BB_DOUBLE_BOTTOM_BULLISH,0.038759689922476345,-0.10335917312661795,0.3359173126614904
1997-05-30,00:00:00,0.7663,0.7688,0.7585,0.7604,1471,0.774205,0.006686158129028157,0.7875773162580564,0.7608326837419437,0.7608,0.7896,-0.05257623554154403,-3.6980749746707198,BB_DOUBLE_BOTTOM_BULLISH,-0.3945291951604422,-0.2761704366123081,0.19726459758022843
1997-06-02,00:00:00,0.76,0.762,0.7563,0.7574,881,0.773015,0.007449992935358833,0.7879149858707176,0.7581150141292824,0.7585,0.7896,-0.14502307185233881,-4.078014184397164,BB_DOUBLE_BOTTOM_BULLISH,0.5413255875363076,0.5545286506469623,0.4357010826511858
1997-07-11,00:00:00,0.7415,0.7457,0.739,0.7406,1251,0.7488349999999999,0.0037639949382024633,0.7563629898764048,0.741307010123595,0.7405,0.7585,0.013504388926399592,-2.3599208965062517,BB_DOUBLE_BOTTOM_BULLISH,-0.5130974885228228,-0.7291385363219107,-0.13502565487442625
1997-07-15,00:00:00,0.7364,0.7388,0.733,0.7352,1041,0.747425,0.0054045667823925635,0.7582341335647851,0.7366158664352149,0.7353,0.7561,-0.013599891200868897,-2.7641846316624825,BB_DOUBLE_BOTTOM_BULLISH,0.0,0.9929270946681289,0.17682263329707276
1997-10-10,00:00:00,0.7334,0.741,0.733,0.7401,931,0.7240399999999999,0.0061688009583101555,0.7363776019166202,0.7117023980833797,0.717,0.7402,3.2217573221757334,-0.01350986219940408,BB_DOUBLE_TOP_BEARISH,0.09458181326848182,-0.8242129441967293,-1.4322388866369333
1997-10-13,00:00:00,0.7385,0.7431,0.7368,0.7408,1031,0.7250949999999999,0.00711865414542635,0.7393323082908526,0.7108576917091473,0.717,0.741,3.31938633193864,-0.026990553306339808,BB_DOUBLE_TOP_BEARISH,-0.4994600431965492,-0.269978401727862,-3.104751619870413
1997-11-25,00:00:00,0.6923,0.693,0.684,0.685,1071,0.69655,0.005512617107012288,0.7075752342140246,0.6855247657859754,0.685,0.7055,0.0,-2.9057406094968057,BB_DOUBLE_BOTTOM_BULLISH,0.14598540145985414,-0.5109489051094975,-1.1678832116788331
1998-05-07,00:00:00,0.637,0.6388,0.6337,0.6355,88,0.6482950000000001,0.005829821248509779,0.6599546424970196,0.6366353575029805,0.6359,0.6557,-0.06290297216544534,-3.0806771389354886,BB_DOUBLE_BOTTOM_BULLISH,-0.03147128245475657,-0.23603461841069173,-1.2431156569630069
1998-06-01,00:00:00,0.6233,0.6246,0.6138,0.6151,135,0.628745,0.006726966548710701,0.6421989330974214,0.6152910669025786,0.6158,0.6347,-0.11367327054238939,-3.0880731054041375,BB_DOUBLE_BOTTOM_BULLISH,0.4714680539749656,-0.9266785888473301,-3.6904568362867733
1998-06-03,00:00:00,0.6175,0.6185,0.608,0.6103,139,0.62623,0.007104194461546913,0.6404383889230938,0.6120216110769061,0.611,0.6347,-0.1145662847790563,-3.8443359067276015,BB_DOUBLE_BOTTOM_BULLISH,-0.14746845813532705,-0.6062592167786213,-3.9488776011797317
1998-12-08,00:00:00,0.6196,0.622,0.6135,0.6146,121,0.633255,0.008530346756703387,0.6503156935134068,0.6161943064865932,0.6148,0.6455,-0.0325309043591376,-4.786986831913235,BB_DOUBLE_BOTTOM_BULLISH,0.43931012040350226,1.0413276928083244,0.3904978848031171
1999-01-22,20:00:00,0.6349,0.6355,0.6316,0.6327,227,0.6386000000000001,0.0022419446446358756,0.6430838892892718,0.6341161107107283,0.6325,0.6459,0.03162055335969787,-2.0436600092893618,BB_DOUBLE_BOTTOM_BULLISH,0.06322111585268783,-0.31610557926347427,-0.25288446341078646
1999-01-25,04:00:00,0.6332,0.6334,0.6316,0.6322,151,0.638015,0.0028997776684519974,0.643814555336904,0.632215444663096,0.6316,0.6459,0.0949968334388749,-2.121071373277604,BB_DOUBLE_BOTTOM_BULLISH,-0.23726668775703036,-0.15817779183802608,-0.18981335020562778
1999-01-25,08:00:00,0.632,0.6325,0.6303,0.6307,315,0.6375949999999999,0.0033132072234316632,0.6442214144468632,0.6309685855531366,0.6316,0.6459,-0.14249525015832992,-2.353305465242296,BB_DOUBLE_BOTTOM_BULLISH,0.31710797526557816,0.0634215950531086,0.3646741715554096
1999-02-01,20:00:00,0.6337,0.6371,0.6337,0.6358,186,0.6294,0.0030528675045161284,0.6355057350090322,0.6232942649909677,0.6265,0.6357,1.484437350359152,0.01573069057731461,BB_DOUBLE_TOP_BEARISH,0.0,0.42466184334695256,0.37747719408618396
