trade_date,trade_time,open,high,low,close,volume,week,prev_week_high,prev_week_low,rsi,distance_to_prev_week_low_pct,distance_to_prev_week_high_pct,signal,forward_1,forward_3,forward_6
2024-02-12,09:00:00,17957.74,17994.24,17955.74,17985.99,4552,2024-02-12/2024-02-18,17996.94,17477.39,86.77257813849099,2.9100454930627637,-0.060843676758366085,BEARISH_WEEKLY_STRUCTURE,-0.061158712976044124,-0.6688539246380261,-1.081953231376211
2024-02-12,13:00:00,17985.74,17991.24,17942.59,17974.99,6118,2024-02-12/2024-02-18,17996.94,17477.39,83.11932888204095,2.8471070337161453,-0.12196517852477749,BEARISH_WEEKLY_STRUCTURE,-0.0929068667075794,-0.5577193645170316,-2.00918053361922
2024-02-23,13:00:00,17975.84,18099.09,17971.09,18036.34,24437,2024-02-19/2024-02-25,18055.34,17482.09,80.17514987657268,3.170387522315696,-0.10523202553925876,BEARISH_WEEKLY_STRUCTURE,-0.24395193259829878,-0.659779090436308,-0.48235950309209075
2024-03-04,05:00:00,18333.74,18334.49,18320.24,18328.74,2629,2024-03-04/2024-03-10,18340.34,17794.24,81.05636431504294,3.0037809987951154,-0.06324855482503894,BEARISH_WEEKLY_STRUCTURE,-0.12548598539779604,-0.2714316423278414,-0.9146837153017688
2024-04-29,21:00:00,17803.96,17819.34,17682.21,17800.94,7694,2024-04-29/2024-05-05,17777.96,17018.96,80.88149382261926,4.594757846542912,0.12926117507295307,BEARISH_WEEKLY_STRUCTURE,-0.0008426521295943766,-0.20729242388322086,-2.228253114723143
2024-05-06,01:00:00,17940.64,17951.64,17901.24,17917.14,4035,2024-05-06/2024-05-12,17936.04,17283.01,84.35609334485733,3.669094677373913,-0.10537443047630053,BEARISH_WEEKLY_STRUCTURE,-0.08929996640088764,0.5336789242032991,0.9449052694793884
2024-05-06,09:00:00,17900.89,17950.01,17900.89,17948.39,5211,2024-05-06/2024-05-12,17936.04,17283.01,82.10433910208171,3.8499080889266457,0.06885577864455333,BEARISH_WEEKLY_STRUCTURE,0.3586394099972141,0.7861429353830743,0.7245775247807702
2024-07-08,13:00:00,20379.11,20426.99,20368.36,20407.31,8294,2024-07-08/2024-07-14,20403.83,19570.5,82.66786914815148,4.27587440280014,0.017055621420093987,BEARISH_WEEKLY_STRUCTURE,0.10094422047785105,0.36869141498805064,0.5724419337972506
2024-07-08,17:00:00,20408.79,20442.57,20360.15,20427.91,12892,2024-07-08/2024-07-14,20403.83,19570.5,83.54394249980567,4.381134871362509,0.1180170585620352,BEARISH_WEEKLY_STRUCTURE,0.12610198498034503,0.344479684901681,0.0342668437446611
2024-11-01,01:00:00,19941.11,19981.99,19922.36,19933.99,7281,2024-10-28/2024-11-03,20562.86,19929.16,17.616000521472856,0.024235843357179862,-3.0582808033512796,BULLISH_WEEKLY_STRUCTURE,0.31915336568343305,0.5461525765789939,0.7856931803417128
2024-11-11,01:00:00,21165.99,21200.12,21147.62,21159.24,6986,2024-11-11/2024-11-17,21154.39,19894.99,80.32331832760457,6.35461490556165,0.022926683303097765,BEARISH_WEEKLY_STRUCTURE,0.09215831948595506,-0.45426962405078164,-0.29528470776834703
2024-12-19,13:00:00,21271.89,21401.77,21251.32,21300.9,16210,2024-12-16/2024-12-22,21884.77,21314.91,18.34597713430918,-0.06572863784082786,-2.6679284269379986,BULLISH_WEEKLY_STRUCTURE,0.08717941495429633,-1.4666516438272552,-1.5809660624668536
2024-12-19,17:00:00,21299.67,21353.6,21155.61,21319.47,25512,2024-12-16/2024-12-22,21884.77,21314.91,18.36073926156024,0.02139347527154142,-2.5830748963777057,BULLISH_WEEKLY_STRUCTURE,-0.8657813726138677,-1.367200967003399,0.3588269314387271
2025-02-17,17:00:00,22131.24,22169.87,22120.74,22153.87,5413,2025-02-17/2025-02-23,22141.12,21418.74,84.6623777751236,3.432181351470709,0.057585162810192075,BEARISH_WEEKLY_STRUCTURE,0.09140615161143403,0.20705186046502314,-0.053128415035388565
2025-02-18,01:00:00,22138.62,22175.12,22116.12,22174.12,5849,2025-02-17/2025-02-23,22141.12,21418.74,82.75881912873369,3.526724727971848,0.1490439508028501,BEARISH_WEEKLY_STRUCTURE,0.1871551159640157,-0.23171156284893102,0.16573374726933923
2025-03-10,13:00:00,19974.74,19994.99,19716.86,19762.61,19773,2025-03-10/2025-03-16,21077.24,19733.5,15.97820340775074,0.14751564598272268,-6.237201834775336,BULLISH_WEEKLY_STRUCTURE,-1.788225340681223,-2.7064744990666667,-1.3624212591353067
2025-06-30,01:00:00,22568.14,22627.27,22540.39,22604.02,7999,2025-06-30/2025-07-06,22602.79,21456.74,92.85743870112695,5.346944596429834,0.005441806077920308,BEARISH_WEEKLY_STRUCTURE,0.23721444238679218,0.02154484025407419,0.426340093487791
2025-06-30,13:00:00,22662.77,22690.14,22576.14,22608.89,9817,2025-06-30/2025-07-06,22602.79,21456.74,81.99086610354453,5.369641427355683,0.02698781876042092,BEARISH_WEEKLY_STRUCTURE,-0.016630626271340165,0.404708059528796,-0.04312462929405203
2025-09-15,05:00:00,24094.79,24124.59,24089.09,24120.59,4381,2025-09-15/2025-09-21,24137.69,23617.29,81.80622533976279,2.1310658420165876,-0.07084356456644586,BEARISH_WEEKLY_STRUCTURE,-0.18366051576681697,0.6185586670972838,0.8984025680963887
2025-11-26,17:00:00,25104.09,25312.09,25072.69,25252.49,19051,2025-11-24/2025-11-30,25273.89,23830.49,85.967931169339,5.967145451058706,-0.0846723634549245,BEARISH_WEEKLY_STRUCTURE,-0.007128009950713416,-0.046728065232390585,-0.0542520757359006
2025-11-26,21:00:00,25252.29,25295.09,25229.29,25250.69,9832,2025-11-24/2025-11-30,25273.89,23830.49,82.10016793440649,5.959592102386468,-0.09179433795114535,BEARISH_WEEKLY_STRUCTURE,0.01267292101721073,0.018613352744026906,0.144550505352527
2025-11-27,17:00:00,25234.29,25244.89,25223.59,25238.79,3828,2025-11-24/2025-11-30,25273.89,23830.49,80.09107727337373,5.909656075053426,-0.13887850267607615,BEARISH_WEEKLY_STRUCTURE,0.19176830584983598,0.17790076307143812,-0.028131301064758585
2025-11-28,01:00:00,25255.59,25305.99,25244.69,25287.19,4119,2025-11-24/2025-11-30,25273.89,23830.49,89.22627737226199,6.112757228239944,0.05262347822198827,BEARISH_WEEKLY_STRUCTURE,-0.013841000126941746,0.0858142007870417,-0.2756336310993712
2025-11-28,05:00:00,25287.19,25287.19,25283.69,25283.69,9,2025-11-24/2025-11-30,25273.89,23830.49,83.92931392931294,6.098070161377281,0.038775194479359024,BEARISH_WEEKLY_STRUCTURE,0.0,0.554903180667074,-0.08424403241773362
2025-11-28,09:00:00,25283.69,25283.69,25283.69,25283.69,52,2025-11-24/2025-11-30,25273.89,23830.49,82.51526803890425,6.098070161377281,0.038775194479359024,BEARISH_WEEKLY_STRUCTURE,0.09966899609986014,-0.2056661824282769,0.1071837219962837
2025-12-23,05:00:00,25484.42,25492.54,25415.29,25429.29,6042,2025-12-22/2025-12-28,25391.69,24628.74,81.96133458060456,3.2504707914412156,0.14807994268992014,BEARISH_WEEKLY_STRUCTURE,0.15442822037107773,0.4156624113374802,0.5200695733148664
2026-03-02,09:00:00,24546.96,24641.81,24435.06,24615.06,18895,2026-03-02/2026-03-08,25440.42,24607.86,19.880173270576037,0.029258944093475528,-3.2442860613150137,BULLISH_WEEKLY_STRUCTURE,0.8231952308870966,1.3669680268908528,-0.8338391212534114
2026-03-20,17:00:00,24065.99,24138.49,23956.09,23998.99,30725,2026-03-16/2026-03-22,25190.09,23976.89,16.30769230769242,0.09217208737247484,-4.728446782048014,BULLISH_WEEKLY_STRUCTURE,-0.01666736808507358,-0.9825413486150996,1.0550443997851453
2026-03-20,21:00:00,24000.09,24009.09,23759.89,23994.99,17587,2026-03-16/2026-03-22,25190.09,23976.89,18.941156914893725,0.0754893566263272,-4.744326042503217,BULLISH_WEEKLY_STRUCTURE,-0.6772247039902913,-1.346114334700702,0.8010005421965047
2026-03-30,01:00:00,23016.29,23082.69,22914.69,23021.19,19890,2026-03-30/2026-04-05,24550.89,23046.49,11.277464514874566,-0.10977810503900119,-6.230731350268772,BULLISH_WEEKLY_STRUCTURE,0.6294201125137382,0.4408981464468171,0.5920632252285956
2026-05-11,01:00:00,29151.04,29283.88,29111.17,29224.04,14647,2026-05-11/2026-05-17,29259.5,27488.74,85.63167302306465,6.312766609164331,-0.12119140791879263,BEARISH_WEEKLY_STRUCTURE,-0.059471585721895454,-0.0990964972673153,-0.22005855453250578
