trade_date,trade_time,open,high,low,close,volume,prev_daily_high,prev_daily_low,sma,std,upper_band,lower_band,distance_to_prev_daily_low_pct,distance_to_prev_daily_high_pct,signal,forward_1,forward_3,forward_6
2023-03-24,09:00:00,3952.09,3966.59,3917.33,3918.59,4504,4007.69,3917.09,3971.5755000000004,26.081285784213858,4023.738071568428,3919.4129284315727,0.03829373335818171,-2.2232258483066283,BB_DAILY_LOW_BULLISH,0.2807132157230024,1.5653589684044438,1.786356827328197
2023-04-25,13:00:00,4118.03,4122.79,4111.29,4112.79,2431,4142.29,4112.03,4128.2915,7.588458185372881,4143.468416370746,4113.114583629254,0.018482355430291565,-0.7121664586496841,BB_DAILY_LOW_BULLISH,-0.798971014809901,-0.49747251865522035,-0.8257168491462009
2023-05-19,01:00:00,4202.39,4213.39,4201.89,4204.63,1819,4202.89,4148.03,4144.218,27.078644450245843,4198.375288900492,4090.0607110995084,1.364503149687933,0.04140008422775237,BB_DAILY_HIGH_BEARISH,-0.005707993331155933,0.1726667982676292,-0.41715917928569135
2023-05-24,09:00:00,4149.09,4149.33,4131.59,4137.71,2899,4210.33,4141.33,4183.326,21.959925797974456,4227.245851595949,4139.406148404051,-0.08741153204405085,-1.7248054190526607,BB_DAILY_LOW_BULLISH,-0.5408788919474808,0.04543576036020188,0.15999187956623084
2023-05-29,01:00:00,4227.53,4229.66,4213.79,4216.29,1969,4212.53,4137.83,4151.8895,28.250342610866593,4208.390185221733,4095.3888147782673,1.8961629646457212,0.08925752457549782,BB_DAILY_HIGH_BEARISH,0.0474350673222193,-0.08301136781388377,-0.018025325582448508
2023-06-21,13:00:00,4390.59,4393.59,4365.33,4368.59,2782,4406.59,4366.83,4402.8910000000005,16.863508375679242,4436.618016751359,4369.163983248642,0.04030383596339263,-0.8623448063014713,BB_DAILY_LOW_BULLISH,0.149705053575638,-0.13047688155674525,-0.12956125431775137
2023-06-26,17:00:00,4358.39,4362.09,4332.03,4337.29,5719,4384.23,4340.51,4360.6795,11.25397402323,4383.18744804646,4338.17155195354,-0.07418483081481796,-1.0706555084929303,BB_DAILY_LOW_BULLISH,-0.061328617639121535,0.13464628835056328,0.9591242457848188
2023-07-06,05:00:00,4442.73,4443.73,4426.99,4430.49,1499,4455.73,4429.49,4448.816,6.611333490777926,4462.038666981555,4435.593333018444,0.02257596246971999,-0.5664616123508333,BB_DAILY_LOW_BULLISH,-0.062295592586829415,-0.4234294626553771,-0.5191299382235374
2023-07-06,09:00:00,4430.23,4433.99,4424.49,4427.73,2162,4455.73,4429.49,4447.496,7.986889520363394,4463.469779040727,4431.522220959273,-0.03973369394671211,-0.6284043243194718,BB_DAILY_LOW_BULLISH,-0.6667073195519946,-0.4006567699475755,-0.4232417062467626
2023-08-10,17:00:00,4522.13,4526.13,4456.29,4458.03,7606,4517.73,4460.13,4495.2029999999995,16.67428088877427,4528.551561777548,4461.854438222451,-0.04708382939511547,-1.321460113818219,BB_DAILY_LOW_BULLISH,0.25796147625745003,0.3028243416935283,0.02467457598985121
2023-08-24,01:00:00,4459.79,4461.79,4453.79,4460.29,1772,4463.29,4388.16,4402.377,26.94894199659898,4456.274883993198,4348.4791160068025,1.6437413403339922,-0.06721499163173354,BB_DAILY_HIGH_BEARISH,0.21837145118366255,-0.08654145806662061,-1.815128612713524
2023-08-30,01:00:00,4500.39,4505.39,4499.63,4504.89,1516,4500.63,4424.83,4423.515,38.67553810056003,4500.86607620112,4346.16392379888,1.8093350479001544,0.09465341518854513,BB_DAILY_HIGH_BEARISH,-0.08879240114630989,0.29301492378281857,0.2974545438401301
2023-09-06,01:00:00,4493.63,4497.13,4490.13,4490.39,1303,4514.63,4492.89,4511.118,9.233692082495923,4529.585384164992,4492.6506158350085,-0.05564347224169743,-0.5369210765887743,BB_DAILY_LOW_BULLISH,0.07794423201548194,-0.19218820636960507,-0.6115281746128962
2023-09-15,01:00:00,4507.83,4511.09,4506.83,4511.09,1473,4511.79,4468.53,4479.104,15.279523415009885,4509.66304683002,4448.5449531699805,0.9524384976715027,-0.015514906500520152,BB_DAILY_HIGH_BEARISH,0.08290679192833177,-0.6818751122234363,-1.2258678057853019
2023-10-04,01:00:00,4227.73,4233.49,4211.23,4218.11,2297,4299.23,4215.89,4283.6195,30.142085890658706,4343.903671781317,4223.335328218683,0.05265792039164553,-1.8868495056091414,BB_DAILY_LOW_BULLISH,-0.10952772687293341,0.441429929518194,1.0751260635687634
2023-10-19,05:00:00,4311.16,4313.03,4301.29,4304.29,1470,4370.09,4303.03,4350.0225,21.57489424864957,4393.172288497299,4306.872711502701,0.029281692202941148,-1.505689814168591,BB_DAILY_LOW_BULLISH,0.22303329933625204,0.0418187436255499,-0.8656479930488006
2023-10-20,01:00:00,4271.41,4271.79,4261.79,4267.16,2130,4340.09,4266.59,4336.7365,33.63114459996054,4403.998789199921,4269.474210800079,0.013359615055576207,-1.6803798999559985,BB_DAILY_LOW_BULLISH,-0.0030465227458100737,-0.14927961454456573,-0.758584163706069
2023-11-02,01:00:00,4239.53,4250.59,4239.03,4249.09,1270,4245.41,4172.33,4173.908,33.697332019905204,4241.302664039811,4106.51333596019,1.8397394261719522,0.08668185169395397,BB_DAILY_HIGH_BEARISH,-0.05318785904747177,0.8707746835204713,1.5448013574671147
2023-11-20,13:00:00,4516.09,4527.33,4509.59,4527.33,1996,4524.89,4499.33,4509.2455,8.202856033229176,4525.651212066458,4492.839787933542,0.6223148779929456,0.05392396279245683,BB_DAILY_HIGH_BEARISH,0.41304698354217206,0.5345313904663416,0.12590202172140794
2023-11-28,13:00:00,4549.96,4551.09,4537.83,4541.09,1900,4560.29,4542.03,4554.1224999999995,5.340243316622235,4564.802986633244,4543.442013366755,-0.020695592059048484,-0.4210258558117974,BB_DAILY_LOW_BULLISH,0.18057338656577646,0.3979220847858049,0.995355740582103
2023-11-29,09:00:00,4561.53,4570.29,4558.29,4569.03,1506,4568.03,4537.83,4554.5725,6.564124084484571,4567.70074816897,4541.444251831031,0.6875533019086175,0.021891274794605117,BB_DAILY_HIGH_BEARISH,0.3777607063206024,-0.3444932513027882,-0.19697835207910652
2024-01-17,05:00:00,4757.69,4758.69,4742.93,4743.93,1216,4782.59,4746.83,4771.924,12.073751171964119,4796.071502343928,4747.776497656072,-0.06109340338709488,-0.8083486144536717,BB_DAILY_LOW_BULLISH,0.016020472477446097,-0.4700743897991787,-0.05480687952816259
2024-01-30,01:00:00,4926.33,4931.33,4924.96,4929.09,814,4929.79,4876.13,4887.964,15.911232840982278,4919.786465681965,4856.141534318035,1.0861072202750959,-0.014199387803533579,BB_DAILY_HIGH_BEARISH,-0.07628182889742768,-0.025562527768821796,-0.4808189746991801
2024-03-01,01:00:00,5094.61,5103.73,5085.99,5103.23,1255,5105.23,5050.83,5073.441000000001,12.286911264150923,5098.014822528303,5048.867177471699,1.0374532502578713,-0.039175512170852245,BB_DAILY_HIGH_BEARISH,0.03585964183469757,-0.10855869713887016,0.5988364232064869
2024-03-01,05:00:00,5103.49,5105.43,5100.43,5105.06,671,5105.23,5050.83,5075.3925,14.024540099127087,5103.441580198254,5047.343419801746,1.0736849191123137,-0.0033299185345060517,BB_DAILY_HIGH_BEARISH,-0.37472625199312265,0.5764868581368168,0.538093577744421
2024-03-15,17:00:00,5117.99,5137.23,5103.49,5119.49,5769,5186.39,5123.13,5159.207,18.679190250414774,5196.56538050083,5121.848619499171,-0.07105031494419091,-1.2899145648514774,BB_DAILY_LOW_BULLISH,-0.019533195689414376,0.27424606747937713,0.7598413123182298
2024-03-21,01:00:00,5232.09,5241.83,5231.33,5238.09,1142,5234.61,5170.03,5161.638000000001,31.21067674927953,5224.05935349856,5099.216646501442,1.3164333669243777,0.06648059740841196,BB_DAILY_HIGH_BEARISH,0.18594564049109086,0.3077457622912147,0.0904909995819045
2024-04-10,13:00:00,5211.73,5233.73,5128.11,5155.49,6339,5225.59,5159.59,5199.581,16.818028202522587,5233.217056405046,5165.944943594955,-0.07946367831553212,-1.3414753166628144,BB_DAILY_LOW_BULLISH,-0.008922527247653208,0.025991709808381856,0.12297570163069167
2024-04-10,17:00:00,5154.49,5178.79,5138.03,5155.03,7639,5225.59,5159.59,5199.141,17.88392541950248,5234.908850839005,5163.373149160994,-0.08837911539483563,-1.3502781504098178,BB_DAILY_LOW_BULLISH,0.032589529061912176,0.13190999858391092,0.831420961662698
2024-04-10,21:00:00,5154.91,5167.79,5141.53,5156.71,4953,5225.59,5159.59,5198.125,19.69198247189696,5237.508964943794,5158.741035056206,-0.05581838867041972,-1.31812867063815,BB_DAILY_LOW_BULLISH,0.0023270651248546237,-0.1380725307414978,0.822617521636859
2024-05-10,01:00:00,5217.59,5221.83,5217.33,5217.46,970,5220.59,5170.83,5188.074,11.750012496703981,5211.574024993408,5164.573975006591,0.9017894612663752,-0.059954909311018656,BB_DAILY_HIGH_BEARISH,0.05040766963235194,0.3904198594718482,0.07340736680300236
2024-05-10,05:00:00,5217.33,5221.83,5216.83,5220.09,536,5220.59,5170.83,5190.142,13.52458681104571,5217.191173622091,5163.092826377909,0.9526517019511417,-0.009577461551280602,BB_DAILY_HIGH_BEARISH,0.29194898938523633,0.01034464923018499,0.15210465719938926
2024-05-14,21:00:00,5224.39,5250.13,5224.13,5244.63,1616,5239.79,5210.33,5223.914500000001,8.45044282480597,5240.815385649613,5207.013614350389,0.6583076311865118,0.09237011406945976,BB_DAILY_HIGH_BEARISH,0.09686097970686068,0.05148122937175392,1.1661451808802499
2024-05-15,01:00:00,5243.63,5250.09,5243.63,5249.71,713,5250.13,5194.21,5226.1085,9.173404507110197,5244.455309014221,5207.76169098578,1.0684974230922508,-0.007999801909668385,BB_DAILY_HIGH_BEARISH,-0.004762167814984066,0.3405902421276624,1.254926462604603
