trade_date,trade_time,open,high,low,close,volume,rsi,recent_low,recent_high,distance_to_recent_low_pct,distance_to_recent_high_pct,signal,forward_1,forward_3,forward_6
1971-01-25,00:00:00,0.5385,0.5385,0.5385,0.5385,1,82.75862068965398,0.5371,0.5386,0.2606590951405617,-0.018566654288895097,DOUBLE_TOP_BEARISH,0.0557103064066791,0.0371402042711194,0.0185701021355597
1971-01-26,00:00:00,0.5388,0.5388,0.5388,0.5388,1,87.09677419354665,0.5371,0.5386,0.31651461552782045,0.037133308577790194,DOUBLE_TOP_BEARISH,-0.03711952487007758,-0.01855976243503879,-0.03711952487007758
1971-05-06,00:00:00,0.5458,0.5458,0.5458,0.5458,1,80.45112781954865,0.5373,0.5465,1.5819839940442866,-0.1280878316559989,DOUBLE_TOP_BEARISH,0.38475632099672075,0.4030780505679903,1.0443385855624843
1971-06-21,00:00:00,0.558,0.558,0.558,0.558,1,97.22222222222156,0.5554,0.5582,0.46813107670148485,-0.035829451809383364,DOUBLE_TOP_BEARISH,0.05376344086020912,0.2150537634408564,0.14336917562722434
1971-06-22,00:00:00,0.5583,0.5583,0.5583,0.5583,1,96.24999999999913,0.5559,0.5582,0.4317323259579185,0.017914725904691682,DOUBLE_TOP_BEARISH,0.2686727565824728,0.05373455131649059,0.16120365394949165
1971-06-24,00:00:00,0.5592,0.5592,0.5592,0.5592,1,86.1538461538461,0.5573,0.5598,0.34092948142831736,-0.10718113612003108,DOUBLE_TOP_BEARISH,-0.10729613733906382,-0.07153075822604917,-0.08941344778255648
1971-07-19,00:00:00,0.5632,0.5632,0.5632,0.5632,1,86.76470588235281,0.5586,0.5628,0.8234872896527119,0.07107320540157551,DOUBLE_TOP_BEARISH,-0.07102272727273916,0.21306818181817808,0.3373579545454568
1971-07-20,00:00:00,0.5628,0.5628,0.5628,0.5628,1,80.30303030302959,0.5586,0.5632,0.751879699248117,-0.07102272727273916,DOUBLE_TOP_BEARISH,0.14214641080313128,0.3198294243070405,0.3198294243070405
1971-07-21,00:00:00,0.5636,0.5636,0.5636,0.5636,1,81.42857142857062,0.5586,0.5632,0.8950948800572869,0.07102272727271945,DOUBLE_TOP_BEARISH,0.14194464158978404,0.14194464158978404,0.26614620298084757
1971-07-22,00:00:00,0.5644,0.5644,0.5644,0.5644,1,83.33333333333262,0.5586,0.5636,1.0383100608664568,0.14194464158978404,DOUBLE_TOP_BEARISH,0.03543586109142062,0.12402551381999183,0.12402551381999183
1971-07-23,00:00:00,0.5646,0.5646,0.5646,0.5646,1,89.33333333333312,0.5586,0.5644,1.0741138560687444,0.03543586109142062,DOUBLE_TOP_BEARISH,-0.035423308537013455,0.0,0.053134962805520186
1971-07-26,00:00:00,0.5644,0.5644,0.5644,0.5644,1,87.01298701298707,0.5586,0.5646,1.0383100608664568,-0.035423308537013455,DOUBLE_TOP_BEARISH,0.12402551381999183,0.12402551381999183,0.14174344436570216
1971-07-27,00:00:00,0.5651,0.5651,0.5651,0.5651,1,87.95180722891578,0.5586,0.5646,1.163623344074483,0.0885582713425533,DOUBLE_TOP_BEARISH,-0.08847991505929144,0.0,0.2831357281896894
1971-07-28,00:00:00,0.5646,0.5646,0.5646,0.5646,1,84.88372093023193,0.5604,0.5651,0.7494646680942152,-0.08847991505929144,DOUBLE_TOP_BEARISH,0.0885582713425533,0.053134962805520186,0.5136379737867541
1971-07-29,00:00:00,0.5651,0.5651,0.5651,0.5651,1,85.3932584269658,0.5614,0.5651,0.6590666191663763,0.0,DOUBLE_TOP_BEARISH,0.0,0.01769598301185436,0.4423995752963983
1971-07-30,00:00:00,0.5651,0.5651,0.5651,0.5651,1,87.35632183907968,0.5628,0.5651,0.4086709310590049,0.0,DOUBLE_TOP_BEARISH,-0.03539196602372836,0.2831357281896894,1.5218545390196319
1971-08-02,00:00:00,0.5649,0.5649,0.5649,0.5649,1,85.39325842696474,0.5628,0.5651,0.37313432835820737,-0.03539196602372836,DOUBLE_TOP_BEARISH,0.053106744556572494,0.4602584528235169,1.5400955921402093
1971-08-03,00:00:00,0.5652,0.5652,0.5652,0.5652,1,82.43243243243083,0.5628,0.5651,0.4264392324093939,0.01769598301185436,DOUBLE_TOP_BEARISH,0.2653927813163386,0.42462845010614964,1.6454352441613542
1971-08-05,00:00:00,0.5675,0.5675,0.5675,0.5675,1,82.19178082191623,0.5644,0.5667,0.5492558469170786,0.1411681665784406,DOUBLE_TOP_BEARISH,0.017621145374447398,1.0748898678414087,1.726872246696041
1971-08-06,00:00:00,0.5676,0.5676,0.5676,0.5676,1,81.42857142856961,0.5644,0.5675,0.5669737774627889,0.017621145374447398,DOUBLE_TOP_BEARISH,1.0747004933051434,1.2156448202959862,0.563777307963351
1971-08-10,00:00:00,0.5736,0.5736,0.5736,0.5736,1,91.66666666666589,0.5646,0.5737,1.5940488841657825,-0.01743071291615635,DOUBLE_TOP_BEARISH,0.15690376569037864,0.6450488145048878,0.6450488145048878
1971-08-11,00:00:00,0.5745,0.5745,0.5745,0.5745,1,91.73553719008187,0.5646,0.5737,1.7534537725823627,0.13944570332927017,DOUBLE_TOP_BEARISH,0.522193211488251,-0.6440382941688488,0.22628372497823634
1971-08-13,00:00:00,0.5773,0.5773,0.5773,0.5773,1,93.28859060402621,0.5649,0.5775,2.1950787750044394,-0.034632034632030816,DOUBLE_TOP_BEARISH,-1.1259310583752054,0.0,-0.39840637450200583
1971-09-17,00:00:00,0.5811,0.5811,0.5811,0.5811,1,85.71428571428591,0.5764,0.5808,0.815405968077711,0.05165289256197778,DOUBLE_TOP_BEARISH,0.89485458612977,0.8604371020478412,1.5832042677680431
1971-09-22,00:00:00,0.5861,0.5861,0.5861,0.5861,1,80.83832335329345,0.5764,0.5863,1.6828591256072052,-0.03411222923419563,DOUBLE_TOP_BEARISH,0.7848490018768213,0.7166012625831928,0.5971677188193242
1971-09-24,00:00:00,0.5901,0.5901,0.5901,0.5901,1,81.46341463414619,0.5777,0.5907,2.146442790375622,-0.10157440325038851,DOUBLE_TOP_BEARISH,0.03389256058296713,0.05083884087444128,-0.3219793255380466
