Asset,Bullish Signals,Bearish Signals,Total Signals,Bullish 1 Candle,Bearish 1 Candle,Bullish 1 Avg,Bearish 1 Avg,Bullish 3 Candle,Bearish 3 Candle,Bullish 3 Avg,Bearish 3 Avg,Bullish 6 Candle,Bearish 6 Candle,Bullish 6 Avg,Bearish 6 Avg
EURUSD,7402,7641,15043,52.24263712510132,51.28909828556472,0.0009088371471780998,0.005457582519154188,51.71575249932451,51.30218557780395,0.003055033234842517,0.013243403536638639,50.32423669278573,50.948828687344594,-0.010567835268658808,0.022806239373795344
GBPUSD,6873,7488,14361,52.23337698239487,51.72275641025641,0.0018647291640654813,-0.0018023235488344397,50.86570638731267,50.26709401709402,0.004827814618227529,-0.002728944805623333,49.934526407682235,50.89476495726496,0.0011797472408987474,-0.012057404255091048
USDCHF,1724,1896,3620,51.45011600928074,51.529535864978904,-0.004238266345920612,-0.0026092013125834797,51.33410672853829,51.95147679324894,-0.006650612973811837,-0.014649303035640682,50.522041763341065,52.05696202531646,-0.022888438092887035,-0.034681638716824434
AUDUSD,5216,6383,11599,51.07361963190185,50.32116559611468,0.0021495279947134683,-0.003613181559980792,50.80521472392638,49.287169042769854,5.135447959177602e-06,-0.0074089850062260135,50.747699386503065,48.8955036816544,0.0064735116929103545,-0.009088025095441174
NZDUSD,4297,4634,8931,51.45450314172678,53.129046180405695,0.0053205040675444425,-0.016971794036083357,50.91924598557133,52.179542511868796,0.005085224569782511,-0.01501642849430725,50.31417267861299,49.63314630988347,0.006943848724393222,-0.007709347588496162
USDCAD,1461,1702,3163,51.813826146475016,48.82491186839013,0.004722340326302634,0.0006947069955373442,52.01916495550992,48.531139835487664,0.009455778257298725,0.0032081310308068505,52.01916495550992,46.3572267920094,0.009959072130961826,0.0017970907207276862
USDJPY,6143,8875,15018,52.49877909816051,48.19154929577465,-0.006486512449461465,0.006237755994967087,51.21276249389549,47.25633802816901,-0.020578811046827742,0.012776932942414552,50.69184437571219,47.47042253521126,-0.045621605982792315,0.026131864919715926
XAUUSD,2108,3208,5316,54.12713472485768,51.30922693266833,0.002458474940765238,0.01554397032686042,54.17457305502846,48.566084788029926,0.002546074766433708,0.05145283247251433,54.55407969639469,46.913965087281795,0.019805399031288185,0.08604958487424023
SP500,363,979,1342,54.269972451790636,47.70173646578141,0.00931567822609755,0.00435696318645601,54.54545454545454,47.70173646578141,-0.0018931199550741402,0.012814426020781922,56.19834710743802,47.19101123595505,0.013471941039413788,0.025512850551489892
NAS100,252,724,976,52.77777777777778,47.09944751381215,0.009037227351600738,0.017739425609976652,55.55555555555556,48.06629834254144,-0.0005714112738575139,0.028323695195078023,56.34920634920635,44.613259668508285,0.058183106240597166,0.04405025338914664
