trade_date,trade_time,open,high,low,close,volume,sma,std,upper_band,lower_band,candle_range,body_size,body_to_range,doji,signal,forward_1,forward_3,forward_6
1987-01-01,00:00:00,158.05,158.17,158.05,158.05,241,162.4965,1.1908434646338535,164.8781869292677,160.11481307073228,0.11999999999997613,0.0,0.0,True,BB_DOJI_BULLISH,0.3796267004112586,0.41126225877885303,0.18981335020562032
1987-03-17,00:00:00,151.7,152.2,151.1,151.8,2101,153.37,0.6636026072662846,154.69720521453257,152.04279478546744,1.0999999999999943,0.10000000000002274,0.09090909090911205,True,BB_DOJI_BULLISH,0.03293807641632605,-0.263504611330702,-1.5480895915678674
1987-03-25,00:00:00,149.5,149.95,148.65,149.45,2551,152.445,1.4926927273422521,155.43038545468448,149.4596145453155,1.299999999999983,0.05000000000001137,0.03846153846154771,True,BB_DOJI_BULLISH,0.0,-2.1411843425894874,-1.973904315824683
1989-05-23,00:00:00,142.3,143.15,140.8,142.4,4601,136.0025,3.003308482545691,142.00911696509138,129.99588303490862,2.3499999999999943,0.09999999999999432,0.042553191489359384,True,BB_DOJI_BEARISH,0.17556179775280897,-0.8426966292134951,0.35112359550561795
1990-02-27,00:00:00,148.65,149.65,148.1,148.75,3001,145.4675,1.3273712641763686,148.12224252835273,142.81275747164727,1.5500000000000114,0.09999999999999432,0.06451612903225393,True,BB_DOJI_BEARISH,0.235294117647055,1.0756302521008365,1.0756302521008365
1990-07-03,00:00:00,150.95,152.2,150.8,150.95,2801,153.68,1.2804604432357884,156.24092088647157,151.11907911352844,1.3999999999999773,0.0,0.0,True,BB_DOJI_BULLISH,-0.6955945677376502,0.5299768135144163,-1.5899304405432115
1990-10-09,00:00:00,130.65,131.0,128.95,130.5,3951,136.08499999999998,2.403949600850884,140.89289920170174,131.27710079829822,2.0500000000000114,0.15000000000000568,0.07317073170731944,True,BB_DOJI_BULLISH,-0.7662835249042145,-1.0344827586206853,-4.022988505747127
1992-08-25,00:00:00,124.5,125.03,124.48,124.55,1051,126.724,1.018731925489212,128.76146385097843,124.68653614902158,0.5499999999999972,0.04999999999999716,0.09090909090908621,True,BB_DOJI_BULLISH,0.44158972300280785,-1.236451224407862,-1.1641910879165016
1993-02-11,00:00:00,121.3,121.95,119.6,121.08,4481,124.08149999999998,1.3870084237579752,126.85551684751593,121.30748315248402,2.3500000000000085,0.21999999999999886,0.09361702127659492,True,BB_DOJI_BULLISH,-0.35513709943838173,-0.9332672613148294,-2.296002642880741
1994-01-04,00:00:00,112.6,113.56,112.2,112.64,2681,109.1105,1.3091679756788726,111.72883595135775,106.49216404864225,1.3599999999999994,0.04000000000000625,0.029411764705886963,True,BB_DOJI_BEARISH,0.37286931818181973,-0.6480823863636399,-0.47940340909091467
1994-03-30,00:00:00,103.15,103.75,102.3,103.19,2861,105.253,0.9737993952580168,107.20059879051604,103.30540120948396,1.4500000000000028,0.03999999999999204,0.027586206896546183,True,BB_DOJI_BULLISH,-0.42639790677391,0.15505378428141933,1.705591627095654
1994-06-14,00:00:00,102.9,103.2,102.3,102.88,1781,104.28099999999999,0.670128816437775,105.62125763287554,102.94074236712444,0.9000000000000057,0.020000000000010232,0.02222222222223345,True,BB_DOJI_BULLISH,-0.11664074650076822,-0.12636080870917132,-1.6329704510108793
1994-12-05,00:00:00,100.36,100.83,100.19,100.36,1281,98.60849999999999,0.8295228489336429,100.26754569786728,96.94945430213271,0.6400000000000006,0.0,0.0,True,BB_DOJI_BEARISH,-0.21921084097249788,0.18931845356715596,0.08967716221602572
1995-01-13,00:00:00,98.55,99.16,98.25,98.5,1771,100.20349999999999,0.741848863219177,101.68719772643834,98.71980227356164,0.9099999999999966,0.04999999999999716,0.05494505494505203,True,BB_DOJI_BULLISH,0.0,1.0964467005076126,1.3401015228426327
1995-08-07,00:00:00,91.54,91.7,90.87,91.47,1591,88.6375,1.374511874698762,91.38652374939753,85.88847625060248,0.8299999999999983,0.07000000000000739,0.08433734939759943,True,BB_DOJI_BEARISH,0.12025800809008357,1.399365912320981,6.46113479829452
1996-10-29,00:00:00,114.29,114.95,113.5,114.34,2851,112.30800000000002,0.9154096000859862,114.138819200172,110.47718079982805,1.4500000000000028,0.04999999999999716,0.03448275862068763,True,BB_DOJI_BEARISH,-0.16617106874234538,-0.9095679552212753,-0.48102151478047683
1998-05-19,00:00:00,136.32,136.8,135.55,136.4,8907,133.042,1.6058662195207238,136.25373243904144,129.83026756095856,1.25,0.0800000000000125,0.06400000000001001,True,BB_DOJI_BEARISH,-0.2859237536657,-0.4912023460410674,0.7331378299120234
1998-08-28,00:00:00,142.11,144.5,140.0,141.8,9556,144.7395,1.4505732983945534,147.6406465967891,141.83835340321087,4.5,0.3100000000000023,0.06888888888888939,True,BB_DOJI_BULLISH,-1.8829337094499405,-2.538787023977449,-7.101551480959111
1998-10-12,00:00:00,117.31,118.6,115.0,117.43,11784,131.30900000000003,6.752757643264915,144.81451528652985,117.8034847134702,3.5999999999999943,0.12000000000000455,0.03333333333333465,True,BB_DOJI_BULLISH,1.4221238184450204,-1.38806097249426,-1.4050923954696461
1999-03-26,20:00:00,120.34,120.49,120.17,120.32,315,118.304,0.816567913291098,119.93713582658219,116.67086417341781,0.3199999999999932,0.020000000000010232,0.0625000000000333,True,BB_DOJI_BEARISH,0.09142287234043688,-0.24102393617020618,-0.1662234042553097
1999-04-21,20:00:00,119.83,119.9,119.44,119.87,353,118.3845,0.7160672926083038,119.8166345852166,116.9523654147834,0.46000000000000796,0.04000000000000625,0.08695652173914252,True,BB_DOJI_BEARISH,0.14182030533077644,0.2669558688579237,-0.35872194877784835
1999-07-13,16:00:00,121.27,121.42,121.12,121.26,1432,122.2335,0.3857497814432099,123.00499956288643,121.46200043711359,0.29999999999999716,0.009999999999990905,0.033333333333303336,True,BB_DOJI_BULLISH,0.0,-0.024740227610094947,-0.536038264885375
1999-07-13,20:00:00,121.26,121.41,121.21,121.26,419,122.1625,0.4276480958486975,123.01779619169739,121.3072038083026,0.20000000000000284,0.0,0.0,True,BB_DOJI_BULLISH,0.008246742536690504,-0.09071416790367758,-0.4370773544449952
1999-07-28,08:00:00,115.7,116.1,115.34,115.72,2189,116.4915,0.37305671807182605,117.23761343614365,115.74538656385636,0.7599999999999909,0.01999999999999602,0.02631578947367929,True,BB_DOJI_BULLISH,0.21603871413757347,0.3715865883166322,-0.12098167991704163
1999-10-11,12:00:00,106.72,106.84,106.59,106.7,1219,107.39649999999999,0.3232934939976206,108.04308698799522,106.74991301200475,0.25,0.01999999999999602,0.07999999999998408,True,BB_DOJI_BULLISH,0.01874414245547893,-0.0937207122774213,-0.3186504217432084
1999-11-12,20:00:00,105.33,105.37,105.05,105.33,673,104.9145,0.20438546936434013,105.32327093872868,104.50572906127132,0.3200000000000074,0.0,0.0,True,BB_DOJI_BEARISH,-0.3322889964872252,-0.34178296781543666,-0.45571062375392
1999-11-16,16:00:00,105.84,106.01,105.72,105.84,1012,105.05800000000002,0.31691938055668917,105.6918387611134,104.42416123888664,0.29000000000000625,0.0,0.0,True,BB_DOJI_BEARISH,0.12282690854118995,0.09448223733937482,-0.349584278155711
2000-02-17,08:00:00,110.11,110.27,109.9,110.1,1161,109.04249999999999,0.4957278000005418,110.03395560000108,108.0510443999989,0.36999999999999034,0.010000000000005116,0.02702702702704156,True,BB_DOJI_BEARISH,0.12715712988192607,0.5086285195277043,0.7084468664850148
2000-03-07,20:00:00,106.18,106.35,105.78,106.14,861,107.43700000000001,0.48057093139767265,108.39814186279536,106.47585813720467,0.5699999999999932,0.04000000000000625,0.07017543859650303,True,BB_DOJI_BULLISH,0.03768607499529513,0.9609949123798719,0.9515733936310581
2000-03-08,00:00:00,106.16,106.36,106.01,106.18,984,107.37950000000001,0.5567998308934826,108.49309966178697,106.26590033821304,0.3499999999999943,0.020000000000010232,0.057142857142887304,True,BB_DOJI_BULLISH,0.9135430401205489,0.9041250706347651,0.8758711621774276
2000-06-19,16:00:00,105.69,106.0,105.61,105.67,1460,106.3595,0.3098127602499901,106.97912552049998,105.73987447950002,0.39000000000000057,0.01999999999999602,0.051282051282041004,True,BB_DOJI_BULLISH,0.27443929213588725,-0.07570739093403832,-0.43531749787073715
2000-07-21,16:00:00,108.85,109.2,108.67,108.89,1486,108.178,0.3220101324050684,108.82202026481013,107.53397973518986,0.5300000000000011,0.04000000000000625,0.07547169811321919,True,BB_DOJI_BEARISH,0.1102029571126867,-0.26632381302232183,0.027550739278171674
2000-07-28,20:00:00,109.71,109.78,109.52,109.7,476,109.218,0.22899321780054963,109.6759864356011,108.7600135643989,0.2600000000000051,0.009999999999990905,0.03846153846150272,True,BB_DOJI_BEARISH,-0.14585232452141894,-0.34639927073838617,-0.25524156791248964
2000-08-23,08:00:00,107.46,107.51,106.98,107.43,2114,108.328,0.42560915985361447,109.17921831970723,107.47678168029277,0.5300000000000011,0.029999999999986926,0.05660377358488087,True,BB_DOJI_BULLISH,-0.21409289770083212,-0.3257935399795295,-0.23270967141394394
2000-08-28,08:00:00,106.26,106.36,106.05,106.26,1260,106.94649999999999,0.31146977397628584,107.56943954795256,106.32356045204742,0.3100000000000023,0.0,0.0,True,BB_DOJI_BULLISH,0.16939582156972763,0.1976284584980178,0.3387916431394687
2000-09-22,12:00:00,107.26,107.74,106.4,107.33,3218,106.798,0.2607196499871913,107.31943929997439,106.27656070002561,1.3399999999999892,0.06999999999999318,0.05223880597014458,True,BB_DOJI_BEARISH,0.4844870958725389,0.5776576912326512,0.31678002422435797
2000-10-27,16:00:00,108.74,108.87,108.42,108.72,2000,108.21399999999998,0.22905756367521654,108.67211512735042,107.75588487264955,0.45000000000000284,0.01999999999999602,0.04444444444443532,True,BB_DOJI_BEARISH,-0.06438557763060447,0.009197939661520526,0.14716703458424998
2001-01-24,16:00:00,118.08,118.47,117.53,118.14,1926,117.02799999999999,0.4953000145084483,118.0186000290169,116.03739997098309,0.9399999999999977,0.060000000000002274,0.06382978723404513,True,BB_DOJI_BEARISH,-0.2962586761469395,-0.13543253766717167,-1.0242085661080023
2001-02-28,20:00:00,117.3,117.54,117.15,117.33,1079,116.38999999999999,0.4577749379791509,117.30554987595829,115.47445012404168,0.39000000000000057,0.030000000000001137,0.07692307692307973,True,BB_DOJI_BEARISH,0.09375266342793781,-0.0681837552203173,0.1363675104406346
2001-03-02,16:00:00,119.0,119.33,118.87,118.97,1956,117.2415,0.8377556163908824,118.91701123278176,115.56598876721824,0.45999999999999375,0.030000000000001137,0.06521739130435118,True,BB_DOJI_BEARISH,-0.008405480373207628,0.2773808523157084,0.10927124485163944
2001-03-21,12:00:00,123.74,123.95,123.58,123.72,2246,122.87049999999999,0.40432497246010973,123.67914994492021,122.06185005507977,0.37000000000000455,0.01999999999999602,0.054054054054042636,True,BB_DOJI_BEARISH,-0.18590365341093112,-0.07274490785645281,0.19398642095052931
2001-03-30,12:00:00,125.28,125.54,125.04,125.24,2355,123.03500000000001,1.0582085155125136,125.15141703102503,120.91858296897499,0.5,0.04000000000000625,0.0800000000000125,True,BB_DOJI_BEARISH,0.2155860747365141,0.7425742574257481,0.7824976045991728
2001-05-23,12:00:00,120.83,121.39,120.56,120.79,2662,122.74549999999999,0.8168197309247134,124.37913946184942,121.11186053815057,0.8299999999999983,0.03999999999999204,0.04819277108432786,True,BB_DOJI_BULLISH,-0.48845103071446594,-0.6540276512956422,-0.513287523801643
2001-07-05,08:00:00,125.47,125.62,125.25,125.44,1794,124.446,0.4351938457332089,125.31638769146642,123.57561230853358,0.37000000000000455,0.030000000000001137,0.08108108108108315,True,BB_DOJI_BEARISH,-0.007971938775502955,0.19132653061225216,0.2551020408163324
2001-07-18,20:00:00,123.86,124.07,123.78,123.87,1044,125.0065,0.47034449770899023,125.94718899541799,124.06581100458202,0.28999999999999204,0.010000000000005116,0.034482758620708244,True,BB_DOJI_BULLISH,0.137240655525956,-0.11302171631549252,-0.45208686526197006
2001-08-02,20:00:00,123.67,123.84,123.55,123.67,1172,124.66600000000001,0.4387710099296841,125.54354201985937,123.78845798014065,0.29000000000000625,0.0,0.0,True,BB_DOJI_BULLISH,0.21832295625454518,0.1455486375030263,-0.016172070833667035
