trade_date,trade_time,open,high,low,close,volume,prev_daily_low,sma,std,upper_band,lower_band,distance_to_prev_daily_low_pct,signal,forward_1,forward_3,forward_6
1999-07-08,00:00:00,1.0221,1.0221,1.0172,1.0187,271,1.0197,1.022785,0.00157355614634458,1.0259321122926892,1.019637887707311,-0.09806805923311875,BB_DAILY_LOW_BULLISH,-0.009816432708352705,-0.23559438500048668,0.2650436831255666
1999-09-20,20:00:00,1.039,1.04,1.0349,1.0357,727,1.0362,1.03998,0.0017536728371529628,1.043487345674306,1.036472654325694,-0.04825323296660345,BB_DAILY_LOW_BULLISH,0.11586366708505047,0.6951820025103672,1.3420874770686515
1999-11-04,16:00:00,1.0497,1.0541,1.0437,1.0447,1804,1.0456,1.0503550000000001,0.0024930376734009847,1.0553410753468022,1.045368924653198,-0.08607498087223822,BB_DAILY_LOW_BULLISH,-0.7179094476883375,-0.5264669283047823,-0.4881784244280542
1999-11-24,08:00:00,1.0274,1.0285,1.0236,1.026,1477,1.0257,1.0301099999999999,0.0019352410426772975,1.0339804820853544,1.0262395179146453,0.029248318221699033,BB_DAILY_LOW_BULLISH,-0.37037037037037285,-0.6822612085770094,-0.7407407407407457
1999-12-02,08:00:00,1.0075,1.0081,1.0024,1.0051,1430,1.0047,1.009185,0.001877365174436631,1.0129397303488732,1.0054302696511268,0.03981287946652513,BB_DAILY_LOW_BULLISH,0.15918814048351643,-0.32832553974729684,-0.24873146950553862
1999-12-10,12:00:00,1.0162,1.0174,1.0132,1.0146,1685,1.0152,1.022915,0.004074216101349558,1.031063432202699,1.014766567797301,-0.05910165484635106,BB_DAILY_LOW_BULLISH,0.1281293120441631,-0.10841711019119642,-0.25625862408830435
2000-01-24,00:00:00,1.0028,1.0045,1.0026,1.0043,143,1.005,1.0125449999999998,0.0032173010916113054,1.0189796021832225,1.0061103978167771,-0.06965174129352468,BB_DAILY_LOW_BULLISH,0.09957184108335278,-0.0597431046499984,0.13940057751668505
2000-01-28,00:00:00,0.9882,0.9895,0.987,0.987,456,0.9868,1.0003,0.005968425693709634,1.0122368513874191,0.9883631486125807,0.020267531414671462,BB_DAILY_LOW_BULLISH,0.06079027355623556,-0.24316109422491974,-0.7497467071935119
2000-02-14,16:00:00,0.9864,0.987,0.9776,0.9782,1459,0.9786,0.987655,0.0043034227501465815,0.9962618455002931,0.9790481544997068,-0.04087471898631381,BB_DAILY_LOW_BULLISH,0.17378859129012827,0.06133714986710744,0.5111429155591908
2000-03-06,00:00:00,0.9567,0.9586,0.9559,0.9569,299,0.9577,0.9668749999999999,0.004710332986103828,0.9762956659722076,0.9574543340277922,-0.08353346559465626,BB_DAILY_LOW_BULLISH,0.08360330233044444,0.7210784826000645,0.1567561918695848
2000-04-13,16:00:00,0.9549,0.9575,0.9517,0.9522,1436,0.9521,0.95867,0.0030131466325709236,0.9646962932651418,0.9526437067348582,0.010503098414042643,BB_DAILY_LOW_BULLISH,0.08401596303296702,0.021003990758241754,0.1995379122033083
2000-07-19,08:00:00,0.925,0.9263,0.9201,0.9227,1489,0.9228,0.93388,0.0051011453819818494,0.9440822907639638,0.9236777092360363,-0.010836584308624728,BB_DAILY_LOW_BULLISH,-0.08670207001191199,0.20591741627831503,-0.07586431126042299
2000-08-29,00:00:00,0.9002,0.9007,0.8986,0.8987,319,0.8986,0.901675,0.001316644458063417,0.9043082889161268,0.8990417110838732,0.011128421989772982,BB_DAILY_LOW_BULLISH,-0.022254367419616,-0.3115611438744881,-0.6231222877489762
2000-08-29,04:00:00,0.8986,0.9007,0.898,0.8985,749,0.8986,0.9015150000000001,0.001495704374639813,0.9045064087492797,0.8985235912507205,-0.011128421989760627,BB_DAILY_LOW_BULLISH,0.2671118530884885,-0.7234279354479634,-0.6566499721758504
2000-08-31,16:00:00,0.8914,0.8927,0.8841,0.8863,1391,0.8867,0.894575,0.004125259162189259,0.9028255183243785,0.8863244816756215,-0.04511108604940419,BB_DAILY_LOW_BULLISH,0.16924292000451954,0.2595058106735833,1.511903418706993
2000-10-06,00:00:00,0.8692,0.8696,0.867,0.8675,487,0.8678,0.874625,0.0028360229746909665,0.880297045949382,0.868952954050618,-0.034570177460240485,BB_DAILY_LOW_BULLISH,0.23054755043227684,0.403458213256478,0.19596541786742636
2001-02-07,00:00:00,0.9294,0.9318,0.9278,0.9285,1086,0.9281,0.93681,0.003838982869356751,0.9444879657387135,0.9291320342612865,0.04309880400818402,BB_DAILY_LOW_BULLISH,0.08616047388260883,0.5277329025309656,0.09693053311793344
2001-07-05,12:00:00,0.8414,0.8437,0.8391,0.8424,2001,0.8429,0.8460600000000001,0.001819311609925711,0.8496986232198516,0.8424213767801487,-0.059319017677060736,BB_DAILY_LOW_BULLISH,-0.7834757834757894,-0.7953466286799666,-0.18993352326686203
2001-07-06,00:00:00,0.8362,0.8405,0.8352,0.8357,1381,0.8354,0.8446199999999999,0.0041197342782611,0.8528594685565222,0.8363805314434777,0.03591094086664675,BB_DAILY_LOW_BULLISH,0.05983008256552064,0.6102668421682415,1.3401938494675107
2001-10-01,00:00:00,0.9103,0.9112,0.9059,0.9076,751,0.9078,0.9183999999999999,0.004964293557369234,0.9283285871147383,0.9084714128852615,-0.022031284423891715,BB_DAILY_LOW_BULLISH,0.20934332304980308,0.8153371529308145,0.8373732921992123
2002-01-16,04:00:00,0.8837,0.8843,0.8816,0.8823,1599,0.8828,0.891305,0.0037348254376768264,0.8987746508753537,0.8838353491246463,-0.05663797009515813,BB_DAILY_LOW_BULLISH,-0.13600816048962697,0.13600816048962697,0.022668026748269066
2002-03-27,16:00:00,0.8745,0.8758,0.8719,0.8727,1915,0.8731,0.8765700000000001,0.0016241921060005003,0.8798183842120011,0.873321615787999,-0.04581376703698957,BB_DAILY_LOW_BULLISH,0.022917382834877733,0.12604560559184025,-0.20625644551392502
2002-03-27,20:00:00,0.8729,0.8738,0.872,0.8729,1244,0.8731,0.8762400000000001,0.0016674594597243877,0.879574918919449,0.8729050810805513,-0.022906883518494785,BB_DAILY_LOW_BULLISH,0.011456065986938824,0.011456065986938824,-0.26348951769961837
2002-05-09,00:00:00,0.9043,0.9055,0.9039,0.9043,943,0.9036,0.91332,0.004411778492972053,0.9221435569859441,0.904496443014056,0.07746790615316887,BB_DAILY_LOW_BULLISH,0.16587415680637585,0.23222381952891635,0.6192635187437852
2002-09-09,00:00:00,0.9817,0.9827,0.9805,0.9811,880,0.9804,0.9918549999999999,0.00488461332821058,1.001624226656421,0.9820857733435788,0.0713994288045617,BB_DAILY_LOW_BULLISH,0.07134848639282784,-0.10192640913260634,-0.061155845479557026
2002-11-13,12:00:00,1.01,1.0101,1.0045,1.0063,1883,1.0065,1.0110249999999998,0.002026112429447536,1.0150772248588948,1.0069727751411048,-0.019870839542968505,BB_DAILY_LOW_BULLISH,-0.04968697207591623,0.059624366491099465,0.3478088045314577
2002-11-13,16:00:00,1.0065,1.0096,1.0053,1.0058,2086,1.0065,1.01084,0.002320254069101477,1.015480508138203,1.006199491861797,-0.06954793840038977,BB_DAILY_LOW_BULLISH,0.09942334460130142,0.04971167230065071,-0.21873135812288522
2002-11-14,16:00:00,1.0098,1.0102,1.0031,1.0036,2057,1.0045,1.009015,0.0026127773079546016,1.0142405546159092,1.0037894453840908,-0.08959681433548043,BB_DAILY_LOW_BULLISH,0.06974890394578745,0.01992825827022499,0.4384216819449939
2003-01-03,08:00:00,1.0381,1.0385,1.0341,1.0342,1679,1.0335,1.0451799999999998,0.005346577852676913,1.0558731557053536,1.034486844294646,0.06773101112723008,BB_DAILY_LOW_BULLISH,0.29007928833880214,0.8315606265712572,1.0926319860762026
2003-02-10,20:00:00,1.0744,1.0764,1.0728,1.0739,1558,1.0729,1.080425,0.002751243737516783,1.0859274874750335,1.0749225125249664,0.09320533134496337,BB_DAILY_LOW_BULLISH,-0.1303659558618184,-0.21417264177297407,-0.05587112394079113
2003-02-11,00:00:00,1.0738,1.0744,1.0707,1.0725,1293,1.0728,1.079855,0.00314600414863426,1.0861470082972686,1.0735629917027314,-0.02796420581655173,BB_DAILY_LOW_BULLISH,0.009324009324008297,-0.13986013986014514,0.18648018648018666
2003-03-21,16:00:00,1.0582,1.0585,1.052,1.0537,2267,1.053,1.060095,0.002787278430732253,1.0656695568614645,1.0545204431385355,0.06647673314341358,BB_DAILY_LOW_BULLISH,-0.07592293821772174,0.6263642402960936,1.0439404004934894
2003-03-21,20:00:00,1.0538,1.0548,1.0502,1.0529,2348,1.053,1.0598049999999999,0.0032097671661585904,1.0662245343323171,1.0533854656676827,-0.009496676163341785,BB_DAILY_LOW_BULLISH,0.4558837496438539,0.9972457023458975,0.9782505461107396
2003-06-05,00:00:00,1.1643,1.166,1.1632,1.1637,1540,1.1633,1.1720099999999998,0.0037621242597354666,1.1795342485194706,1.164485751480529,0.034384939396540526,BB_DAILY_LOW_BULLISH,0.12030592076996373,1.4436710492395075,1.7959955314943834
2003-07-14,00:00:00,1.1289,1.1292,1.1265,1.1267,877,1.1275,1.13284,0.0028617992128901317,1.1385635984257803,1.1271164015742199,-0.07095343680708754,BB_DAILY_LOW_BULLISH,0.00887547705689083,0.31951717404810925,0.09763024762579914
2003-07-16,00:00:00,1.1175,1.1187,1.1112,1.1149,1759,1.1155,1.1277650000000001,0.005517081131227404,1.138799162262455,1.1167308377375453,-0.05378753922007476,BB_DAILY_LOW_BULLISH,0.12557180016145553,0.017938828594490804,0.5830119293210109
2003-07-29,20:00:00,1.1483,1.149,1.1436,1.1443,1915,1.1452,1.14862,0.0020636197115528596,1.1527472394231058,1.1444927605768942,-0.0785888927698132,BB_DAILY_LOW_BULLISH,0.026216901162279725,-0.01747793410820589,-0.8651577383553279
2003-07-31,04:00:00,1.1358,1.1367,1.1322,1.1326,1499,1.1336,1.1450099999999999,0.005868192584486911,1.1567463851689737,1.133273614831026,-0.08821453775581245,BB_DAILY_LOW_BULLISH,0.03531696980398692,-0.7946318205898039,-0.8122903054917974
2003-08-11,00:00:00,1.1306,1.1307,1.1281,1.1284,638,1.1286,1.135345,0.0033893758155595444,1.1421237516311191,1.128566248368881,-0.017721070352647347,BB_DAILY_LOW_BULLISH,0.017724211272596414,0.30131159163415877,0.6203473945409336
2003-10-28,00:00:00,1.1747,1.1756,1.1712,1.1717,1305,1.1719,1.17833,0.0033126710479197963,1.1849553420958396,1.1717046579041606,-0.017066302585542963,BB_DAILY_LOW_BULLISH,-0.02560382350430716,-0.33284970555603094,-0.34991892122556906
2003-10-31,00:00:00,1.1638,1.1639,1.161,1.1612,1397,1.162,1.16891,0.0033684136510192283,1.1756468273020384,1.1621731726979614,-0.06884681583476007,BB_DAILY_LOW_BULLISH,0.06028246641404778,0.1033413709955296,-0.31002411298656973
2004-03-03,00:00:00,1.2217,1.2227,1.2165,1.2204,1535,1.2195,1.24163,0.009165501680241392,1.259961003360483,1.2232989966395171,0.07380073800737194,BB_DAILY_LOW_BULLISH,-0.20485086856767837,-0.40970173713535674,-0.3031792854801734
2004-03-25,00:00:00,1.2127,1.2142,1.2104,1.2126,1447,1.2117,1.2285499999999998,0.00718562160794473,1.2429212432158894,1.2141787567841102,0.0742758108442602,BB_DAILY_LOW_BULLISH,0.024740227610109602,0.06597394029359509,0.14844136566056604
2004-04-21,00:00:00,1.1869,1.1874,1.1821,1.1846,1283,1.1841,1.1974300000000002,0.005692571336293377,1.208815142672587,1.1860448573274134,0.042226163330813866,BB_DAILY_LOW_BULLISH,-0.07597501266251248,-0.07597501266251248,-0.11818335303056456
2004-04-21,04:00:00,1.1846,1.1848,1.1819,1.1837,1424,1.1841,1.196685,0.006455293625173701,1.2095955872503474,1.1837744127496526,-0.03378093066463609,BB_DAILY_LOW_BULLISH,-0.06758469206723933,0.23654642223537517,-0.06758469206723933
2004-05-10,00:00:00,1.1881,1.1898,1.1858,1.1872,1529,1.1875,1.20764,0.00940052630093639,1.2264410526018727,1.1888389473981273,-0.02526315789473406,BB_DAILY_LOW_BULLISH,-0.27796495956873996,-0.38746630727762277,-0.03369272237196394
2004-06-10,00:00:00,1.2046,1.2054,1.2022,1.2045,1816,1.2034,1.22532,0.009494796358666832,1.2443095927173335,1.2063304072826664,0.0914076782449625,BB_DAILY_LOW_BULLISH,0.07471980074720823,0.07471980074720823,0.27397260273973273
2004-06-24,04:00:00,1.2071,1.208,1.204,1.2057,1741,1.2063,1.210515,0.002334021827767286,1.2151830436555346,1.2058469563444654,-0.04973887092762447,BB_DAILY_LOW_BULLISH,0.49763622791739287,0.9869785187028299,0.7713361532719654
2004-06-29,16:00:00,1.2164,1.2169,1.2105,1.2117,2400,1.2122,1.2163650000000001,0.0021349904468914668,1.220634980893783,1.2120950191062172,-0.041247318924265385,BB_DAILY_LOW_BULLISH,-0.2805975076339085,-0.23933316827596784,0.4291491293224472
2004-08-04,12:00:00,1.2016,1.2031,1.1968,1.1984,2180,1.1994,1.2041499999999998,0.002795014357901685,1.209740028715803,1.1985599712841966,-0.08337502084376454,BB_DAILY_LOW_BULLISH,0.5173564753003992,0.5590787716956067,0.3755006675567566
2004-08-23,08:00:00,1.2294,1.2311,1.2263,1.2267,1789,1.2278,1.233305,0.002900176945236953,1.239105353890474,1.2275046461095263,-0.08959113862193362,BB_DAILY_LOW_BULLISH,-0.2201027146001406,-1.0026901442895557,-0.8967147631857748
2004-08-30,00:00:00,1.2012,1.2018,1.1997,1.2006,817,1.2004,1.207435,0.0030225947371648673,1.2134801894743297,1.2013898105256704,0.01666111296234405,BB_DAILY_LOW_BULLISH,-0.09995002498749525,0.14159586873230343,0.4914209561885738
2004-08-30,04:00:00,1.2005,1.2012,1.1991,1.1994,1229,1.2004,1.207005,0.003510356856634958,1.21402571371327,1.1999842862867303,-0.08330556481172026,BB_DAILY_LOW_BULLISH,0.33350008337502113,0.5502751375687793,0.7253626813406645
2005-01-20,12:00:00,1.2994,1.3003,1.2922,1.2955,1889,1.2963,1.304035,0.003926197436976401,1.311887394873953,1.2961826051260472,-0.0617141093882521,BB_DAILY_LOW_BULLISH,0.03859513701273214,-0.03859513701274928,0.04631416441527857
2005-03-21,04:00:00,1.3305,1.331,1.3249,1.3256,1366,1.3265,1.33562,0.004698107121449005,1.345016214242898,1.326223785757102,-0.06784771956276842,BB_DAILY_LOW_BULLISH,-0.3168376584188279,-0.7015691007845402,-0.7015691007845402
2005-05-02,00:00:00,1.2862,1.287,1.284,1.2843,1140,1.2853,1.292575,0.0035451783413356507,1.2996653566826712,1.2854846433173288,-0.07780284758423028,BB_DAILY_LOW_BULLISH,0.08564977030289658,0.11679514132212543,0.07007708479326488
2005-05-09,00:00:00,1.2816,1.2831,1.2812,1.2816,1173,1.281,1.2922850000000001,0.004953284396638462,1.302191568793277,1.2823784312067232,0.04683840749415737,BB_DAILY_LOW_BULLISH,-0.1326466916354584,-0.015605493133581304,0.1794631710362023
2005-05-09,04:00:00,1.2816,1.282,1.2789,1.2799,1773,1.281,1.291905,0.005590261739308969,1.303085523478618,1.280724476521382,-0.08587041373925675,BB_DAILY_LOW_BULLISH,0.1875146495819953,0.24220642237673887,0.414094851160236
2005-06-13,00:00:00,1.2109,1.2124,1.2108,1.2111,1278,1.2106,1.2235200000000002,0.006044971812072657,1.2356099436241454,1.2114300563758549,0.04130183380143458,BB_DAILY_LOW_BULLISH,-0.016513912971676818,-0.42110478077781394,0.2972504334902011
2005-07-04,00:00:00,1.1932,1.1949,1.1907,1.1941,869,1.1933,1.2054399999999998,0.004911254529228256,1.2152625090584563,1.1956174909415433,0.06704097879828308,BB_DAILY_LOW_BULLISH,-0.12561761996481324,-0.3182313039108974,-0.19261368394606557
2005-07-04,04:00:00,1.1928,1.1939,1.1901,1.1926,1419,1.1933,1.20481,0.005690055961090313,1.2161901119221805,1.1934298880778194,-0.05866085644849769,BB_DAILY_LOW_BULLISH,0.008385041086700401,-0.20962602716754725,-0.10900553412712383
2005-08-16,00:00:00,1.237,1.2376,1.2336,1.2336,1868,1.2344,1.241315,0.003732541817468366,1.2487800836349368,1.2338499163650631,-0.06480881399869669,BB_DAILY_LOW_BULLISH,0.07295719844357174,-0.23508430609598935,0.15402075226978054
2005-08-30,00:00:00,1.2233,1.2242,1.2215,1.2226,1857,1.2215,1.2290400000000001,0.0031045637032613596,1.235249127406523,1.2228308725934773,0.0900532132623724,BB_DAILY_LOW_BULLISH,-0.11451006052673367,-0.3271716015049897,-0.032717160150495334
2005-08-30,04:00:00,1.2223,1.2232,1.2203,1.2212,1981,1.2215,1.22873,0.003553959985295562,1.2358379199705911,1.221622080029409,-0.02455996725337429,BB_DAILY_LOW_BULLISH,0.01637733377006043,-0.11464133639044118,0.024566000655090642
2005-11-11,00:00:00,1.1687,1.1697,1.1671,1.1686,1418,1.1675,1.175205,0.0029446606449635092,1.181094321289927,1.1693156787100731,0.09421841541756752,BB_DAILY_LOW_BULLISH,0.10268697586854934,0.15403046380284305,0.32517542358377766
2006-02-06,16:00:00,1.1989,1.1993,1.1964,1.1973,1855,1.1967,1.2054300000000002,0.004050873849626886,1.213531747699254,1.1973282523007465,0.050137879167705686,BB_DAILY_LOW_BULLISH,-0.11692975862357537,-0.03340850246387338,0.0
2006-02-06,20:00:00,1.1972,1.1976,1.1944,1.1959,1567,1.1967,1.204685,0.004368942422710203,1.2134228848454205,1.1959471151545795,-0.06685050555695946,BB_DAILY_LOW_BULLISH,0.05853332218414123,0.23413328873652778,0.075257128522462
