trade_date,trade_time,open,high,low,close,volume,year,week,prev_week_high,prev_week_low,rsi,distance_to_prev_week_high_pct,distance_to_prev_week_low_pct,signal,forward_1,forward_3,forward_6
2017-09-12,04:00:00,1327.26,1327.61,1324.38,1325.09,9821,2017,37,1357.42,1326.22,15.730002973535377,-2.3817241531729425,-0.08520456636154704,BULLISH,0.14036782407233678,0.1577251356511743,0.4912873842531444
2017-09-12,08:00:00,1325.08,1327.3,1323.18,1326.95,19105,2017,37,1357.42,1326.22,18.680057388809615,-2.24469950346982,0.05504365791497777,BULLISH,-0.11002675308037502,0.33535551452579565,0.397904970044084
2017-09-12,12:00:00,1326.96,1328.46,1322.52,1325.49,24756,2017,37,1357.42,1326.22,6.758448060075295,-2.3522564865701154,-0.05504365791497777,BULLISH,0.12750001886095366,0.40211544409991223,0.5771450557906956
2017-09-12,16:00:00,1325.51,1329.11,1324.87,1327.18,41117,2017,37,1357.42,1326.22,11.561561561561916,-2.2277555951731967,0.07238618027175253,BULLISH,0.31796741964164826,0.33303696559621493,-0.34057173857351536
2017-11-30,20:00:00,1279.14,1279.45,1270.22,1274.61,48568,2017,48,1294.62,1274.46,14.948636202620719,-1.545627288316262,0.011769690692517895,BULLISH,0.016475627839106582,0.04158134645108701,0.4134598033908575
2017-12-01,00:00:00,1274.6,1275.84,1273.73,1274.82,14221,2017,48,1294.62,1274.46,14.311206281227669,-1.5294063122769583,0.02824725766206079,BULLISH,0.03451467658179622,0.10197518080983625,-0.08236456911563629
2017-12-01,04:00:00,1274.82,1276.67,1273.8,1275.26,23428,2017,48,1294.62,1274.46,17.328660436137213,-1.495419505337466,0.0627716836934823,BULLISH,-0.009409845835350506,-0.07998368960055062,-0.07292630522403773
2017-12-01,08:00:00,1275.26,1276.19,1274.08,1275.14,17887,2017,48,1294.62,1274.46,11.00458524385202,-1.5046886345027723,0.05335593113946799,BULLISH,0.0768543061938133,0.3717238891415851,-0.1097918659911924
2017-12-01,12:00:00,1275.14,1278.1,1274.9,1276.12,36276,2017,48,1294.62,1274.46,8.760683760682738,-1.4289907463193834,0.13025124366397176,BULLISH,-0.1473215685045201,-0.1841519606306546,-0.20766072156222487
2017-12-01,16:00:00,1276.1,1276.47,1271.5,1274.24,58828,2017,48,1294.62,1274.46,7.079999999999146,-1.5742071032426412,-0.017262213015710754,BULLISH,0.4426167754897115,0.007063033651425017,0.07219989954797155
2018-01-02,08:00:00,1309.81,1310.17,1308.62,1309.28,6186,2018,1,1307.41,1276.92,92.01312910284516,0.1430308778424435,2.534222974031255,BEARISH,0.059574728094828666,0.4995111817181935,0.32689722595624865
2018-01-15,04:00:00,1336.74,1341.89,1336.33,1340.89,27373,2018,3,1339.21,1307.96,83.3839611178619,0.12544709194226922,2.517661090553233,BEARISH,0.14915466593083695,0.010440826615149092,-0.030576706515827685
2018-01-15,16:00:00,1341.48,1342.37,1338.51,1341.03,23914,2018,3,1339.21,1307.96,88.36477987421368,0.13590101627078177,2.528364781797604,BEARISH,-0.08202650201709946,-0.04101325100854973,-0.43026628785336507
2018-01-15,20:00:00,1340.95,1341.54,1339.88,1339.93,7544,2018,3,1339.21,1307.96,84.24680013127683,0.05376303940382966,2.444264350591763,BEARISH,0.11045353115461391,-0.05373415029143516,-0.09851260886763963
2018-01-16,04:00:00,1341.4,1341.83,1338.02,1340.48,22254,2018,3,1339.21,1307.96,80.16614745586709,0.09483202783730571,2.4863145661946833,BEARISH,-0.0947421819049879,-0.3894127476724776,-0.2297684411554016
2018-10-15,08:00:00,1221.73,1229.12,1221.19,1227.15,8646,2018,42,1226.3,1183.16,82.79463933780059,0.06931419717851557,3.718009398559789,BEARISH,0.14097706066903132,-0.14505154219127245,0.1792771869779422
2018-11-19,20:00:00,1222.62,1225.16,1221.31,1223.87,13337,2018,47,1225.23,1196.21,86.65586169638108,-0.11099956742816673,2.3123030237165594,BEARISH,0.01879284564537232,0.06128101840881794,-0.21570918479902873
2018-11-20,00:00:00,1223.88,1224.49,1223.03,1224.1,3280,2018,47,1225.23,1196.21,84.22733077905559,-0.09222758176016822,2.3315304169000317,BEARISH,-0.1895269994281461,0.015521607711792713,-0.20668246058328346
2018-12-19,00:00:00,1248.84,1249.97,1248.51,1249.45,2956,2018,51,1250.49,1232.89,81.74940898345122,-0.0831673983798322,1.3431855234449095,BEARISH,0.07923486333987026,-0.09284084997399511,-0.4353915722918127
2018-12-19,04:00:00,1249.44,1251.06,1248.47,1250.44,5850,2018,51,1250.49,1232.89,80.85317460317427,-0.003998432614411513,1.4234846579986822,BEARISH,-0.05198170244074814,0.3118902146444342,-0.4734333514602918
2018-12-19,08:00:00,1250.46,1251.28,1249.3,1249.79,4706,2018,51,1250.49,1232.89,82.48987854250919,-0.05597805660181572,1.3707630039987233,BEARISH,-0.1200201633874491,-0.46167756183038605,-0.10001680282287426
2019-01-29,04:00:00,1303.84,1304.47,1302.66,1303.69,3998,2019,5,1303.91,1276.7,83.20334261838451,-0.016872330145487592,2.1140440197383885,BEARISH,0.2922473901004031,0.5515114789558909,0.7263996809057389
2019-03-05,04:00:00,1287.04,1289.55,1285.54,1288.28,5697,2019,10,1332.51,1290.12,17.03954214360077,-3.31929966754471,-0.142622391715493,BULLISH,-0.2522743502965194,-0.32135871083924866,-0.09702859626789208
2019-04-15,00:00:00,1291.22,1291.89,1289.27,1289.68,1044,2019,16,1310.53,1289.53,6.343984962407518,-1.5909593828451016,0.011632145045101001,BULLISH,-0.04497239625334615,-0.3086036846349496,-0.10545251535265548
2019-04-15,04:00:00,1289.68,1290.34,1286.85,1289.1,6321,2019,16,1310.53,1289.53,6.241331484051386,-1.635216286540565,-0.033345482462607594,BULLISH,-0.169110231944755,-0.03878675044604763,-0.30408812349700143
2019-04-15,16:00:00,1285.7,1289.39,1282.43,1288.6,10280,2019,16,1310.53,1289.53,16.93227091633517,-1.6733687897262988,-0.07211929927958742,BULLISH,-0.0605308086295183,-0.2654043147601929,-1.0072947384758668
2019-04-15,20:00:00,1288.6,1290.09,1287.62,1287.82,4647,2019,16,1310.53,1289.53,19.694161260426824,-1.7328866946960417,-0.13260645351407385,BULLISH,0.038825301672594,-0.23450482210246631,-0.8890994083024061
2019-05-17,20:00:00,1276.92,1278.29,1274.72,1277.48,7804,2019,20,1291.44,1276.93,17.99584939223236,-1.0809638852753543,0.043072055633429744,BULLISH,0.01565582240035425,-0.09941447224222547,0.03366001816075897
2019-05-20,08:00:00,1276.83,1277.11,1274.66,1276.21,3831,2019,21,1303.23,1274.72,18.621973929236475,-2.0733101601405726,0.11688841471068226,BULLISH,-0.0007835701020984715,0.1332069173568649,-0.0368277947986638
2019-05-20,12:00:00,1276.21,1276.97,1273.61,1276.2,4790,2019,21,1303.23,1274.72,18.82057716436644,-2.0740774844041323,0.11610392870591332,BULLISH,0.054850336937787604,0.09402914903620478,-0.3236169879329344
2019-05-21,04:00:00,1277.4,1277.43,1275.29,1275.59,4265,2019,21,1303.23,1274.72,16.77344205008771,-2.120884264481335,0.06825028241495316,BULLISH,0.011759264340429993,-0.15914204407372062,-0.12778400583258587
2019-05-21,08:00:00,1275.59,1276.59,1274.21,1275.74,3515,2019,21,1303.23,1274.72,18.76160990712161,-2.10937440052792,0.08001757248650541,BULLISH,-0.2876761722608112,-0.08308903068022837,-0.20301942402056206
