trade_date,trade_time,open,high,low,close,volume,sma,std,upper_band,lower_band,prev_high,prev_low,inside_bar,signal,forward_1,forward_3,forward_6
1994-10-19,00:00:00,0.6108,0.6127,0.6107,0.6126,221,0.60488,0.0033567841753666242,0.6115935683507332,0.5981664316492667,0.6129,0.61,True,BB_INSIDEBAR_BEARISH,-0.09794319294809745,0.048971596474039654,0.2938295788442561
1995-09-15,00:00:00,0.6587,0.6595,0.6574,0.6587,421,0.651965,0.003141115289685083,0.6582472305793702,0.6456827694206299,0.6596,0.6563,True,BB_INSIDEBAR_BEARISH,-0.45544253833308074,0.37953544861090904,0.015181417944451193
1996-02-02,00:00:00,0.675,0.6779,0.6744,0.6769,511,0.665005,0.005368472780961191,0.6757419455619224,0.6542680544380776,0.6784,0.6701,True,BB_INSIDEBAR_BEARISH,-0.044319692716792286,-0.6943418525631448,-0.5613827744127515
1997-01-24,00:00:00,0.6935,0.6956,0.6925,0.6937,601,0.704515,0.0046220609438145455,0.7137591218876291,0.6952708781123709,0.7035,0.6919,True,BB_INSIDEBAR_BULLISH,-0.46129450771226477,-0.41804814761424447,-0.9081735620585227
1999-04-16,00:00:00,0.5446,0.5463,0.5411,0.546,91,0.536305,0.004429384536115916,0.5451637690722319,0.5274462309277682,0.5469,0.5381,True,BB_INSIDEBAR_BEARISH,0.5128205128204969,-0.09157509157510182,0.47619047619046434
1999-08-27,00:00:00,0.5102,0.5143,0.5093,0.5133,70,0.52741,0.006578345656727327,0.5405666913134547,0.5142533086865454,0.5172,0.5087,True,BB_INSIDEBAR_BULLISH,0.6234171050068149,-0.2922267679719357,1.8897330995519273
2000-01-18,04:00:00,0.5182,0.5185,0.5159,0.5163,110,0.5205,0.0020403818013355005,0.5245807636026709,0.516419236397329,0.522,0.5157,True,BB_INSIDEBAR_BULLISH,0.19368584156498178,0.21305442572147779,-0.09684292078248014
2000-01-28,04:00:00,0.5024,0.503,0.4983,0.4984,130,0.50757,0.002741129233416015,0.513052258466832,0.5020877415331679,0.5065,0.4858,True,BB_INSIDEBAR_BULLISH,-0.46147672552167424,-2.3073836276083486,-0.802568218298556
2000-02-23,04:00:00,0.489,0.4895,0.4862,0.4866,135,0.49053500000000005,0.0016336188438810188,0.4938022376877621,0.487267762312238,0.4916,0.4842,True,BB_INSIDEBAR_BULLISH,0.24660912453761497,-0.061652281134395186,0.7603781339909652
2000-02-28,04:00:00,0.488,0.488,0.4828,0.4832,125,0.48736499999999994,0.0016361942365578593,0.49063738847311567,0.4840926115268842,0.4881,0.4825,True,BB_INSIDEBAR_BULLISH,0.35182119205297585,0.37251655629138414,0.7243377483443715
2000-03-06,20:00:00,0.4812,0.4833,0.4807,0.4824,201,0.48765000000000003,0.0024025206063535117,0.49245504121270706,0.482844958787293,0.4877,0.4804,True,BB_INSIDEBAR_BULLISH,0.12437810945273413,-0.020729684908787106,0.3524046434494153
2000-03-15,04:00:00,0.4883,0.4887,0.4856,0.4856,137,0.49221499999999996,0.0025356977656349287,0.4972863955312698,0.4871436044687301,0.4915,0.4854,True,BB_INSIDEBAR_BULLISH,0.18533772652389044,0.7207578253706761,1.009060955518949
2000-03-27,04:00:00,0.4928,0.4966,0.4923,0.4958,253,0.488455,0.0022429949435025247,0.492940989887005,0.4839690101129949,0.5017,0.4881,True,BB_INSIDEBAR_BEARISH,0.12101653892698455,-0.2823719241629714,1.3513513513513369
2000-03-27,12:00:00,0.4967,0.4977,0.4958,0.4969,337,0.48927000000000004,0.0033760924159122654,0.4960221848318246,0.4825178151681755,0.4982,0.4957,True,BB_INSIDEBAR_BEARISH,-0.5031193399074265,1.2477359629704132,1.1269873213926218
2000-03-28,04:00:00,0.5037,0.5045,0.5023,0.5025,233,0.49165000000000003,0.0053508976129163915,0.5023517952258328,0.4809482047741672,0.5052,0.4967,True,BB_INSIDEBAR_BEARISH,0.05970149253732896,0.07960199004976458,0.0
2000-03-31,04:00:00,0.5002,0.5005,0.4951,0.496,178,0.500895,0.00215075874020279,0.5051965174804055,0.4965934825195944,0.5017,0.4926,True,BB_INSIDEBAR_BULLISH,-0.14112903225806017,0.04032258064515685,0.2419354838709635
2000-04-26,04:00:00,0.4904,0.4904,0.4864,0.4868,430,0.49399499999999996,0.002042051342385779,0.4980791026847715,0.4899108973152284,0.4949,0.486,True,BB_INSIDEBAR_BULLISH,-0.020542317173374895,-0.061626951520136086,0.26705012325389643
2000-04-26,08:00:00,0.4869,0.4882,0.4866,0.4867,437,0.49363,0.002613547699905192,0.4988570953998104,0.48840290460018965,0.4904,0.4864,True,BB_INSIDEBAR_BULLISH,0.16437230326689284,-0.04109307581673176,0.06163961372508053
2000-05-03,04:00:00,0.4887,0.4933,0.4879,0.4899,189,0.48617499999999997,0.0017701843498282336,0.48971536869965643,0.4826346313003435,0.4938,0.4836,True,BB_INSIDEBAR_BEARISH,0.4694835680751223,-0.04082465809348397,-0.2653602776076798
