trade_date,trade_time,open,high,low,close,volume,sma,std,upper_band,lower_band,recent_low,recent_high,distance_to_recent_low_pct,distance_to_recent_high_pct,signal,forward_1,forward_3,forward_6
2004-06-24,08:00:00,393.6,397.8,393.6,396.6,213,394.21999999999997,0.9333583956543863,396.08671679130873,392.3532832086912,392.3,396.6,1.0960999235279152,0.0,BB_DOUBLE_TOP_BEARISH,0.9329299041855745,1.437216338880481,1.1850731215330277
2004-06-24,16:00:00,400.1,401.3,398.8,401.3,945,394.98,2.1727014472653945,399.3254028945308,390.63459710546925,392.3,401.8,2.2941626306398164,-0.12444001991040318,BB_DOUBLE_TOP_BEARISH,0.24919013207076998,-0.07475703962123383,0.07475703962123383
2004-06-24,20:00:00,401.1,402.8,400.8,402.3,135,395.345,2.7203860020228388,400.7857720040457,389.90422799595433,392.3,401.8,2.549069589599796,0.12444001991040318,BB_DOUBLE_TOP_BEARISH,-0.24857071836937608,-0.24857071836937608,-0.29828486204324844
2004-07-13,16:00:00,401.6,402.1,399.6,400.8,846,405.8,1.9396147202896183,409.67922944057926,401.92077055942076,400.6,408.3,0.04992511233149991,-1.836884643644379,BB_DOUBLE_BOTTOM_BULLISH,0.07485029940120044,0.3243512974051925,0.8233532934131765
2004-07-23,16:00:00,390.3,391.3,386.5,389.3,1105,396.39500000000004,3.54318842436126,403.48137684872256,389.3086231512775,389.1,397.8,0.05140066820868379,-2.1367521367521367,BB_DOUBLE_BOTTOM_BULLISH,0.0,0.5137426149499101,-0.05137426149498809
2004-08-02,00:00:00,390.3,393.3,390.3,392.1,56,388.21000000000004,1.5372223754470016,391.28444475089407,385.135555249106,385.3,391.8,1.7648585517778383,0.07656967840735358,BB_DOUBLE_TOP_BEARISH,0.051007396072427595,-0.12751849018107625,-0.38255547054322875
2004-08-02,08:00:00,392.5,393.6,391.6,393.3,128,388.82,1.984306852330782,392.78861370466154,384.85138629533844,386.1,393.3,1.8648018648018616,0.0,BB_DOUBLE_TOP_BEARISH,-0.4322400203407039,-0.5593694380879707,-0.9407576913297707
2004-08-16,04:00:00,399.8,400.6,399.3,400.3,56,395.65000000000003,2.120203565202628,399.89040713040526,391.4095928695948,391.8,400.1,2.169474221541603,0.0499875031242161,BB_DOUBLE_TOP_BEARISH,-0.2498126405196103,0.4996252810392206,0.3747189607794154
2004-09-07,12:00:00,401.3,401.6,397.6,398.3,458,405.9,3.1632761165423284,412.22655223308465,399.5734477669153,398.6,408.1,-0.07526342197692207,-2.40137221269297,BB_DOUBLE_BOTTOM_BULLISH,-0.050213406979660716,-0.050213406979660716,-0.6778809942254553
2004-09-07,16:00:00,398.0,399.1,396.3,398.1,671,405.34000000000003,3.5028409522636084,412.3456819045272,398.33431809547284,397.6,408.1,0.12575452716297786,-2.4503798088703745,BB_DOUBLE_BOTTOM_BULLISH,-0.20095453403667704,0.050238633509165694,0.25119316754584275
2004-09-10,20:00:00,400.8,402.3,400.6,402.3,232,398.93,1.4850482891337762,401.90009657826755,395.95990342173246,396.6,402.3,1.437216338880481,0.0,BB_DOUBLE_TOP_BEARISH,-0.24857071836937608,-0.37285607755406414,0.24857071836937608
2004-09-14,16:00:00,405.0,406.6,404.3,406.3,518,401.40999999999997,2.3064897001397693,406.0229794002795,396.79702059972044,398.1,405.8,2.0597839738759074,0.1232134056185313,BB_DOUBLE_TOP_BEARISH,-0.3691853310361802,-0.5414718188530615,-0.49224710804824023
2004-09-30,20:00:00,418.0,418.6,417.1,417.8,387,411.87,2.5774528430046244,417.0249056860093,406.71509431399073,410.2,417.8,1.8527547537786502,0.0,BB_DOUBLE_TOP_BEARISH,0.11967448539971279,0.09573958831976478,0.2872187649593079
2004-10-01,00:00:00,417.8,419.3,417.3,418.3,134,412.33500000000004,2.856253527007819,418.0475070540157,406.6224929459844,410.2,418.6,1.9746465138956664,-0.0716674629718135,BB_DOUBLE_TOP_BEARISH,0.0,-0.23906287353573988,0.0
2004-10-08,16:00:00,422.3,423.0,421.1,422.7,311,418.21999999999997,1.697552417614895,421.6151048352298,414.82489516477017,416.7,423.3,1.4398848092152627,-0.14174344436570344,BB_DOUBLE_TOP_BEARISH,-0.09462976105984795,-0.23657440264963334,-0.37851904423940524
2004-10-25,12:00:00,428.3,430.2,428.3,429.1,279,424.4,2.1773958371437026,428.7547916742874,420.04520832571257,421.5,429.3,1.8030842230130542,-0.04658746797111312,BB_DOUBLE_TOP_BEARISH,-0.09321836401771944,-0.5593101841062769,-0.4660918200885574
2004-10-28,12:00:00,423.8,424.3,420.3,421.8,157,426.19000000000005,2.051161416838884,430.2923228336778,422.0876771663223,422.1,428.3,-0.0710732054015663,-1.5176278309596078,BB_DOUBLE_BOTTOM_BULLISH,0.8297771455666193,0.47415836889521096,0.8297771455666193
2004-11-17,12:00:00,441.6,444.6,441.5,442.3,469,437.87000000000006,1.936654739232659,441.7433094784654,433.99669052153473,434.8,442.3,1.7249310027598896,0.0,BB_DOUBLE_TOP_BEARISH,0.45218177707438384,0.45218177707438384,0.1582636219760318
2004-11-17,16:00:00,442.2,444.6,441.6,444.3,786,438.305,2.335870174844812,442.97674034968963,433.6332596503104,434.8,444.6,2.18491260349586,-0.0674763832658595,BB_DOUBLE_TOP_BEARISH,0.0,0.09002925950933542,-0.6977267611973943
2004-11-17,20:00:00,444.6,444.6,442.8,444.3,218,438.68499999999995,2.6571205229966255,443.9992410459932,433.3707589540067,435.2,444.6,2.090992647058829,-0.0674763832658595,BB_DOUBLE_TOP_BEARISH,0.0,0.270087778528019,-0.337609723160027
2004-12-02,00:00:00,453.3,455.5,453.1,455.2,57,451.4799999999999,1.4972255042524245,454.47445100850473,448.4855489914951,447.6,455.2,1.697944593386945,0.0,BB_DOUBLE_TOP_BEARISH,0.06590509666081093,-0.24165202108962347,-1.515817223198589
2004-12-02,04:00:00,455.3,455.8,454.8,455.5,65,451.68999999999994,1.7447364452018976,455.17947289040376,448.2005271095961,447.6,455.5,1.7649687220732746,0.0,BB_DOUBLE_TOP_BEARISH,0.021953896816689952,-1.2952799121844079,0.021953896816689952
2004-12-08,12:00:00,444.8,446.7,443.3,443.8,125,451.1700000000001,3.30519527252644,457.78039054505297,444.5596094549472,443.6,454.6,0.045085662759239996,-2.375714914210297,BB_DOUBLE_BOTTOM_BULLISH,-2.0279405137449302,-0.9463722397476315,-1.6448850833708901
2004-12-28,00:00:00,444.3,445.1,444.3,444.5,20,441.62000000000006,1.4155527096260287,444.45110541925214,438.788894580748,439.0,445.1,1.2528473804100226,-0.13480116827679683,BB_DOUBLE_TOP_BEARISH,0.0,-0.044994375703034564,-0.31496062992125473
2005-01-06,20:00:00,422.1,422.3,420.0,421.3,265,426.31499999999994,2.022836726254948,430.36067345250984,422.26932654749004,421.1,428.0,0.04749465685110155,-1.5654205607476608,BB_DOUBLE_BOTTOM_BULLISH,-0.04747211013529282,0.07120816520294597,-0.6408734868264867
2005-02-03,16:00:00,417.0,417.3,414.2,416.5,1279,420.7,1.6045986545340896,423.9091973090682,417.4908026909318,417.1,422.3,-0.1438503955885933,-1.3734312100402584,BB_DOUBLE_BOTTOM_BULLISH,0.0480192076830705,-0.28811524609843664,-0.5762304921968733
2005-02-10,20:00:00,416.2,418.3,416.0,417.5,405,412.995,1.5229732001701928,416.0409464003404,409.94905359965963,409.8,417.7,1.878965348950705,-0.047881254488864884,BB_DOUBLE_TOP_BEARISH,-0.1916167664670686,-0.16766467065867993,0.6706586826347333
2005-02-11,04:00:00,416.8,418.1,416.7,417.8,48,413.43999999999994,2.0087702443915862,417.45754048878314,409.42245951121674,409.8,418.3,1.9521717911176184,-0.11953143676786994,BB_DOUBLE_TOP_BEARISH,-0.23934897079942558,0.4547630445189031,1.0052656773575845
2005-02-17,16:00:00,425.8,427.2,424.2,426.8,1119,424.44000000000005,1.0220721985148624,426.48414439702975,422.39585560297036,421.6,427.1,1.233396584440225,-0.07024116132053648,BB_DOUBLE_TOP_BEARISH,0.046860356138703985,-0.1640112464854706,-0.046860356138703985
2005-02-17,20:00:00,426.7,428.1,426.1,427.0,434,424.68500000000006,1.0189132497696833,426.72282649953945,422.64717350046067,421.6,427.2,1.2808349146110003,-0.0468164794007464,BB_DOUBLE_TOP_BEARISH,-0.32786885245901104,-0.16393442622950552,-0.04683840749414254
2005-02-22,12:00:00,430.0,431.8,429.8,431.1,160,425.88,1.9454670661037996,429.77093413220757,421.9890658677924,424.2,431.1,1.6265912305516346,0.0,BB_DOUBLE_TOP_BEARISH,0.5799118533982834,0.5103224309904868,0.32475063790303343
