trade_date,trade_time,open,high,low,close,volume,prev_high,prev_low,signal,forward_1,forward_3,forward_6
2023-03-20,09:00:00,12527.09,12538.59,12402.09,12531.84,14607,12568.59,12512.09,BEARISH_LOWER_HIGH_LOW,-0.7221605127419437,0.3630751749144579,0.4851641897757972
2023-03-20,13:00:00,12531.59,12564.09,12405.59,12441.34,14953,12538.59,12402.09,BULLISH_HIGHER_HIGH_LOW,0.7796587827356217,1.0473148390768139,1.981699720448113
2023-03-20,17:00:00,12442.34,12572.84,12431.09,12538.34,16668,12564.09,12405.59,BULLISH_HIGHER_HIGH_LOW,0.3110459598320033,0.2815364713351151,0.9494877312307631
2023-03-20,21:00:00,12538.59,12583.59,12510.09,12577.34,8006,12572.84,12431.09,BULLISH_HIGHER_HIGH_LOW,-0.045319598579673666,0.12164734355594484,1.3607805784052878
2023-03-21,01:00:00,12561.64,12611.39,12551.39,12571.64,5365,12583.59,12510.09,BULLISH_HIGHER_HIGH_LOW,0.015908823351607267,0.9247003573121726,1.4958271156348821
2023-03-21,09:00:00,12574.64,12616.64,12567.64,12592.64,7567,12584.89,12561.64,BULLISH_HIGHER_HIGH_LOW,0.7563942112217931,1.237627693636921,0.9672316527749629
2023-03-21,13:00:00,12591.64,12691.39,12585.64,12687.89,10027,12616.64,12567.64,BULLISH_HIGHER_HIGH_LOW,-0.24038669944332747,0.5658939350829892,0.5540716383890552
2023-03-21,17:00:00,12689.14,12710.89,12587.14,12657.39,13914,12691.39,12585.64,BULLISH_HIGHER_HIGH_LOW,0.7197376394343571,0.6798399986095166,1.103308027958382
2023-03-21,21:00:00,12658.39,12771.39,12655.89,12748.49,6610,12710.89,12587.14,BULLISH_HIGHER_HIGH_LOW,0.08785354187045467,-0.267090455418636,-1.3825166745238064
2023-03-22,09:00:00,12743.19,12751.44,12684.94,12714.44,6279,12761.19,12742.44,BEARISH_LOWER_HIGH_LOW,0.34409694803703506,-1.1184133945340946,-0.04601067762324069
2023-03-22,13:00:00,12713.19,12770.44,12708.19,12758.19,7852,12751.44,12684.94,BULLISH_HIGHER_HIGH_LOW,0.3045102792794304,-1.141227713335515,0.10307104691182398
2023-03-22,17:00:00,12757.69,12819.44,12739.69,12797.04,11558,12770.44,12708.19,BULLISH_HIGHER_HIGH_LOW,-1.7566562267524448,-1.066262198133324,-0.23481992710815228
2023-03-23,05:00:00,12612.84,12672.49,12612.84,12660.59,4713,12614.84,12579.59,BULLISH_HIGHER_HIGH_LOW,0.3791292506905286,0.8404031723640022,0.6753239777925042
2023-03-23,09:00:00,12659.59,12730.34,12651.84,12708.59,7516,12672.49,12612.84,BULLISH_HIGHER_HIGH_LOW,0.49376051945967253,0.29428913829149916,-0.2950760076452226
2023-03-23,13:00:00,12708.09,12771.34,12666.09,12771.34,10400,12730.34,12651.84,BULLISH_HIGHER_HIGH_LOW,-0.03406063889928828,-0.37975654864720537,-0.5696348229708081
2023-03-23,17:00:00,12770.34,12904.09,12761.49,12766.99,15814,12771.34,12666.09,BULLISH_HIGHER_HIGH_LOW,-0.16448669576775732,-0.16370342578790803,-0.5976349946228459
