trade_date,trade_time,open,high,low,close,volume,prev_open,prev_close,prev_body_high,prev_body_low,curr_body_high,curr_body_low,prev_bearish,prev_bullish,curr_bullish,curr_bearish,signal,forward_1,forward_3,forward_6
2022-10-24,00:00:00,1.36323,1.36749,1.36062,1.36688,12329,1.36659,1.36451,1.36659,1.36451,1.36688,1.36323,True,False,True,False,BULLISH_ENGULFING,0.07901205665456879,0.3394592063677848,0.13314994732529065
2022-10-26,04:00:00,1.36357,1.36381,1.35956,1.36028,8079,1.36082,1.36355,1.36355,1.36082,1.36357,1.36028,False,True,False,True,BEARISH_ENGULFING,-0.6086982091922136,-0.29993824800775293,-0.40653394889287764
2022-10-27,08:00:00,1.35475,1.35929,1.35384,1.35786,15295,1.35662,1.35475,1.35662,1.35475,1.35786,1.35475,True,False,True,False,BULLISH_ENGULFING,0.01399260601239542,-0.09942114798285259,0.20105165480976678
2022-10-27,16:00:00,1.35809,1.35972,1.34952,1.35391,24776,1.35785,1.35805,1.35805,1.35785,1.35809,1.35391,False,True,False,True,BEARISH_ENGULFING,0.1920363982835017,-0.030282662806244247,0.6137778729753115
2022-10-31,08:00:00,1.36152,1.36586,1.36111,1.36467,9482,1.36157,1.36153,1.36157,1.36153,1.36467,1.36152,True,False,True,False,BULLISH_ENGULFING,0.21250558743138656,-0.18319447192361132,-0.6682934335773496
2022-10-31,16:00:00,1.36757,1.3685,1.36269,1.36437,20028,1.36469,1.36757,1.36757,1.36469,1.36757,1.36437,False,True,False,True,BEARISH_ENGULFING,-0.16124658267185438,-0.43976340728688007,0.06889626714160682
2022-11-01,16:00:00,1.35442,1.36687,1.35341,1.36531,28106,1.35554,1.35443,1.35554,1.35443,1.36531,1.35442,True,False,True,False,BULLISH_ENGULFING,-0.16919234459573534,-0.35742798338838766,-0.1289084530253191
2022-11-03,16:00:00,1.37957,1.38079,1.3716,1.37309,25803,1.37556,1.3795,1.3795,1.37556,1.37957,1.37309,False,True,False,True,BEARISH_ENGULFING,0.10195981326788979,-0.42386150944220236,-1.5694528399449386
2022-11-10,12:00:00,1.35398,1.35707,1.33688,1.34011,16136,1.353,1.35397,1.35397,1.353,1.35398,1.34011,False,True,False,True,BEARISH_ENGULFING,-0.04924968845840139,-0.34250919700620636,-1.0103648207982843
2022-11-14,16:00:00,1.32833,1.33093,1.32615,1.3298,22396,1.3284,1.32838,1.3284,1.32838,1.3298,1.32833,True,False,True,False,BULLISH_ENGULFING,0.13084674387124776,-0.027823732892179535,-0.18649420965559013
2022-11-15,16:00:00,1.3258,1.33347,1.32528,1.32732,33060,1.3273,1.32583,1.3273,1.32583,1.32732,1.3258,True,False,True,False,BULLISH_ENGULFING,0.045957267275412064,0.0030135912967513487,0.3450562034776865
2022-11-16,04:00:00,1.32951,1.33063,1.32717,1.32736,12346,1.32748,1.32951,1.32951,1.32748,1.32951,1.32736,False,True,False,True,BEARISH_ENGULFING,-0.2629279170684662,0.3420323047251679,0.5898927193828354
2022-11-17,08:00:00,1.33521,1.33579,1.33045,1.33465,12786,1.33483,1.33519,1.33519,1.33483,1.33521,1.33465,False,True,False,True,BEARISH_ENGULFING,0.3424118682800873,-0.15584610197428989,-0.05469598771212659
2022-11-17,12:00:00,1.33461,1.3401,1.33433,1.33922,24111,1.33521,1.33465,1.33521,1.33465,1.33922,1.33461,True,False,True,False,BULLISH_ENGULFING,-0.46220934573857464,-0.5831752811338013,-0.21206373859412012
2022-11-17,16:00:00,1.3393,1.3397,1.33224,1.33303,21948,1.33461,1.33922,1.33922,1.33461,1.3393,1.33303,False,True,False,True,BEARISH_ENGULFING,-0.03450785053598981,-0.10127303961650994,0.5536259499036155
2022-11-21,00:00:00,1.33659,1.34168,1.33659,1.34077,5372,1.34042,1.33896,1.34042,1.33896,1.34077,1.33659,True,False,True,False,BULLISH_ENGULFING,0.03281696338671032,0.16855985739537196,0.15215137570202508
2022-11-21,16:00:00,1.34302,1.34948,1.3417,1.34502,22970,1.34383,1.34303,1.34383,1.34303,1.34502,1.34302,True,False,True,False,BULLISH_ENGULFING,0.007434833682769698,-0.13382700628987104,-0.4669075552779931
2022-11-22,00:00:00,1.34514,1.3454,1.342,1.34281,6098,1.34503,1.34512,1.34512,1.34503,1.34514,1.34281,False,True,False,True,BEARISH_ENGULFING,0.030532986796346577,-0.16458024590225312,-0.41033355426308454
2022-11-22,08:00:00,1.34324,1.34437,1.3394,1.34034,10792,1.34282,1.34322,1.34322,1.34282,1.34324,1.34034,False,True,False,True,BEARISH_ENGULFING,0.01939806317799416,-0.236507154901004,-0.12384917259799712
2022-11-22,16:00:00,1.3406,1.34185,1.3383,1.33874,14908,1.34036,1.3406,1.3406,1.34036,1.3406,1.33874,False,True,False,True,BEARISH_ENGULFING,-0.11727445209675301,0.05676979846720587,0.13146690171355033
2022-11-23,12:00:00,1.33864,1.34399,1.33864,1.34117,13325,1.33952,1.33868,1.33952,1.33868,1.34117,1.33864,True,False,True,False,BULLISH_ENGULFING,-0.04995638136850275,-0.522677960288402,-0.48539707867011755
2022-11-25,00:00:00,1.33343,1.33493,1.33322,1.33401,4466,1.33374,1.33371,1.33374,1.33371,1.33401,1.33343,True,False,True,False,BULLISH_ENGULFING,-0.11469179391457407,0.33133184908659535,0.9325267426780914
2022-11-25,04:00:00,1.33405,1.33408,1.33168,1.33248,5976,1.33343,1.33401,1.33401,1.33343,1.33405,1.33248,False,True,False,True,BEARISH_ENGULFING,0.291186359269924,0.4210194524495597,0.9988892891450477
2022-11-28,16:00:00,1.34439,1.34674,1.3422,1.34451,21369,1.34442,1.34439,1.34442,1.34439,1.34451,1.34439,True,False,True,False,BULLISH_ENGULFING,0.36890763177662145,-0.10487091951715743,1.1275483261559855
2022-11-30,04:00:00,1.3581,1.35862,1.35621,1.35756,5380,1.35767,1.35806,1.35806,1.35767,1.3581,1.35756,False,True,False,True,BEARISH_ENGULFING,-0.3329502931730516,-0.30274904976576045,-1.3060196234420594
2022-11-30,20:00:00,1.35348,1.35625,1.3415,1.34165,10383,1.35224,1.35345,1.35345,1.35224,1.35348,1.34165,False,True,False,True,BEARISH_ENGULFING,-0.0007453508739287826,0.05664666641822338,0.1088212275928906
2022-12-01,16:00:00,1.34339,1.34661,1.3409,1.34153,9768,1.34242,1.34314,1.34314,1.34242,1.34339,1.34153,False,True,False,True,BEARISH_ENGULFING,0.11777597221084413,0.17219145304242428,0.4353238466527075
2022-12-02,12:00:00,1.34335,1.35146,1.34222,1.34787,8536,1.34383,1.3434,1.34383,1.3434,1.34787,1.34335,True,False,True,False,BULLISH_ENGULFING,-0.03709556559608456,-0.5119188052260163,-0.41324460074041663
2022-12-07,04:00:00,1.36424,1.36559,1.36312,1.36497,5656,1.36476,1.36426,1.36476,1.36426,1.36497,1.36424,True,False,True,False,BULLISH_ENGULFING,0.2901162662915642,-0.12234701128962984,0.1831542085173994
