trade_date,trade_time,open,high,low,close,volume,sma,std,upper_band,lower_band,signal,forward_1,forward_3,forward_6
1971-04-13,00:00:00,357.62,357.62,357.62,357.62,1,357.507,0.049428310659825246,357.6058566213197,357.40814337868034,UPPER_BAND,-0.0111850567641688,-0.022370113528321706,-0.03635143448352873
1971-04-29,00:00:00,357.41,357.41,357.41,357.41,1,357.509,0.04411706913905657,357.5972341382781,357.4207658617219,LOWER_BAND,-0.00279790716545361,-0.00279790716545361,0.0
1971-04-30,00:00:00,357.4,357.4,357.4,357.4,1,357.5025,0.05003945811425196,357.6025789162285,357.4024210837715,LOWER_BAND,0.002797985450489018,0.0,-0.07274762171236455
1971-05-10,00:00:00,357.14,357.14,357.14,357.14,1,357.45799999999997,0.09725711988524202,357.6525142397704,357.2634857602295,LOWER_BAND,0.08400067200537924,0.09800078400627843,0.08400067200537924
1971-08-31,00:00:00,339.85,339.85,339.85,339.85,1,356.50300000000004,3.91975576575344,364.34251153150694,348.66348846849314,LOWER_BAND,0.34132705605413216,0.08533176401352467,-0.2295130204502073
1971-09-01,00:00:00,341.01,341.01,341.01,341.01,1,355.68399999999997,5.220184913038504,366.124369826077,345.24363017392295,LOWER_BAND,-0.5952904606902943,-0.35776076947889224,-0.6451423711914573
1971-09-02,00:00:00,338.98,338.98,338.98,338.98,1,354.76300000000003,6.394366023469699,367.55173204693943,341.97426795306063,LOWER_BAND,0.34220307982770903,0.12095108855978765,0.0
1971-10-01,00:00:00,333.39,333.39,333.39,333.39,1,337.592,1.6573396564473981,340.90667931289477,334.2773206871052,LOWER_BAND,-0.06598878190706693,-0.22196226641471223,-0.860853654878672
1971-10-04,00:00:00,333.17,333.17,333.17,333.17,1,337.2435,1.8183488027361503,340.8801976054723,333.6068023945277,LOWER_BAND,-0.00900441216196823,-0.1680823603565754,-0.5312603175556139
1971-10-12,00:00:00,330.52,330.52,330.52,330.52,1,335.506,2.416069883964643,340.33813976792925,330.6738602320707,LOWER_BAND,0.2662471257412548,0.018153213118722703,0.16640445358828856
1971-11-29,00:00:00,327.06,327.06,327.06,327.06,1,328.855,0.8114931007843418,330.4779862015687,327.23201379843135,LOWER_BAND,0.11618663242218413,-0.3240995535987288,-1.051794777716626
1971-12-02,00:00:00,326.0,326.0,326.0,326.0,1,328.4845,1.0338658927537285,330.5522317855075,326.41676821449255,LOWER_BAND,-0.27607361963189486,-0.7300613496932501,-0.8895705521472322
1971-12-03,00:00:00,325.1,325.1,325.1,325.1,1,328.196,1.1334223907168712,330.4628447814338,325.9291552185663,LOWER_BAND,0.4398646570285911,-0.4921562596124339,-0.7105505998154421
1971-12-07,00:00:00,323.62,323.62,323.62,323.62,1,327.78450000000004,1.5001595529140623,330.78481910582815,324.7841808941719,LOWER_BAND,-0.03708052654347833,-0.16068228168839435,-2.706878437673812
1971-12-08,00:00:00,323.5,323.5,323.5,323.5,1,327.5015,1.7414793318172437,330.9844586636345,324.01854133636556,LOWER_BAND,0.006182380216377684,-0.2194744976816011,-2.6398763523956785
1972-01-03,00:00:00,314.86,314.86,314.86,314.86,1,325.591,3.3575177234299427,332.3060354468599,318.87596455314014,LOWER_BAND,0.03176014736707295,-0.9051641999618949,-0.1238645747316224
1972-01-04,00:00:00,314.96,314.96,314.96,314.96,1,324.899,4.021840243887937,332.9426804877759,316.8553195122241,LOWER_BAND,-0.03175006350011617,-0.7810515621031178,-0.4699009398018673
1972-01-05,00:00:00,314.86,314.86,314.86,314.86,1,324.208,4.497161209847428,333.2023224196949,315.21367758030516,LOWER_BAND,-0.9051641999618949,-0.5939147557644682,-0.28266531156704133
1972-01-06,00:00:00,312.01,312.01,312.01,312.01,1,323.38849999999996,5.140404730122081,333.6693094602441,313.1076905397558,LOWER_BAND,0.15704624851767865,0.7884362680683429,0.3140924970353573
1972-02-02,00:00:00,308.55,308.55,308.55,308.55,1,312.068,1.463397632758715,314.99479526551744,309.1412047344825,LOWER_BAND,0.18473505104520924,-0.12315670069680618,-1.2510128018149453
1972-02-09,00:00:00,304.79,304.79,304.79,304.79,1,310.716,2.329446286134239,315.3748925722685,306.0571074277315,LOWER_BAND,-0.032809475376496186,-0.18373306210833762,-0.27559959316251575
1972-02-10,00:00:00,304.69,304.69,304.69,304.69,1,310.252,2.55999917762843,315.3719983552569,305.1320016447431,LOWER_BAND,0.0,-0.18051133939414205,-0.39384292231447987
1972-03-29,00:00:00,303.77,303.77,303.77,303.77,1,302.352,0.47792974597548443,303.3078594919509,301.39614050804903,UPPER_BAND,0.0,0.12180267965895401,0.365408038976862
1972-03-30,00:00:00,303.77,303.77,303.77,303.77,1,302.389,0.5555263033080918,303.5000526066162,301.27794739338384,UPPER_BAND,0.18105803733087908,0.3950357178128339,-0.18435000164598292
1972-03-31,00:00:00,304.32,304.32,304.32,304.32,1,302.472,0.7026685974751627,303.8773371949503,301.06666280504965,UPPER_BAND,-0.05914826498422938,0.27602523659307043,-0.7262092534174486
1972-04-03,00:00:00,304.14,304.14,304.14,304.14,1,302.5415,0.7943701576415255,304.13024031528306,300.9527596847169,UPPER_BAND,0.27290063786415497,0.24330900243309303,-0.6049845465903778
1972-04-04,00:00:00,304.97,304.97,304.97,304.97,1,302.67500000000007,0.9589550233588432,304.59291004671775,300.7570899532824,UPPER_BAND,0.0623012099550768,-0.5771059448470497,-0.8328688067678854
1972-04-05,00:00:00,305.16,305.16,305.16,305.16,1,302.832,1.093654424387847,305.01930884877567,300.6446911512243,UPPER_BAND,-0.09175514484205975,-0.9994756848866205,-0.8487350897889736
1972-05-30,00:00:00,305.34,305.34,305.34,305.34,1,304.3625,0.4153359451722903,305.1931718903446,303.5318281096554,UPPER_BAND,-0.2128774480906456,-0.3635291805855626,-0.30457850265276415
1972-06-20,00:00:00,303.4,303.4,303.4,303.4,1,304.293,0.3912880215048349,305.0755760430097,303.51042395699034,LOWER_BAND,-0.1516150296638034,-3.0586684245220743,-2.195121951219502
1972-06-21,00:00:00,302.94,302.94,302.94,302.94,1,304.2285,0.4948394210400337,305.2181788420801,303.2388211579199,LOWER_BAND,-0.28718558130322985,-1.4623357760612685,-0.722915428797781
1972-06-22,00:00:00,302.07,302.07,302.07,302.07,1,304.116,0.6901594018656771,305.49631880373136,302.7356811962686,LOWER_BAND,-2.6318403019167707,-1.1785347767073864,-0.3773959678220235
1972-06-23,00:00:00,294.12,294.12,294.12,294.12,1,303.60600000000005,2.336512020306307,308.2790240406127,298.9329759593874,LOWER_BAND,1.492588059295521,0.8907928736570123,2.284781721746216
1972-09-27,00:00:00,301.02,301.02,301.02,301.02,1,301.119,0.040249223363646836,301.1994984467273,301.03850155327274,LOWER_BAND,0.029898345624886,0.029898345624886,0.029898345624886
1972-10-06,00:00:00,300.93,300.93,300.93,300.93,1,301.101,0.04972556244333306,301.2004511248867,301.0015488751133,LOWER_BAND,0.0,0.029907287409023688,0.05981457481806626
1972-10-10,00:00:00,300.93,300.93,300.93,300.93,1,301.0875,0.05747997346699504,301.20245994693397,300.972540053066,LOWER_BAND,0.029907287409023688,0.05981457481806626,0.05981457481806626
1972-10-20,00:00:00,300.75,300.75,300.75,300.75,1,301.056,0.09416670538128112,301.2443334107625,300.86766658923744,LOWER_BAND,0.08977556109725081,0.029925187032410636,0.11970074812968036
1972-10-27,00:00:00,300.48,300.48,300.48,300.48,1,301.0155,0.16640075272540278,301.34830150545076,300.6826984945492,LOWER_BAND,0.17971246006388564,0.17971246006388564,0.17971246006388564
1972-11-03,00:00:00,299.94,299.94,299.94,299.94,1,300.92549999999994,0.2912310531123911,301.50796210622474,300.34303789377515,LOWER_BAND,0.3600720144028753,0.3600720144028753,0.3600720144028753
1973-01-02,00:00:00,301.39,301.39,301.39,301.39,1,301.1175,0.07369031916945654,301.2648806383389,300.9701193616611,UPPER_BAND,0.013271840472484312,-0.029861641063066123,0.14930820531536834
1973-01-03,00:00:00,301.43,301.43,301.43,301.43,1,301.1335,0.10147724651550766,301.33645449303106,300.930545506969,UPPER_BAND,-0.0763029559101676,0.2587665461301041,0.01658759911090846
1973-01-08,00:00:00,302.21,302.21,302.21,302.21,1,301.207,0.2579902078566739,301.7229804157133,300.69101958428666,UPPER_BAND,-0.04632540286555255,-0.24155388637039193,-0.0926508057311051
1973-01-09,00:00:00,302.07,302.07,302.07,302.07,1,301.255,0.3206818393467723,301.89636367869355,300.61363632130644,UPPER_BAND,-0.07614129175357308,-0.13573012877808724,0.013241963783235826
1973-01-19,00:00:00,302.57,302.57,302.57,302.57,1,301.584,0.4675512918475361,302.5191025836951,300.6488974163049,UPPER_BAND,-0.029745182932866772,-0.15203093499024345,-0.30075684965461486
1973-02-01,00:00:00,300.93,300.93,300.93,300.93,1,301.8125,0.4103897377181738,302.6332794754363,300.9917205245637,LOWER_BAND,-0.4486093111354876,-0.3588874489083787,-2.5487654936363993
1973-02-02,00:00:00,299.58,299.58,299.58,299.58,1,301.7265,0.6396320899615198,303.005764179923,300.44723582007697,LOWER_BAND,0.39054676547166567,0.09012617664731913,-10.98537953134387
1973-02-06,00:00:00,299.85,299.85,299.85,299.85,1,301.5425,0.7684356973974653,303.079371394795,300.00562860520506,LOWER_BAND,0.0,-2.1977655494413977,-12.28280807070203
1973-02-08,00:00:00,299.4,299.4,299.4,299.4,1,301.33900000000006,0.966643133400513,303.2722862668011,299.40571373319904,LOWER_BAND,-2.050768203072808,-11.169004676018703,-11.169004676018703
