trade_date,trade_time,open,high,low,close,volume,prev_20_high,prev_20_low,signal,forward_1,forward_3,forward_6
2023-03-29,09:00:00,3999.03,4010.03,3994.29,4009.29,2313,4004.09,3906.09,BULLISH_20_BAR_BREAKOUT,0.1247103601884623,0.4539457110859982,0.8465339249592835
2023-03-29,13:00:00,4009.16,4016.29,4001.53,4014.29,2273,4010.03,3906.09,BULLISH_20_BAR_BREAKOUT,-0.10113868205834521,0.27252639943800905,1.0263334238433153
2023-03-29,21:00:00,4009.99,4030.99,4006.99,4027.49,2356,4018.99,3906.09,BULLISH_20_BAR_BREAKOUT,-0.056114354101432,0.39081412989232095,0.6564882842663807
2023-03-30,05:00:00,4025.23,4036.23,4023.23,4036.23,1506,4030.99,3948.83,BULLISH_20_BAR_BREAKOUT,0.17342916533497843,0.029730714057420365,0.5004670199666476
2023-03-30,09:00:00,4035.73,4044.49,4031.99,4043.23,2602,4036.23,3950.79,BULLISH_20_BAR_BREAKOUT,0.3032229183103549,0.2646399042349759,0.3329021599068081
2023-03-30,13:00:00,4043.49,4056.23,4043.23,4055.49,2910,4044.49,3950.79,BULLISH_20_BAR_BREAKOUT,-0.4453222668530793,0.15287918352653498,0.33781367972798043
2023-03-31,01:00:00,4049.43,4064.19,4048.43,4061.69,1481,4056.99,3950.79,BULLISH_20_BAR_BREAKOUT,-0.12950274393171854,0.18465220142354538,0.8346279504344273
2023-03-31,13:00:00,4057.19,4071.93,4053.93,4069.19,3013,4064.19,3950.79,BULLISH_20_BAR_BREAKOUT,0.4226885448946797,0.6487777665825408,1.177138447700896
2023-03-31,17:00:00,4069.93,4092.13,4068.19,4086.39,2821,4071.93,3950.79,BULLISH_20_BAR_BREAKOUT,0.6362584090113879,0.2187750067908363,0.5001969953920221
2023-03-31,21:00:00,4086.63,4112.89,4084.63,4112.39,2270,4092.13,3950.79,BULLISH_20_BAR_BREAKOUT,-0.40852156531846884,-0.21398748659539052,0.2781837325739922
2023-04-03,13:00:00,4103.46,4121.33,4098.09,4117.09,2356,4112.89,3985.03,BULLISH_20_BAR_BREAKOUT,-0.2492051424671362,0.08501150084161385,0.20014136198139415
2023-04-04,09:00:00,4121.33,4138.33,4119.09,4137.09,2006,4128.33,4021.99,BULLISH_20_BAR_BREAKOUT,-0.28425777539285385,-0.8281183150475386,-1.1544346388403495
2023-04-11,09:00:00,4114.59,4121.83,4111.09,4121.09,1920,4119.21,4069.23,BULLISH_20_BAR_BREAKOUT,-0.3096268220300993,-0.22955091978093262,-0.08638491272940896
2023-04-14,13:00:00,4139.53,4162.79,4136.03,4157.16,3588,4150.79,4083.59,BULLISH_20_BAR_BREAKOUT,-0.8436047686401222,-0.29034244532324255,-0.4529534586111655
2023-04-18,09:00:00,4151.83,4167.59,4151.09,4165.59,1814,4162.79,4083.59,BULLISH_20_BAR_BREAKOUT,-0.16228193365166083,-0.27607133683343776,-0.8584618265359821
2023-04-25,17:00:00,4112.53,4118.79,4078.69,4079.93,3934,4148.59,4109.79,BEARISH_20_BAR_BREAKOUT,0.17475790025809534,0.3284370074976799,-0.4068697257060761
2023-04-26,17:00:00,4078.59,4089.59,4060.83,4063.33,4710,4142.29,4068.09,BEARISH_20_BAR_BREAKOUT,0.02461035653023505,0.1845776739767629,1.3806410013461956
2023-04-28,17:00:00,4135.69,4167.03,4134.53,4161.03,5027,4147.43,4048.83,BULLISH_20_BAR_BREAKOUT,0.282622331490045,0.31242264535463576,0.4941084298839567
2023-04-28,21:00:00,4161.29,4174.79,4152.79,4172.79,2804,4167.03,4048.83,BULLISH_20_BAR_BREAKOUT,-0.11407235926083552,-0.03594717203597593,-0.29237033255926653
2023-05-01,17:00:00,4171.03,4187.59,4166.83,4181.59,4256,4179.03,4048.83,BULLISH_20_BAR_BREAKOUT,-0.5022013157674473,-0.35871522554817664,-1.5056473733675475
2023-05-03,21:00:00,4132.26,4149.63,4078.13,4079.51,9933,4187.59,4088.13,BEARISH_20_BAR_BREAKOUT,0.1916896882223529,0.13678113302822956,-0.4571627474868327
