trade_date,trade_time,open,high,low,close,volume,prev_high,prev_low,signal,forward_1,forward_3,forward_6
2023-03-21,05:00:00,12570.64,12584.89,12561.64,12573.64,4115,12611.39,12551.39,BULLISH_INSIDEBAR,0.1511097820519754,0.66607601299226,1.3504442627592417
2023-03-22,01:00:00,12740.44,12761.19,12732.94,12759.69,4091,12771.39,12655.89,BULLISH_INSIDEBAR,-0.12735419120683966,-0.01175577149601597,-1.1528493247093021
2023-03-23,01:00:00,12586.09,12614.84,12579.59,12612.59,5630,12955.19,12550.99,BULLISH_INSIDEBAR,0.3805721108828559,1.2586629708886121,0.8741265671840597
2023-03-24,01:00:00,12745.34,12745.84,12697.09,12722.84,5364,12786.74,12607.99,BEARISH_INSIDEBAR,0.1827422179324742,-0.19060209827365587,0.563946414479786
2023-03-27,13:00:00,12800.09,12846.84,12763.59,12813.84,9319,12847.34,12731.34,BULLISH_INSIDEBAR,-0.9957982930955933,-1.035208805479073,-1.8956066253363522
2023-03-27,21:00:00,12686.99,12750.49,12656.99,12692.84,7283,12829.59,12646.99,BULLISH_INSIDEBAR,-0.09178402942130869,-0.3596515830972394,-0.4853129796011008
2023-03-28,01:00:00,12689.69,12708.69,12680.94,12681.19,3957,12750.49,12656.99,BEARISH_INSIDEBAR,0.0571712907069447,-0.8693979035090554,-0.12025685286633195
2023-03-30,01:00:00,12843.99,12855.99,12818.99,12835.24,4090,12877.44,12782.19,BEARISH_INSIDEBAR,0.278530046964451,1.0576350734384399,1.3957666549281482
2023-03-30,21:00:00,12918.24,12984.04,12913.74,12974.54,5986,12998.99,12897.99,BULLISH_INSIDEBAR,0.30713998338282933,-0.05318107616918562,1.6836820419066794
2023-03-31,05:00:00,13014.14,13022.64,12993.24,12997.14,3972,13025.14,12959.64,BEARISH_INSIDEBAR,-0.22697301098549374,0.9105849440723142,0.907892043941975
2023-04-03,05:00:00,13103.49,13125.14,13098.24,13115.14,4323,13156.74,13091.74,BULLISH_INSIDEBAR,-0.05070475801249271,-0.3861948862154704,0.11322791826850773
2023-04-04,01:00:00,13139.99,13145.74,13123.74,13124.74,3839,13167.24,13049.99,BEARISH_INSIDEBAR,0.04000079239664938,0.3341018564939219,-0.09143038262091288
2023-04-05,21:00:00,12946.74,12981.49,12930.99,12960.99,6130,13053.49,12895.24,BULLISH_INSIDEBAR,-0.30746108129086097,-0.4656280114404869,0.7167662346780581
2023-04-06,05:00:00,12920.89,12926.64,12909.14,12919.89,3548,12958.39,12908.89,BEARISH_INSIDEBAR,-0.14899507658346936,1.085535557965277,1.038708533896192
2023-04-07,05:00:00,13047.74,13057.59,13046.49,13054.09,1919,13063.49,13044.09,BULLISH_INSIDEBAR,0.06702880093518583,-0.11835371136556226,-1.3133814766100183
2023-04-10,17:00:00,12880.14,13033.39,12868.39,13021.64,11622,13060.39,12864.64,BULLISH_INSIDEBAR,0.3194682083055619,0.28529432544596117,0.0011519286357283352
2023-04-12,05:00:00,12977.49,12984.99,12970.99,12978.24,3011,12996.99,12967.49,BULLISH_INSIDEBAR,0.09438876149616589,-0.08090465271099934,-0.8344737036763018
