trade_date,trade_time,open,high,low,close,volume,rsi,recent_low,recent_high,distance_to_recent_low_pct,distance_to_recent_high_pct,signal,forward_1,forward_3,forward_6
1994-05-23,00:00:00,0.5879,0.5897,0.5875,0.5887,361,85.7843137254905,0.5768,0.5879,2.0631067961165086,0.1360775642116045,DOUBLE_TOP_BEARISH,-0.13589264481060354,0.033973161202646165,0.7983692882622792
1994-06-01,00:00:00,0.5935,0.5954,0.5923,0.5945,521,83.50000000000054,0.5845,0.5953,1.7108639863130894,-0.13438602385352308,DOUBLE_TOP_BEARISH,0.0336417157274984,-0.3868797308662876,-1.0597140454163303
1994-06-02,00:00:00,0.5945,0.5948,0.5923,0.5947,481,81.86813186813242,0.5856,0.5954,1.5539617486338793,-0.11756802149815819,DOUBLE_TOP_BEARISH,-0.16815200941651268,-0.5549016310744862,-0.8575752480242128
1994-10-19,00:00:00,0.6108,0.6127,0.6107,0.6126,221,83.3333333333336,0.6023,0.6129,1.7101112402457392,-0.048947626040131656,DOUBLE_TOP_BEARISH,-0.09794319294809745,0.048971596474039654,0.2938295788442561
1994-10-20,00:00:00,0.6117,0.6136,0.6115,0.612,391,84.50704225352126,0.6033,0.6129,1.44206862257584,-0.1468428781204131,DOUBLE_TOP_BEARISH,0.09803921568628186,0.049019607843131856,0.4084967320261533
1994-10-24,00:00:00,0.6125,0.6133,0.6101,0.6129,601,84.17266187050365,0.6033,0.6136,1.5912481352561003,-0.11408083441982299,DOUBLE_TOP_BEARISH,-0.09789525208028145,0.24473813020067645,0.42421275901452876
1994-10-26,00:00:00,0.6122,0.6144,0.6113,0.6141,431,81.81818181818176,0.6043,0.6136,1.6217110706602735,0.08148631029986064,DOUBLE_TOP_BEARISH,0.04885197850512408,0.3419638495359047,0.21169190685555575
1994-10-27,00:00:00,0.6133,0.6156,0.6126,0.6144,491,81.33333333333319,0.6044,0.6144,1.6545334215750989,0.0,DOUBLE_TOP_BEARISH,0.016276041666682946,0.17903645833334977,0.7812500000000043
1994-10-31,00:00:00,0.6151,0.6168,0.6151,0.6162,231,90.14084507042213,0.6087,0.6161,1.232134056185305,0.01623113130985051,DOUBLE_TOP_BEARISH,-0.11359948068807577,-0.12982797792924747,0.8114248620577743
1994-11-02,00:00:00,0.6145,0.6173,0.6145,0.6161,401,85.90604026845635,0.6101,0.6168,0.9834453368300288,-0.11348897535668513,DOUBLE_TOP_BEARISH,-0.1136179191689716,0.697938646323644,0.8115565654926157
1994-11-07,00:00:00,0.619,0.6208,0.6187,0.6204,281,82.06896551724114,0.6101,0.6199,1.6882478282248772,0.08065817067268026,DOUBLE_TOP_BEARISH,0.1289490651192816,0.11283043197937363,-0.2095422308188214
1994-11-08,00:00:00,0.6201,0.6241,0.62,0.6212,711,81.15942028985478,0.6113,0.6208,1.6194994274497005,0.06443298969071455,DOUBLE_TOP_BEARISH,0.5956213779781128,-0.1609787508048939,-0.1609787508048939
1994-11-09,00:00:00,0.6211,0.6257,0.6207,0.6249,621,88.16568047337279,0.6113,0.6241,2.224766890233937,0.1281845858035608,DOUBLE_TOP_BEARISH,-0.6080972955672949,-0.9121459433509423,-0.3520563290126388
1994-12-05,00:00:00,0.6308,0.6313,0.6295,0.6312,321,81.3471502590672,0.6198,0.6313,1.8393030009680487,-0.015840329478851414,DOUBLE_TOP_BEARISH,0.2693282636248471,0.5069708491761693,1.0456273764258637
1994-12-08,00:00:00,0.6339,0.6345,0.6317,0.6344,511,80.11049723756881,0.6198,0.6352,2.355598580187148,-0.12594458438287515,DOUBLE_TOP_BEARISH,0.1733921815889013,0.5359394703657109,0.9615384615384607
1994-12-09,00:00:00,0.6329,0.6357,0.6324,0.6355,401,81.67539267015724,0.6198,0.6352,2.5330751855437135,0.04722921914357163,DOUBLE_TOP_BEARISH,-0.0944138473642697,0.6923682140047319,0.6608969315499752
1994-12-12,00:00:00,0.6349,0.6357,0.6332,0.6349,501,80.41237113402092,0.62,0.6357,2.4032258064516165,-0.12584552461853435,DOUBLE_TOP_BEARISH,0.45676484485746,0.9765317372814589,0.48826586864072946
1994-12-14,00:00:00,0.638,0.6403,0.6368,0.6399,511,95.77464788732439,0.626,0.6393,2.2204472843450516,0.09385265133740732,DOUBLE_TOP_BEARISH,0.18752930145334878,-0.03125488357555524,-0.6563525550867294
1994-12-15,00:00:00,0.6404,0.6425,0.6398,0.6411,471,95.94594594594635,0.6284,0.6403,2.021005728835144,0.12494143370295532,DOUBLE_TOP_BEARISH,-0.09358914365934252,-0.48354390890656557,-0.7331149586648007
