trade_date,trade_time,open,high,low,close,volume,candle_range,body_size,upper_wick,lower_wick,body_to_range,signal,forward_1,forward_3,forward_6
2022-10-24,12:00:00,1.37303,1.37541,1.36835,1.37152,17723,0.007060000000000066,0.0015099999999999003,0.0023800000000000487,0.003170000000000117,0.2138810198300122,BULLISH_PINBAR,0.005103826411573619,-0.20561129258049787,-0.06853709752684342
2022-10-24,16:00:00,1.37149,1.37741,1.36869,1.37159,31487,0.008720000000000061,9.999999999998899e-05,0.005819999999999936,0.0028000000000001357,0.011467889908255537,BEARISH_PINBAR,-0.0823861357986042,-0.08165705495082422,-0.5861810016112721
2022-10-24,20:00:00,1.37157,1.37432,1.37036,1.37046,11237,0.0039599999999999635,0.0011099999999999444,0.00275000000000003,9.999999999998899e-05,0.28030303030301884,BEARISH_PINBAR,-0.12842403280650175,0.1050742086598577,-0.7180070925090898
2022-10-25,12:00:00,1.37193,1.37479,1.37043,1.37058,13849,0.0043599999999999195,0.0013500000000001844,0.0028599999999998627,0.00014999999999987246,0.3096330275229838,BEARISH_PINBAR,-0.512921536867594,-0.512921536867594,-1.0214653650279455
2022-10-26,16:00:00,1.35661,1.36511,1.35329,1.3562,21259,0.011819999999999942,0.00041000000000002146,0.008499999999999952,0.002909999999999968,0.034686971235196574,BEARISH_PINBAR,-0.05382686919334312,-0.10691638401416999,-0.16885415130512646
2022-10-26,20:00:00,1.35623,1.35806,1.35472,1.35547,14167,0.0033400000000001207,0.0007600000000000939,0.0018299999999999983,0.0007500000000000284,0.22754491017966064,BEARISH_PINBAR,0.08557917180019108,0.1763226039676359,0.07672615402776542
2022-10-27,12:00:00,1.35785,1.36262,1.35761,1.35805,17499,0.005009999999999959,0.00019999999999997797,0.004569999999999963,0.00024000000000001798,0.039920159680634656,BEARISH_PINBAR,-0.30484886418026086,-0.1450609329553424,0.268767718419788
2022-10-28,00:00:00,1.35606,1.35692,1.35553,1.35608,5573,0.0013900000000000023,1.999999999990898e-05,0.0008399999999999519,0.0005300000000001415,0.014388489208567588,BEARISH_PINBAR,-0.19025426228541287,0.4144298271488377,0.40410595245119396
2022-10-28,16:00:00,1.36163,1.36344,1.35901,1.36222,20105,0.004429999999999934,0.0005900000000000905,0.0012199999999999989,0.0026199999999998447,0.13318284424381474,BULLISH_PINBAR,-0.11892352189807481,-0.050652611178816885,0.15783060004992558
2022-10-31,00:00:00,1.36132,1.36188,1.35931,1.36156,4873,0.002569999999999961,0.00024000000000001798,0.00031999999999987594,0.0020100000000000673,0.09338521400779051,BULLISH_PINBAR,-0.0022033549751899685,0.4414054466934875,0.0022033549751736604
2022-10-31,04:00:00,1.36157,1.36295,1.3607,1.36153,7298,0.0022500000000000853,4.0000000000040004e-05,0.0013800000000001589,0.0008299999999998864,0.017777777777794882,BEARISH_PINBAR,0.2306229021762387,0.20858886693647408,-0.23209183785886686
2022-11-02,00:00:00,1.36224,1.36351,1.36114,1.36166,5080,0.0023699999999999832,0.0005799999999998029,0.0012700000000001044,0.000520000000000076,0.24472573839654305,BEARISH_PINBAR,-0.09033091961283024,-0.11309724894614638,0.6631611415478071
2022-11-02,12:00:00,1.35919,1.36303,1.35862,1.36012,15627,0.004410000000000025,0.0009300000000000974,0.002909999999999968,0.0005699999999999594,0.21088435374151748,BEARISH_PINBAR,0.2521836308561042,0.7771373114136965,1.4248742757991908
2022-11-03,00:00:00,1.3711,1.37239,1.36897,1.37069,5672,0.0034199999999999786,0.00041000000000002146,0.0012900000000000134,0.0017199999999999438,0.11988304093567954,BULLISH_PINBAR,-0.13132072168032333,0.642741976668684,0.23272950120012742
2022-11-04,16:00:00,1.35193,1.35712,1.3469,1.35154,26473,0.010220000000000118,0.0003900000000001125,0.005190000000000028,0.0046399999999999775,0.03816046966732955,BEARISH_PINBAR,-0.26118353877798905,0.08286843156695399,-0.13910058155880564
2022-11-07,00:00:00,1.35287,1.35443,1.34978,1.35273,10035,0.004650000000000043,0.000140000000000029,0.0015600000000000058,0.002950000000000008,0.030107526881726385,BULLISH_PINBAR,-0.005174720749892033,-0.30678701588639995,-0.2010748634243386
2022-11-07,04:00:00,1.35271,1.35393,1.35079,1.35266,9223,0.0031400000000001427,5.0000000000105516e-05,0.0012199999999999989,0.0018700000000000383,0.01592356687901377,BULLISH_PINBAR,-0.2816672334511162,-0.2217852231898549,-0.039921340174174216
2022-11-07,12:00:00,1.34885,1.3498,1.34652,1.34858,20442,0.0032800000000001717,0.0002700000000002145,0.0009500000000000064,0.0020599999999999508,0.0823170731707928,BULLISH_PINBAR,0.08008423675274674,0.10603746162630638,0.07118598822465645
2022-11-07,16:00:00,1.3486,1.3527,1.34799,1.34966,24362,0.004709999999999992,0.001060000000000061,0.0030399999999999316,0.0006099999999999994,0.22505307855627657,BEARISH_PINBAR,-0.047419350058531325,0.18226812678748028,-0.7224041610479786
2022-11-08,00:00:00,1.34929,1.35038,1.34754,1.35001,7698,0.0028399999999999537,0.0007199999999998319,0.00036999999999998145,0.0017500000000001403,0.2535211267605083,BULLISH_PINBAR,0.15629513855453342,-0.034814556929205744,-0.4074043895971022
