trade_date,trade_time,open,high,low,close,volume,prev_daily_high,prev_daily_low,signal,forward_1,forward_3,forward_6
2023-03-17,09:00:00,3963.83,3975.83,3960.09,3965.21,4317,3966.59,3937.83,BEARISH_SWEEP,-0.4887509110488501,-1.2433137210891776,-1.3285551080522806
2023-03-17,13:00:00,3965.09,3965.83,3923.59,3945.83,6321,3966.59,3937.83,BULLISH_SWEEP,-0.48912396124515567,-0.4288071204284035,-0.38775111953631375
2023-03-20,09:00:00,3912.29,3914.29,3864.91,3912.53,8368,3975.83,3900.03,BULLISH_SWEEP,0.4600603701441267,1.0877871862963338,1.560627011166686
2023-03-21,05:00:00,3958.83,3961.59,3953.09,3955.33,2021,3957.09,3864.91,BEARISH_SWEEP,0.46165553822311206,0.5814938323730258,1.245408094899799
2023-03-22,17:00:00,4001.59,4014.13,3988.39,4000.51,4630,4010.33,3950.09,BEARISH_SWEEP,-1.5468027826452153,-1.015370540256126,-0.9543783167646197
2023-03-22,21:00:00,4001.63,4040.13,3932.63,3938.63,10995,4010.33,3950.09,BEARISH_SWEEP,0.24450126059061425,0.4382234431769362,0.4559961204784414
2023-03-23,21:00:00,3962.46,3967.83,3917.09,3956.59,8062,4040.13,3932.63,BULLISH_SWEEP,-0.24667706282430624,-0.9604229905044495,0.5899019104835146
2023-03-24,13:00:00,3918.33,3932.59,3906.09,3929.59,7727,4007.69,3917.09,BULLISH_SWEEP,0.5277904310627771,1.39963711226871,1.6795645347224517
2023-03-24,17:00:00,3929.09,3958.59,3913.33,3950.33,10110,4007.69,3917.09,BULLISH_SWEEP,0.7493044884857697,1.0758594851569363,0.8277789450501674
2023-03-28,13:00:00,3973.43,3979.93,3964.43,3969.43,3193,4004.09,3967.83,BULLISH_SWEEP,-0.44439629871291025,0.4181960634146556,1.1301370725771742
2023-03-28,21:00:00,3951.29,3977.29,3951.03,3976.53,2590,4004.09,3967.83,BULLISH_SWEEP,0.23890175605364472,0.8238338450860364,1.2815193145782775
2023-03-31,05:00:00,4061.93,4063.93,4054.93,4056.43,1419,4056.99,4021.99,BEARISH_SWEEP,0.006409576893973723,0.7385804759357375,0.9589713122129581
2023-03-31,09:00:00,4056.19,4058.69,4048.43,4056.69,2451,4056.99,4021.99,BEARISH_SWEEP,0.30813298526631316,1.3730405823466982,1.1561149607192094
2023-04-03,17:00:00,4117.59,4128.33,4098.59,4106.83,4328,4112.89,4048.43,BEARISH_SWEEP,0.4139445752563413,0.3652452134614776,-0.17044776628202288
2023-04-04,13:00:00,4136.59,4142.33,4119.33,4125.33,2322,4128.33,4093.59,BEARISH_SWEEP,-0.6181323675924109,-0.6118298414914632,-0.745152509011395
2023-04-04,17:00:00,4125.09,4133.83,4085.59,4099.83,5707,4128.33,4093.59,BEARISH_SWEEP,0.07317376574150636,-0.03024515650648397,-0.38050358185583083
2023-04-04,21:00:00,4099.59,4103.33,4087.83,4102.83,2605,4128.33,4093.59,BULLISH_SWEEP,-0.06678317161568434,-0.32904117401890887,-0.37388826736667485
