trade_date,trade_time,open,high,low,close,volume,prev_daily_high,prev_daily_low,rsi,distance_to_low_pct,distance_to_high_pct,signal,forward_1,forward_3,forward_6
2025-02-18,05:00:00,22173.74,22220.37,22166.74,22215.62,5259,22198.49,22110.99,81.59403669724796,0.4732035969443131,0.07716741093649784,BEARISH,-0.07148123707552335,-0.6098411838157097,-0.1564214728195747
2025-02-25,05:00:00,21374.12,21380.99,21345.74,21357.99,6089,21746.49,21340.88,18.186426256811444,0.08017476317752867,-1.7864951999150207,BULLISH,-0.5899431547631588,-1.0389086238920564,-0.6701005103944829
2025-03-11,01:00:00,19425.36,19432.24,19115.11,19227.74,10754,20127.11,19241.55,17.800063147449237,-0.0717717647486698,-4.468450761187269,BULLISH,1.1506812553113366,1.381441604681564,1.1428800264617682
2025-03-25,13:00:00,20141.49,20246.49,20119.36,20214.86,11554,20204.34,19853.49,82.6749954069446,1.8201837561053444,0.052068021029147385,BEARISH,-0.027850798867768655,0.4625310291538007,-0.49839573462294573
2025-03-25,17:00:00,20213.61,20290.79,20171.11,20209.23,14193,20204.34,19853.49,87.43063229347527,1.7918260215206392,0.024202720801567476,BEARISH,0.47042861108513145,0.23880177522845766,-1.590906729251923
2025-03-26,01:00:00,20312.99,20334.24,20301.74,20308.36,5741,20316.12,20091.86,96.36609863446537,1.0775508091336492,-0.03819626976016287,BEARISH,-0.2504879763801655,-0.9565026422616104,-2.0488606662477924
2025-04-25,01:00:00,19258.24,19353.36,19241.11,19297.99,8570,19305.08,18482.99,81.24055737169869,4.409459724860533,-0.03672608453319098,BEARISH,0.00450824153188483,-0.7778012114215116,0.11918339682008333
2025-06-04,13:00:00,21697.37,21753.37,21616.62,21711.98,11351,21717.44,21359.12,82.95247598852484,1.6520343534752395,-0.025141084768734834,BEARISH,0.1614316151728183,0.027127880552577047,-0.12486194257732636
2025-06-25,05:00:00,22179.02,22214.77,22172.89,22205.02,4958,22222.22,21868.64,80.56275991593262,1.5381843589724877,-0.07740000774000404,BEARISH,-0.006214810885110748,-0.06710194361455858,0.39292916646776266
2025-06-25,09:00:00,22204.89,22232.14,22184.52,22203.64,7608,22222.22,21868.64,94.74133964372575,1.5318739528384024,-0.0836100083610087,BEARISH,0.43686530676952073,0.1912749441082686,0.5770675438801972
2025-06-30,01:00:00,22568.14,22627.27,22540.39,22604.02,7999,22602.79,22381.11,92.85743870112695,0.9959738368651057,0.005441806077920308,BEARISH,0.23721444238679218,0.02154484025407419,0.426340093487791
