trade_date,trade_time,open,high,low,close,volume,prev_high,prev_low,signal,forward_1,forward_3,forward_6
1993-05-21,00:00:00,1.5548,1.5592,1.539,1.5425,2811,1.5603,1.5383,BEARISH_INSIDEBAR,-0.388978930307942,0.30470016207454953,1.1993517017828175
1993-05-31,00:00:00,1.5605,1.563,1.556,1.561,1351,1.568,1.5535,BULLISH_INSIDEBAR,-0.352338244714916,-0.6982703395259392,-2.594490711082638
1993-06-03,00:00:00,1.5403,1.5501,1.537,1.5501,1641,1.556,1.5364,BULLISH_INSIDEBAR,-2.6836978259467186,-1.9095542223082427,-1.8450422553383625
1993-06-08,00:00:00,1.5253,1.5265,1.5135,1.5205,2121,1.5268,1.506,BEARISH_INSIDEBAR,-0.34856954949029006,0.06576783952647892,-0.940480105228542
1993-06-14,00:00:00,1.519,1.533,1.519,1.5285,1851,1.5405,1.5185,BULLISH_INSIDEBAR,-0.7850834151128564,-0.9486424599280313,-3.3169774288518132
1993-06-17,00:00:00,1.5055,1.5187,1.4985,1.514,3191,1.52,1.498,BULLISH_INSIDEBAR,-1.0898282694848058,-2.39101717305152,-2.496697490092474
1993-07-26,00:00:00,1.504,1.5058,1.494,1.5015,2111,1.513,1.4915,BEARISH_INSIDEBAR,-0.779220779220782,-1.431901431901437,-0.09990009990010368
1993-08-04,00:00:00,1.5,1.5055,1.4975,1.501,1501,1.5095,1.494,BULLISH_INSIDEBAR,-0.3064623584277107,-0.6662225183211051,-2.398401065956017
1993-08-09,00:00:00,1.497,1.499,1.489,1.491,1401,1.4995,1.485,BEARISH_INSIDEBAR,-1.6230717639168342,-1.7437961099932946,-0.2012072434607722
1993-08-11,00:00:00,1.4668,1.4795,1.4668,1.4725,1971,1.4918,1.465,BULLISH_INSIDEBAR,-0.5093378607809739,1.2563667232597746,2.173174872665537
1993-08-27,00:00:00,1.509,1.5155,1.4959,1.503,3321,1.5163,1.4805,BEARISH_INSIDEBAR,-0.6187624750498912,0.033266799733876716,1.5834996673320056
1993-09-02,00:00:00,1.5015,1.5082,1.4925,1.5037,2921,1.509,1.4855,BULLISH_INSIDEBAR,1.7490190862539063,2.3342422025669953,3.2453281904635203
1993-09-08,00:00:00,1.5378,1.546,1.531,1.5418,2601,1.5465,1.5238,BULLISH_INSIDEBAR,0.45401478791022803,0.20754961733038457,-0.7004799584900858
