trade_date,trade_time,open,high,low,close,volume,recent_low,recent_high,distance_to_recent_low_pct,distance_to_recent_high_pct,signal,forward_1,forward_3,forward_6
2023-03-22,01:00:00,12740.44,12761.19,12732.94,12759.69,4091,12402.09,12771.39,2.883384977854542,-0.09161101493258689,DOUBLE_TOP_BEARISH,-0.12735419120683966,-0.01175577149601597,-1.1528493247093021
2023-03-22,13:00:00,12713.19,12770.44,12708.19,12758.19,7852,12510.09,12771.39,1.9831991616367297,-0.10335601684702221,DOUBLE_TOP_BEARISH,0.3045102792794304,-1.141227713335515,0.10307104691182398
2023-03-22,21:00:00,12803.19,12955.19,12550.99,12572.24,24663,12561.64,12819.44,0.08438388618046978,-1.928321361931572,DOUBLE_BOTTOM_BULLISH,0.32094519353751094,1.0845322710988683,1.3820130700654776
2023-03-29,17:00:00,12807.44,12823.19,12741.94,12795.19,11422,12513.84,12813.44,2.2483106704257074,-0.14242857499625394,DOUBLE_TOP_BEARISH,0.4024950000742466,0.5924101166141282,0.9655972283334541
2023-03-30,05:00:00,12835.49,12870.99,12823.49,12870.99,4321,12513.84,12877.44,2.8540400069043526,-0.05008759504995347,DOUBLE_TOP_BEARISH,0.18258113789226782,0.37098933337684203,0.980111087025937
2023-03-30,09:00:00,12869.99,12898.74,12862.24,12894.49,6240,12513.84,12877.44,3.041832083517127,0.13240209234132927,DOUBLE_TOP_BEARISH,0.5932766631328575,0.6208078024024299,0.5672965739629845
2023-03-31,01:00:00,12962.39,13025.14,12959.64,13014.39,4300,12686.44,12998.99,2.585043558318952,0.11847074272693214,DOUBLE_TOP_BEARISH,-0.13254558992008078,0.09681590915901832,0.6923105885101059
2023-03-31,13:00:00,12967.89,13039.24,12943.64,13026.99,8350,12782.19,13025.14,1.9151647722338603,0.01420330222938382,DOUBLE_TOP_BEARISH,0.67935877743055,0.5949187033996342,0.7031555255665382
2023-04-06,09:00:00,12919.64,12969.89,12894.64,12900.64,5981,12895.24,13213.99,0.04187591700503159,-2.3713503642730194,DOUBLE_BOTTOM_BULLISH,-0.18991305857693883,1.1879255602822805,1.2573019633134537
2023-04-06,13:00:00,12900.89,12961.79,12845.64,12876.14,8977,12894.64,13136.49,-0.14347046524757573,-1.9818840496966874,DOUBLE_BOTTOM_BULLISH,1.428999684688113,1.3307559563658082,1.5586969386788334
2023-04-07,09:00:00,13054.34,13068.84,13046.84,13062.84,2403,12845.64,13081.14,1.6908460769568565,-0.13989606410449912,DOUBLE_TOP_BEARISH,0.10717424388570938,-0.305829360231012,-0.3153984891493789
2023-04-07,13:00:00,13063.09,13081.34,13016.19,13076.84,4179,12845.64,13081.14,1.7998324723408157,-0.03287175276771957,DOUBLE_TOP_BEARISH,-0.2921195028768474,-0.20608954456887693,-0.10400066071008257
2023-04-11,09:00:00,13059.79,13106.79,13049.79,13105.79,5834,12864.64,13098.89,1.874518058803056,0.052676219130029005,DOUBLE_TOP_BEARISH,-0.7630215347567754,-0.957592026119753,-0.8797638295745704
2023-04-12,21:00:00,12966.74,12990.49,12835.59,12857.49,9065,12875.89,13141.24,-0.1429027430336826,-2.1592330708517613,DOUBLE_BOTTOM_BULLISH,0.04044335247393331,0.30488065711115253,1.7460639673839917
2023-04-14,13:00:00,13069.04,13153.79,13003.29,13129.29,10167,12826.94,13128.24,2.3571483144070244,0.007998025630252733,DOUBLE_TOP_BEARISH,-0.9044662734999379,-0.28790589590146226,-0.45356603441618765
2023-04-19,09:00:00,13067.39,13068.39,12975.64,12986.14,7094,12985.49,13205.04,0.005005587005185296,-1.6577003931832197,DOUBLE_BOTTOM_BULLISH,0.1520852231687014,0.7045973630347432,-0.1986733548229056
2023-04-20,09:00:00,13028.69,13048.69,12937.59,12960.34,7098,12975.64,13161.29,-0.11791325899916515,-1.5268260178143687,DOUBLE_BOTTOM_BULLISH,0.5235202162906248,0.3379540968832551,0.18402295001520302
2023-04-25,13:00:00,12924.74,12939.24,12888.74,12896.99,8091,12886.24,13050.09,0.08342231713828084,-1.173171985787074,DOUBLE_BOTTOM_BULLISH,-0.876948807434916,0.09304496630609158,-0.08916809271000442
2023-04-27,13:00:00,12910.39,12988.34,12896.74,12949.99,9855,12723.64,12939.39,1.7789720551666062,0.08192039964789967,DOUBLE_TOP_BEARISH,1.3764489393428103,1.515445185671958,1.409267497503859
2023-04-28,21:00:00,13202.99,13261.49,13187.49,13252.74,6496,12869.89,13257.99,2.974772900156881,-0.03959876270837435,DOUBLE_TOP_BEARISH,-0.06753320445431593,-0.00603648754898438,-0.23768669724147612
2023-05-01,01:00:00,13240.29,13256.04,13229.54,13243.79,4033,12896.74,13261.49,2.6909901261869362,-0.1334691652295399,DOUBLE_TOP_BEARISH,0.1963184254658221,-0.046436858331349674,-0.14195332302914113
2023-05-01,05:00:00,13243.54,13276.54,13241.04,13269.79,3055,12896.74,13261.49,2.8925914610979295,0.06258723567262119,DOUBLE_TOP_BEARISH,-0.13451606996041657,0.10889396139651727,-0.21326637422296124
2023-05-01,17:00:00,13235.14,13297.24,13193.64,13284.24,12294,13094.49,13293.29,1.4490827821473002,-0.06807945963716348,DOUBLE_TOP_BEARISH,-0.47424617441419303,-0.32180990406677384,-1.0640428056102598
2023-05-04,13:00:00,13050.04,13064.79,12962.29,12974.79,10545,12981.04,13242.99,-0.04814714383439231,-2.0252224006814092,DOUBLE_BOTTOM_BULLISH,0.5491418358216202,0.5499125612052183,1.1838341892238604
2023-05-05,21:00:00,13240.89,13292.39,13231.64,13250.89,5621,12937.79,13241.14,2.4200423719970607,0.0736341432837354,DOUBLE_TOP_BEARISH,0.020375989839178557,0.06942929871126187,0.22375855508574485
2023-05-08,17:00:00,13216.19,13297.54,13200.94,13288.29,10460,12990.39,13292.39,2.2932336904434854,-0.030844716412914044,DOUBLE_TOP_BEARISH,-0.05832202638563728,-0.04214236745285032,-0.4372270623232964
2023-05-08,21:00:00,13288.54,13310.54,13232.04,13280.54,6058,13012.64,13297.54,2.058767475316319,-0.12784319505713085,DOUBLE_TOP_BEARISH,0.0011294721449552217,-0.2737087497948153,-0.571136414633745
2023-05-09,21:00:00,13230.44,13238.19,13197.69,13204.69,5322,13200.69,13310.54,0.030301446363788558,-0.7952344532979154,DOUBLE_BOTTOM_BULLISH,0.1124600426060768,-0.16774343055383834,1.1461836665608989
