trade_date,trade_time,open,high,low,close,volume,prev_20_high,prev_20_low,signal,forward_1,forward_3,forward_6
2005-05-13,08:00:00,1.8639,1.8654,1.8584,1.8587,2165,1.8915,1.8602,BEARISH_20_BAR_BREAKOUT,-0.1883036530908731,-0.5057298111583405,-0.9522784742024022
2005-05-13,12:00:00,1.8587,1.8607,1.8541,1.8552,2393,1.8915,1.8584,BEARISH_20_BAR_BREAKOUT,-0.26951272100042545,-0.36114704614057397,-1.1319534282018062
2005-05-13,16:00:00,1.8555,1.8575,1.8502,1.8502,2437,1.8915,1.8541,BEARISH_20_BAR_BREAKOUT,-0.04864338990380083,-0.12431088530969454,-0.6864122797535486
2005-05-13,20:00:00,1.8504,1.8517,1.8482,1.8493,1670,1.8915,1.8502,BEARISH_20_BAR_BREAKOUT,-0.043259611744979824,-0.44881847185421375,-0.5677824041529203
2005-05-16,08:00:00,1.8481,1.8495,1.8389,1.841,2223,1.8915,1.8465,BEARISH_20_BAR_BREAKOUT,-0.36936447582834964,-0.11950027159152525,-0.01629549158066089
2005-05-16,12:00:00,1.841,1.8444,1.8333,1.8342,2329,1.8915,1.8389,BEARISH_20_BAR_BREAKOUT,0.1799149492966884,0.02180787264202137,0.09268345872860292
2005-05-18,00:00:00,1.8338,1.8359,1.8294,1.8306,1849,1.8671,1.832,BEARISH_20_BAR_BREAKOUT,0.13110455588331463,0.3769255981645311,0.4315524964492526
2005-05-20,16:00:00,1.8304,1.8307,1.8233,1.8249,2415,1.8437,1.8292,BEARISH_20_BAR_BREAKOUT,0.09315578935832292,0.12603430324949141,0.1534330648254773
2005-05-26,16:00:00,1.8236,1.8261,1.8191,1.8207,2298,1.8361,1.8212,BEARISH_20_BAR_BREAKOUT,-0.04393914428516021,0.1537870049980729,0.14280221892678288
2005-05-31,04:00:00,1.8218,1.8218,1.8103,1.8138,2548,1.833,1.8187,BEARISH_20_BAR_BREAKOUT,0.3252839342816196,0.4851692579115624,0.36939023045539354
2005-06-01,20:00:00,1.812,1.8133,1.8076,1.8092,1976,1.8276,1.8093,BEARISH_20_BAR_BREAKOUT,0.12160070749502432,0.5361485739553417,0.3482202078266622
2005-06-06,20:00:00,1.8225,1.8253,1.8223,1.8246,1802,1.8242,1.8076,BULLISH_20_BAR_BREAKOUT,-0.016441959881616078,0.3836457305710783,0.5645072892688795
2005-06-07,08:00:00,1.8237,1.8331,1.8231,1.8316,2287,1.8253,1.8082,BULLISH_20_BAR_BREAKOUT,-0.11465385455339545,0.1801703428696266,0.24022712382617287
2005-06-07,16:00:00,1.8293,1.8358,1.8272,1.8346,2345,1.8331,1.8093,BULLISH_20_BAR_BREAKOUT,0.01635233838438717,0.11446636869072227,-0.07631091246048555
2005-06-08,00:00:00,1.835,1.8367,1.8323,1.8366,1787,1.8358,1.8097,BULLISH_20_BAR_BREAKOUT,0.005444843732984264,0.010889687465968528,-0.5553740607644553
2005-06-10,16:00:00,1.8221,1.8237,1.8107,1.8129,3394,1.8405,1.8173,BEARISH_20_BAR_BREAKOUT,-0.016548072149592752,-0.06619228859837101,-0.46886204423851024
2005-06-13,12:00:00,1.8068,1.8075,1.8015,1.8044,3020,1.8405,1.8055,BEARISH_20_BAR_BREAKOUT,0.0,0.12192418532476057,0.5209487918421678
2005-06-16,12:00:00,1.8194,1.8272,1.8184,1.8262,2844,1.8251,1.7999,BULLISH_20_BAR_BREAKOUT,-0.19713065381667108,-0.2299857627861122,-0.12046873288796298
2005-06-17,20:00:00,1.8269,1.8312,1.8255,1.8312,2213,1.8291,1.8043,BULLISH_20_BAR_BREAKOUT,-0.22935779816513663,-0.2894276976845708,-0.3713411970292659
2005-06-29,12:00:00,1.8146,1.8167,1.8051,1.8051,2860,1.8318,1.812,BEARISH_20_BAR_BREAKOUT,0.03323915572545322,0.07201817073846761,-0.7645005816852272
2005-06-30,12:00:00,1.8009,1.8021,1.7904,1.7913,3225,1.8318,1.7994,BEARISH_20_BAR_BREAKOUT,0.050242840395250545,-0.016747613465079383,-0.6699045386032373
2005-07-01,04:00:00,1.791,1.7915,1.7856,1.7862,1890,1.8301,1.7871,BEARISH_20_BAR_BREAKOUT,-0.49826447206359353,-0.8565670137722591,-1.3436345314074583
2005-07-01,08:00:00,1.7862,1.7869,1.7723,1.7773,2613,1.8301,1.7856,BEARISH_20_BAR_BREAKOUT,0.11253024250267268,-0.5232656276374325,-0.8664828672705835
2005-07-01,16:00:00,1.7794,1.7802,1.7683,1.7709,2912,1.8271,1.7723,BEARISH_20_BAR_BREAKOUT,-0.16375854085492703,-0.4912756225647936,-0.7171494720198732
2005-07-01,20:00:00,1.7712,1.7716,1.7667,1.768,2056,1.8233,1.7683,BEARISH_20_BAR_BREAKOUT,-0.265837104072394,-0.3450226244343888,-0.47511312217194357
2005-07-04,00:00:00,1.7603,1.764,1.757,1.7633,1067,1.8199,1.7667,BEARISH_20_BAR_BREAKOUT,-0.06238303181535194,-0.16446435660410166,-0.09073895536777893
2005-07-07,12:00:00,1.7522,1.7535,1.7399,1.7457,4271,1.7657,1.7467,BEARISH_20_BAR_BREAKOUT,-0.18903591682420123,-0.2176777224036218,-0.5842928338202433
2005-07-08,08:00:00,1.7421,1.7425,1.7361,1.7374,2569,1.7623,1.7399,BEARISH_20_BAR_BREAKOUT,-0.1093588120179586,0.057557269483129385,0.402900886381944
2005-07-08,12:00:00,1.7374,1.7383,1.731,1.7355,2859,1.762,1.7361,BEARISH_20_BAR_BREAKOUT,-0.09795447997695389,0.17286084701814414,0.5128205128205076
2005-07-12,04:00:00,1.7564,1.7668,1.7553,1.7646,2764,1.7594,1.731,BULLISH_20_BAR_BREAKOUT,0.1190071404284252,0.646038762325744,0.595035702142126
2005-07-12,16:00:00,1.7681,1.7768,1.7677,1.776,3243,1.7724,1.731,BULLISH_20_BAR_BREAKOUT,0.12950450450450274,-0.0506756756756826,-1.1486486486486471
