trade_date,trade_time,open,high,low,close,volume,prev_daily_high,signal,breakout_count,forward_1,forward_3,forward_6
2022-10-31,08:00:00,1.36152,1.36586,1.36111,1.36467,9482,1.36344,BULLISH_DAILY_HIGH_BREAKOUT,1,0.21250558743138656,-0.18319447192361132,-0.6682934335773496
2022-11-02,20:00:00,1.36355,1.37133,1.35481,1.37108,15780,1.36687,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.02844472970214083,0.32456165942175824,0.248709046882743
2022-11-03,08:00:00,1.36893,1.37596,1.3685,1.37553,12797,1.37133,BULLISH_DAILY_HIGH_BREAKOUT,1,0.28861602436879086,-0.07560722048955165,-0.756072204895565
2022-11-17,00:00:00,1.33232,1.33534,1.33206,1.3348,5794,1.33467,BULLISH_DAILY_HIGH_BREAKOUT,1,0.02921786035361945,0.3311357506742651,-0.2539706323044654
2022-11-18,16:00:00,1.33639,1.34089,1.33617,1.34041,27209,1.3401,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.10817585664089147,0.0596832312501333,0.34392462007893126
2022-11-21,04:00:00,1.34076,1.34234,1.3404,1.34121,8573,1.34089,BULLISH_DAILY_HIGH_BREAKOUT,1,0.19832837512394663,0.28407184557228854,0.1498646744357757
2022-11-25,08:00:00,1.3325,1.33699,1.33248,1.33636,9517,1.33622,BULLISH_DAILY_HIGH_BREAKOUT,1,0.154898380675867,0.08231314915143381,0.6008859888054103
2022-11-28,00:00:00,1.33923,1.34733,1.33912,1.34645,8081,1.33981,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.04901778751530936,-0.15299491254780725,-0.023766200007417724
2022-11-29,12:00:00,1.34546,1.35569,1.3438,1.35507,15123,1.35046,BULLISH_DAILY_HIGH_BREAKOUT,1,0.3394658578523572,0.22065280760403877,-0.20958326876102
2022-12-02,12:00:00,1.34335,1.35146,1.34222,1.34787,8536,1.34705,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.03709556559608456,-0.5119188052260163,-0.41324460074041663
2022-12-05,16:00:00,1.3423,1.35851,1.34221,1.35773,12888,1.35146,BULLISH_DAILY_HIGH_BREAKOUT,1,0.07217929927157689,0.05744883003248089,0.5766978707106717
2022-12-06,08:00:00,1.35849,1.36193,1.35808,1.3608,10676,1.36049,BULLISH_DAILY_HIGH_BREAKOUT,1,0.136684303350968,0.3123162845385132,0.5974426807760119
2022-12-07,08:00:00,1.36493,1.36998,1.36478,1.36893,11103,1.36755,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.35721329797725676,-0.2702840904940382,-0.10884413373948934
2022-12-15,12:00:00,1.35743,1.36323,1.35654,1.36253,12541,1.36118,BULLISH_DAILY_HIGH_BREAKOUT,1,0.2803607993952379,0.09467681445546251,0.36182689555458436
2022-12-16,12:00:00,1.36704,1.36876,1.36417,1.36746,10748,1.36738,BULLISH_DAILY_HIGH_BREAKOUT,1,0.21207201673176,-0.1762391587322336,-0.14406271481431307
2022-12-22,16:00:00,1.36357,1.36754,1.3622,1.3675,16527,1.36376,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.21279707495429384,-0.29177330895794795,-0.6661791590493567
2022-12-28,20:00:00,1.35725,1.36119,1.35625,1.36036,6634,1.35806,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.05145696727336315,-0.12570202005352263,-0.4153312358493291
2023-01-03,00:00:00,1.35642,1.36187,1.35545,1.36096,6684,1.35811,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.35195744180577315,0.42690453797320227,0.23218904302845433
2023-01-06,08:00:00,1.35717,1.3628,1.3563,1.36149,8768,1.35948,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.5493980859205836,-1.2596493547510448,-1.6401148741452511
