trade_date,trade_time,open,high,low,close,volume,prev_daily_high,signal,breakout_count,forward_1,forward_3,forward_6
1993-05-14,00:00:00,1.5228,1.5415,1.52,1.5387,2711,1.536,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.2079677649964171,0.29245466952622007,-0.14297783843504128
1993-05-19,00:00:00,1.535,1.5482,1.5328,1.5432,2261,1.538,BULLISH_DAILY_HIGH_BREAKOUT,1,0.861845515811307,-0.43416277864177866,1.218247796785909
1993-05-20,00:00:00,1.5425,1.5603,1.5383,1.5565,3001,1.5482,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.8994539029874727,-0.9315772566655932,0.2698361708962404
1993-05-26,00:00:00,1.542,1.5505,1.541,1.5472,1381,1.547,BULLISH_DAILY_HIGH_BREAKOUT,1,0.9565667011375484,0.8919338159255451,0.18743536711479608
1993-05-27,00:00:00,1.5453,1.565,1.5425,1.562,2831,1.5505,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.08322663252241222,-0.41613316261203265,-3.42509603072984
1993-06-10,00:00:00,1.5137,1.5325,1.507,1.5305,3421,1.527,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.5880431231623585,-0.9147337471414579,-2.1561581182620007
1993-06-25,00:00:00,1.4683,1.4835,1.467,1.4762,2511,1.4761,BULLISH_DAILY_HIGH_BREAKOUT,1,1.3345075193063305,0.9890258772524012,2.323533396558732
1993-06-28,00:00:00,1.4785,1.4975,1.475,1.4959,2761,1.4835,BULLISH_DAILY_HIGH_BREAKOUT,1,1.0963299685807855,1.2768233170666419,0.5414800454575838
1993-06-29,00:00:00,1.4954,1.5155,1.4894,1.5123,3531,1.4975,BULLISH_DAILY_HIGH_BREAKOUT,1,-1.4216755934669096,-0.3504595649011494,-1.1108906962904137
1993-07-01,00:00:00,1.4898,1.5175,1.4867,1.515,3641,1.5135,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.5280528052805286,-0.7260726072607194,-2.3102310231023053
1993-07-13,00:00:00,1.478,1.4995,1.4735,1.497,3301,1.4875,BULLISH_DAILY_HIGH_BREAKOUT,1,0.3674014696058676,-0.7348029392117649,1.269205076820301
1993-07-14,00:00:00,1.4978,1.5052,1.4885,1.5025,2871,1.4995,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.898502495840256,-0.19966722129782974,0.765391014975046
1993-07-19,00:00:00,1.4845,1.5018,1.483,1.4995,2261,1.4915,BULLISH_DAILY_HIGH_BREAKOUT,1,0.8469489829943271,0.9669889963321079,-0.6468822940980354
1993-07-20,00:00:00,1.4975,1.514,1.4955,1.5122,2231,1.5018,BULLISH_DAILY_HIGH_BREAKOUT,1,0.2512895119693179,-0.5753207247718509,-1.0712868668165583
1993-07-21,00:00:00,1.5105,1.522,1.5075,1.516,2351,1.514,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.1319261213720318,-0.9564643799472268,-2.3746701846965723
1993-08-02,00:00:00,1.479,1.509,1.4759,1.5013,4391,1.489,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.08659162059548917,-0.32638380070606315,-2.298008392726302
1993-08-16,00:00:00,1.46,1.494,1.4595,1.491,3801,1.4705,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.2012072434607722,0.9054325955734303,0.5030181086519007
1993-08-18,00:00:00,1.4882,1.5183,1.4845,1.515,4081,1.497,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.69306930693069,-0.6600660066006607,-0.3960396039603964
1993-08-26,00:00:00,1.4815,1.5163,1.4805,1.509,4411,1.4995,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.39761431411530856,-1.1795891318754022,1.3916500994035872
1993-09-01,00:00:00,1.4905,1.509,1.4855,1.5035,3401,1.5015,BULLISH_DAILY_HIGH_BREAKOUT,1,0.01330229464582494,1.5497173262387678,3.0129697372796738
1993-09-03,00:00:00,1.5022,1.5323,1.4985,1.53,3981,1.5082,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.20915032679739162,0.7712418300653616,0.9803921568627386
1993-09-07,00:00:00,1.5263,1.5465,1.5238,1.5388,3291,1.538,BULLISH_DAILY_HIGH_BREAKOUT,1,0.19495710943593147,0.8903041330907231,0.6303613205094907
1993-09-09,00:00:00,1.542,1.558,1.5365,1.5488,3621,1.546,BULLISH_DAILY_HIGH_BREAKOUT,1,0.23889462809917592,-0.27763429752065927,-1.0847107438016483
1993-09-27,00:00:00,1.5145,1.5175,1.5095,1.5127,1421,1.5105,BULLISH_DAILY_HIGH_BREAKOUT,1,0.019832088318897795,-1.1700932108150874,0.3173134131024088
1993-10-04,00:00:00,1.495,1.5215,1.4933,1.5155,3591,1.5095,BULLISH_DAILY_HIGH_BREAKOUT,1,0.13196964698119443,0.4618937644341732,1.0887495875948505
1993-10-08,00:00:00,1.522,1.539,1.52,1.534,2601,1.5285,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.1825293350717168,-0.7887874837027379,-3.16166883963494
1993-10-28,00:00:00,1.4803,1.498,1.4725,1.489,4231,1.486,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.7387508394895984,-1.0342511752854318,-0.47011417058429256
1993-11-12,00:00:00,1.4756,1.4981,1.4722,1.492,3541,1.482,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.3217158176943643,-0.8713136729222453,-1.105898123324394
1993-11-23,00:00:00,1.4745,1.49,1.471,1.486,2651,1.4785,BULLISH_DAILY_HIGH_BREAKOUT,1,0.10094212651413571,-0.5047106325706637,-0.5047106325706637
1993-12-03,00:00:00,1.4845,1.4963,1.4805,1.49,2611,1.4865,BULLISH_DAILY_HIGH_BREAKOUT,1,0.8993288590604079,0.18791946308724253,0.03355704697986208
1993-12-06,00:00:00,1.4927,1.506,1.491,1.5034,1931,1.4963,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.6917653319143252,-0.5786883065052648,-0.991086869761882
1994-01-04,00:00:00,1.4754,1.4877,1.474,1.4858,1701,1.485,BULLISH_DAILY_HIGH_BREAKOUT,1,0.013460761879120875,0.48458742764841134,1.157625521604515
1994-01-07,00:00:00,1.481,1.496,1.48,1.493,2001,1.4902,BULLISH_DAILY_HIGH_BREAKOUT,1,0.033489618218348616,0.6697923643670319,0.10046885465504586
1994-01-12,00:00:00,1.4895,1.5065,1.4895,1.503,2051,1.496,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.44577511643379436,-0.5655355954757121,-0.3992015968063728
1994-01-18,00:00:00,1.4935,1.4992,1.4925,1.4957,1121,1.495,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.2005749816139676,-0.227318312495826,-0.03342916360232299
1994-01-27,00:00:00,1.4945,1.512,1.4909,1.508,2871,1.498,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.8355437665782457,-0.44429708222811193,-2.062334217506625
1994-02-14,00:00:00,1.464,1.494,1.4625,1.4846,4241,1.469,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.7409403206250774,-0.29637612825003096,-0.3435268759261675
1994-02-18,00:00:00,1.4796,1.4852,1.4758,1.482,1641,1.4814,BULLISH_DAILY_HIGH_BREAKOUT,1,-0.4925775978407614,-0.19568151147097856,0.25641025641025816
