trade_date,trade_time,open,high,low,close,volume,ema20,ema50,distance_to_ema20_pct,signal,forward_1,forward_3,forward_6
1986-10-13,00:00:00,154.24,154.8,153.81,154.2,1941,154.3780104409721,155.43004535213186,-0.1153081585023925,BEARISH_EMA20_PULLBACK,-0.1491569390402009,0.0,0.6225680933852192
1987-02-16,00:00:00,154.0,154.05,153.25,153.6,1201,153.81282399512136,155.72377363290653,-0.13836557290445364,BEARISH_EMA20_PULLBACK,-0.0976562500000037,0.16276041666666669,0.0976562500000037
1987-02-19,00:00:00,154.0,155.0,153.65,153.85,2551,153.78266491550994,155.49361364888185,0.04378587438775931,BEARISH_EMA20_PULLBACK,-0.16249593760155998,-0.0649983750406203,-0.38999025024374023
1987-02-20,00:00:00,153.85,154.1,153.3,153.6,1351,153.76526825688995,155.41935429010218,-0.10748087572926526,BEARISH_EMA20_PULLBACK,0.13020833333334444,-0.13020833333332593,0.0976562500000037
1987-02-24,00:00:00,153.85,154.15,153.65,153.75,901,153.76680689509587,155.29287568263564,-0.010930119077867409,BEARISH_EMA20_PULLBACK,-0.22764227642276055,-0.3252032520325203,0.032520325203259426
1987-03-03,00:00:00,153.75,153.85,153.4,153.6,751,153.6316843746372,154.9514022768686,-0.020623593867480337,BEARISH_EMA20_PULLBACK,0.13020833333334444,0.06510416666666297,0.06510416666666297
1987-03-05,00:00:00,153.8,154.3,153.1,153.45,2051,153.6288844880817,154.84914143281875,-0.11643935883397255,BEARISH_EMA20_PULLBACK,0.16291951775822747,0.19550342130988033,-0.6842619745845441
1987-03-10,00:00:00,153.9,154.05,153.45,153.75,1051,153.67363337693038,154.7305609488786,0.04969403103934263,BEARISH_EMA20_PULLBACK,-0.032520325203259426,-0.8780487804878011,-1.2357723577235808
1987-03-12,00:00:00,153.7,153.75,153.4,153.45,451,153.65460691399517,154.64151358641197,-0.13316028598459306,BEARISH_EMA20_PULLBACK,-0.6842619745845441,-1.0752688172042864,-1.335940045617454
1987-07-31,00:00:00,149.6,150.15,148.9,150.1,2001,150.03085218772864,148.00622933913766,0.04608906185831097,BULLISH_EMA20_PULLBACK,0.8660892738174627,0.532978014656903,0.6662225183211192
1987-09-15,00:00:00,144.6,144.8,143.6,143.6,1401,143.68365936115578,145.45001258217,-0.05822468715492541,BEARISH_EMA20_PULLBACK,0.20891364902507753,-0.6963788300835655,0.2785515320334302
1987-09-17,00:00:00,143.9,144.35,143.15,143.8,2301,143.71338101899602,145.32690511718192,0.0602720361805035,BEARISH_EMA20_PULLBACK,-0.834492350486799,0.41724617524338964,-0.17385257301808066
1987-09-24,00:00:00,144.0,144.2,143.35,143.6,1301,143.6700164681909,145.0087959686039,-0.04873422437897211,BEARISH_EMA20_PULLBACK,-0.0348189415041664,2.158774373259049,2.33286908077994
1987-10-07,00:00:00,146.8,146.8,145.15,145.2,1701,145.06660328062597,145.29404341031187,0.09195549930673451,BEARISH_EMA20_PULLBACK,-0.4476584022038411,-1.3774104683195594,-2.066115702479339
1988-01-18,00:00:00,131.1,131.9,129.5,129.8,3501,129.70187108378707,133.25903574502846,0.0756572865086517,BEARISH_EMA20_PULLBACK,-0.9244992295839884,-1.9260400616332927,-1.6178736517719634
1988-02-22,00:00:00,130.2,130.2,129.2,129.3,1101,129.45374009635077,130.6146498460314,-0.11876064471859411,BEARISH_EMA20_PULLBACK,-0.23201856148492755,-0.6187161639597921,-0.6573859242072875
1988-03-03,00:00:00,129.5,129.55,129.0,129.2,801,129.09712730622607,130.11279234689192,0.07968627646523674,BEARISH_EMA20_PULLBACK,-0.38699690402476783,-1.006191950464383,-1.4705882352941113
1988-05-18,00:00:00,125.7,125.7,124.85,125.0,1001,124.97126356316005,125.76175276982266,0.022994435697152187,BEARISH_EMA20_PULLBACK,-0.07999999999999545,-0.32000000000000456,-0.32000000000000456
1988-05-19,00:00:00,124.95,125.1,124.65,124.9,851,124.9644765571448,125.7279585435551,-0.051595908630334725,BEARISH_EMA20_PULLBACK,-0.04003202562050549,-0.4803843074459636,0.04003202562049412
1988-05-20,00:00:00,124.9,125.2,124.8,124.85,751,124.95357402789293,125.69352879674902,-0.08289000830805529,BEARISH_EMA20_PULLBACK,-0.2002402883460152,-0.3604325190228183,0.16019223067681446
1988-06-13,00:00:00,125.3,125.3,125.05,125.15,351,125.18136866632653,125.46064412936158,-0.025058574339558864,BEARISH_EMA20_PULLBACK,1.1186576108669528,0.9988014382740711,1.0387534958050317
1988-07-25,00:00:00,130.8,132.6,130.2,132.35,3251,132.25395022851654,130.08949294794778,0.07262525717945631,BULLISH_EMA20_PULLBACK,0.11333585190782447,0.22667170381564894,0.49112202493389173
1988-08-12,00:00:00,132.95,133.45,132.8,133.05,1201,133.05663730104607,131.4348658348982,-0.004988327663082328,BULLISH_EMA20_PULLBACK,0.18789928598271327,0.7140172867343018,0.4885381435550374
1988-09-14,00:00:00,133.45,134.9,133.35,134.2,2351,134.15865644644802,133.15921870630348,0.0308169108479938,BULLISH_EMA20_PULLBACK,-0.1117734724291932,-0.4470938897168364,0.3725782414307005
