trade_date,trade_time,open,high,low,close,volume,prev_day_high,prev_day_low,rsi,distance_to_prev_high_pct,distance_to_prev_low_pct,signal,forward_1,forward_3,forward_6
2023-05-01,05:00:00,4168.03,4175.91,4167.79,4174.03,1280,4174.79,4113.19,83.82044641756005,-0.018204508490252642,1.4791439247883067,BEARISH,-0.06564399393391475,0.1811199248687815,-0.17824500542640087
2023-05-01,09:00:00,4173.79,4177.29,4166.79,4171.29,1624,4174.79,4113.19,82.40009716992535,-0.08383655225771836,1.41252896170613,BEARISH,-0.021096591222382267,-0.2565153705448391,-0.23254197142849858
2023-05-29,01:00:00,4227.53,4229.66,4213.79,4216.29,1969,4212.53,4137.83,80.71389212024735,0.08925752457549782,1.8961629646457212,BEARISH,0.0474350673222193,-0.08301136781388377,-0.018025325582448508
2023-05-29,09:00:00,4218.03,4224.03,4213.29,4215.53,1734,4212.53,4137.83,82.57155702083006,0.07121611003363774,1.8777958495153215,BEARISH,-0.06499775828898814,0.006167670494581187,0.03866654963907526
2023-05-29,13:00:00,4216.03,4218.03,4211.79,4212.79,1512,4212.53,4137.83,80.59122126007765,0.00617206286958712,1.8115775660189046,BEARISH,0.08877727111960913,0.06504003285233258,-0.4391389079446163
2023-05-30,09:00:00,4215.79,4230.29,4213.79,4228.29,2643,4229.66,4211.79,88.4388517499015,-0.03239031033226999,0.39175742380318107,BEARISH,-0.2632269782820031,-0.4848295646703514,-0.7568071253390851
2023-06-05,17:00:00,4287.99,4298.83,4279.73,4287.59,4521,4290.59,4222.63,83.81340452437829,-0.06992045383035898,1.5383777408866046,BEARISH,-0.3237249830324287,-0.3209262079629866,-0.3801669469328966
2023-06-13,01:00:00,4340.49,4345.49,4339.49,4342.99,1488,4343.23,4302.43,82.22613286405567,-0.005525841366903934,0.942723065802337,BEARISH,0.1551926207520575,0.3684097822007419,0.6055735794924737
2023-06-13,09:00:00,4349.99,4354.49,4347.23,4347.23,2534,4343.23,4302.43,83.26757948479835,0.09209735611514934,1.0412720253438004,BEARISH,0.27051708789275514,0.5589766356967583,0.6224653399981229
2023-06-14,09:00:00,4368.79,4380.29,4366.79,4374.29,2107,4375.53,4334.99,92.67296400306279,-0.028339424024056096,0.9065764857589103,BEARISH,0.04572170569395262,0.021489201676148584,-0.35571487029896054
2023-06-14,13:00:00,4374.53,4379.29,4366.29,4376.29,2735,4375.53,4334.99,92.71943176052687,0.017369324401848883,0.9527126936855722,BEARISH,-0.07266428870116677,-0.2413002794604654,0.20428262295230892
2023-06-14,17:00:00,4376.79,4391.49,4369.99,4373.11,3370,4375.53,4334.99,88.6398369842068,-0.05530758559534668,0.879356123082173,BEARISH,0.048478085390028854,-0.05442351095673581,1.04456553802672
2023-06-14,21:00:00,4364.36,4381.49,4335.99,4375.23,6907,4375.53,4334.99,89.76220275344151,-0.006856312263889904,0.9282605034844321,BEARISH,-0.21713144223275122,-0.3771230312463574,1.0870285676410247
2023-07-04,01:00:00,4452.23,4454.49,4448.99,4454.23,1117,4456.39,4441.19,88.425047438329,-0.04846972549531715,0.29361499958344417,BEARISH,0.0,0.0,-0.06735170837608297
2023-07-04,05:00:00,4453.99,4456.23,4452.49,4454.23,1080,4456.39,4441.19,87.73184357541783,-0.04846972549531715,0.29361499958344417,BEARISH,-0.027838706128776057,-0.016613421399428896,-0.4377861044445393
2023-07-04,09:00:00,4453.99,4456.73,4450.49,4452.99,1419,4456.39,4441.19,84.62893081760895,-0.07629493827965114,0.2656945548377841,BEARISH,0.027846458222447877,0.04491364229427868,-0.12351251630926637
2023-07-04,13:00:00,4453.23,4454.73,4449.49,4454.23,1212,4456.39,4441.19,84.203722854187,-0.04846972549531715,0.29361499958344417,BEARISH,-0.016613421399428896,-0.06735170837608297,-0.14143858758975789
2023-07-04,17:00:00,4453.99,4454.49,4451.49,4453.49,804,4456.39,4441.19,83.02554027504816,-0.06507509441499837,0.2769527986868425,BEARISH,0.03368144982923505,-0.42124266586430464,-0.17514353911202635
2023-07-05,01:00:00,4452.99,4455.73,4450.99,4454.99,1118,4456.73,4448.99,81.48042297799273,-0.03904207793606034,0.13486206981809357,BEARISH,-0.08439974051569629,-0.16835054624140572,-0.26936087398624914
2023-07-13,09:00:00,4481.49,4490.49,4480.23,4485.49,1818,4488.49,4436.53,90.45553145336204,-0.06683762245209414,1.103565173683037,BEARISH,0.24523519169589053,0.45747510305452554,0.48021509355722486
2023-07-14,13:00:00,4506.79,4524.29,4506.79,4520.41,2163,4517.89,4476.36,88.59683794466335,0.055778250466468345,0.9840584760832504,BEARISH,-0.18405410128726618,-0.49951221238781274,-0.22829787563516823
2023-07-19,09:00:00,4555.63,4561.63,4554.13,4559.39,1838,4562.63,4513.23,90.67124735729348,-0.07101167528376795,1.0227708315330877,BEARISH,0.32899137823261443,0.1206301720186253,-0.010966379274420481
2023-07-19,17:00:00,4574.89,4578.13,4559.89,4564.63,3957,4562.63,4513.23,85.32597154385172,0.04383436745911897,1.1388739328596271,BEARISH,0.005695970976841896,-0.0819343517437291,-0.3943364522425695
2023-07-19,21:00:00,4564.39,4574.63,4557.39,4564.89,2145,4562.63,4513.23,83.23629306162012,0.04953283522880922,1.1446347737651474,BEARISH,-0.13143799741067144,-0.13143799741067144,-0.6024241547989108
2023-08-01,05:00:00,4596.13,4596.13,4590.63,4591.39,1235,4593.53,4569.19,84.5874125874113,-0.046587265131596355,0.48586292099914274,BEARISH,-0.2996913788634862,-0.32234247145200434,-0.7579404058465994
2023-08-03,09:00:00,4514.03,4515.29,4487.53,4503.29,3875,4569.59,4504.79,10.555460896234635,-1.4508960322479736,-0.03329788957975843,BULLISH,-0.15011247332506275,0.015544191024780064,0.3273162510075918
2023-08-03,17:00:00,4495.66,4519.73,4485.03,4506.23,4561,4569.59,4504.79,19.112303166637815,-1.3865576561573485,0.03196597399655921,BULLISH,-0.049708958486357376,0.3728171886477207,0.2685171418236611
2023-08-03,21:00:00,4506.73,4521.73,4496.73,4503.99,3648,4569.59,4504.79,17.25300371682941,-1.4355773712740172,-0.01775887444254187,BULLISH,0.27841980110968195,0.31172360507017033,-0.5750456817177577
2023-08-17,01:00:00,4407.23,4408.49,4394.23,4401.23,1919,4451.33,4401.99,19.273093614383058,-1.1255063093502473,-0.017264918820811003,BULLISH,0.028628360708261517,0.2126678224042048,-0.6166458012873542
2023-08-17,05:00:00,4401.49,4408.73,4398.23,4402.49,1852,4451.33,4401.99,13.220593135621371,-1.0972001626480208,0.011358499224214504,BULLISH,0.25531006316879273,-0.1794439056079545,-0.7532101151848126
2023-08-30,01:00:00,4500.39,4505.39,4499.63,4504.89,1516,4500.63,4424.83,86.28877824588307,0.09465341518854513,1.8093350479001544,BEARISH,-0.08879240114630989,0.29301492378281857,0.2974545438401301
2023-08-30,05:00:00,4505.01,4507.63,4499.39,4500.89,1373,4500.63,4424.83,82.71604938271625,0.005776969002122332,1.7189360947200323,BEARISH,-0.23906382959815098,0.264392153551845,0.414140314471125
2023-08-31,01:00:00,4517.03,4519.79,4515.53,4518.29,1085,4522.03,4488.13,83.8602550478214,-0.0827062182249959,0.6719947951596735,BEARISH,0.027444010897923365,0.21689621516104945,-0.10534959022108406
2023-08-31,05:00:00,4518.53,4522.53,4515.79,4519.53,1228,4522.03,4488.13,81.70180722891556,-0.05528490523061545,0.699623228382414,BEARISH,-0.06637858361378285,-0.011063097268963809,-0.14913055118562732
2023-09-15,05:00:00,4511.59,4516.09,4511.59,4514.83,1464,4511.79,4468.53,83.19370398578342,0.06737902251656136,1.0361349258033443,BEARISH,-0.10498734171607306,-1.2944008966007492,-1.2855412053167001
2023-09-15,09:00:00,4514.59,4515.33,4506.83,4510.09,2545,4511.79,4468.53,82.41951710261614,-0.03767905864412613,0.9300597735720786,BEARISH,-0.6598537944919107,-1.3015261336248238,-1.2429907163715224
2023-09-22,21:00:00,4332.29,4348.03,4315.79,4319.79,3084,4400.19,4323.93,10.701233439926796,-1.8271938257211537,-0.09574623085943405,BULLISH,0.14283101724852534,-0.027779128152058737,0.5208586528511803
2023-10-20,01:00:00,4271.41,4271.79,4261.79,4267.16,2130,4340.09,4266.59,19.404537476435166,-1.6803798999559985,0.013359615055576207,BULLISH,-0.0030465227458100737,-0.14927961454456573,-0.758584163706069
