trade_date,trade_time,open,high,low,close,volume,week,prev_week_high,prev_week_low,rsi,distance_to_prev_week_high_pct,distance_to_prev_week_low_pct,signal,forward_1,forward_3,forward_6
2022-12-07,12:00:00,1.36892,1.36987,1.36335,1.36404,11943,2022-12-05/2022-12-11,1.36454,1.33912,81.85255198487664,-0.03664238497956578,1.8609235916123894,BEARISH_WEEKLY_STRUCTURE,-0.054250608486551936,0.25879006480748606,-0.45013342717221
2022-12-07,20:00:00,1.36327,1.36612,1.36202,1.36523,9728,2022-12-05/2022-12-11,1.36454,1.33912,80.29062087186217,0.05056649127177345,1.949787920425343,BEARISH_WEEKLY_STRUCTURE,0.17139969089457519,0.1618774858448793,-0.4416838188437099
2023-01-23,08:00:00,1.33785,1.33839,1.33418,1.33513,8549,2023-01-23/2023-01-29,1.35203,1.33502,18.341307814992902,-1.249972263929065,0.00823957693516445,BULLISH_WEEKLY_STRUCTURE,0.33255188633316607,0.11459558245264742,0.1265794342123965
2023-02-17,04:00:00,1.34795,1.34893,1.3477,1.34864,5208,2023-02-13/2023-02-19,1.34753,1.33377,82.07747977862918,0.08237293418329585,1.114884875203383,BEARISH_WEEKLY_STRUCTURE,0.1297603511685786,-0.012605291256377051,-0.13865820382014757
2023-04-13,08:00:00,1.34281,1.34386,1.33984,1.34051,7578,2023-04-10/2023-04-16,1.35364,1.34058,19.418089816572476,-0.9699772465352579,-0.005221620492623677,BULLISH_WEEKLY_STRUCTURE,-0.10145392425271187,-0.49309591125765595,-0.5766462018187118
2023-04-13,12:00:00,1.34053,1.34069,1.33867,1.33915,9120,2023-04-10/2023-04-16,1.35364,1.34058,18.617343844755055,-1.0704470908070012,-0.10667024720643618,BULLISH_WEEKLY_STRUCTURE,-0.3509688981816935,-0.4331105552029292,-0.38083859164396106
2023-04-21,16:00:00,1.35289,1.35633,1.3523,1.35418,15024,2023-04-17/2023-04-23,1.35533,1.33008,90.85948158253802,-0.08485018408800693,1.8119210874533873,BEARISH_WEEKLY_STRUCTURE,-0.013292176815478516,0.1063374145239265,-0.007384542675271308
2023-04-21,20:00:00,1.3542,1.35496,1.3535,1.354,6512,2023-04-17/2023-04-23,1.35533,1.33008,88.59714928732343,-0.0981310824669882,1.7983880668832073,BEARISH_WEEKLY_STRUCTURE,0.000738552437211482,-0.07016248153618954,0.008124076809441097
2023-04-24,04:00:00,1.35402,1.35572,1.35373,1.35562,5418,2023-04-24/2023-04-30,1.35633,1.33425,88.08777429467233,-0.05234714265702214,1.6016488664043556,BEARISH_WEEKLY_STRUCTURE,-0.1895811510600287,-0.11360115666632957,-0.06343960696951084
2023-05-08,00:00:00,1.33793,1.33868,1.33712,1.33819,3542,2023-05-08/2023-05-14,1.3639,1.3371,17.859237536657204,-1.8850355597917663,0.08151970682821295,BULLISH_WEEKLY_STRUCTURE,-0.09116792084830995,-0.42669576069167175,-0.06277135533817708
2023-05-08,04:00:00,1.33819,1.33857,1.33678,1.33697,5251,2023-05-08/2023-05-14,1.3639,1.3371,14.155653450807705,-1.9744849329129628,-0.00972253384189391,BULLISH_WEEKLY_STRUCTURE,-0.13986850864267997,-0.08451947313702442,-0.010471439149721309
2023-05-08,08:00:00,1.337,1.33736,1.33483,1.3351,6933,2023-05-08/2023-05-14,1.3639,1.3371,10.786001147446854,-2.111591758926603,-0.14957744372148693,BULLISH_WEEKLY_STRUCTURE,-0.1962399820238068,0.15654258108007993,0.1842558609842056
