trade_date,trade_time,open,high,low,close,volume,ema50,ema200,prev_ema50,prev_ema200,signal,forward_1,forward_3,forward_6
1994-02-02,00:00:00,0.5727,0.5733,0.5687,0.573,891,0.5726156862745099,0.5726039800995025,0.5726,0.5726,BULLISH_CROSS,-0.33158813263523595,0.05235602094242199,0.33158813263525533
1994-02-03,00:00:00,0.572,0.5729,0.5687,0.5711,751,0.5725562475970781,0.5725890151233881,0.5726156862745099,0.5726039800995025,BEARISH_CROSS,-0.22763088776047605,0.4377517072316488,0.4377517072316488
1994-02-09,00:00:00,0.5752,0.5773,0.5749,0.5758,421,0.5726538398643121,0.5726109278589704,0.5725254251648962,0.5725788768826786,BULLISH_CROSS,-0.15630427231677874,-0.7120527961097591,-0.034734282737057656
1994-03-28,00:00:00,0.5708,0.571,0.5685,0.5686,281,0.5728358603261883,0.5728485426561456,0.5730087525844,0.5728912415773129,BEARISH_CROSS,-0.7210692930003504,-0.9848751319029282,-0.6155469574393155
1994-05-10,00:00:00,0.5791,0.583,0.5777,0.5805,921,0.5724529036832936,0.5723400295281852,0.5721244507724076,0.5722580197746996,BULLISH_CROSS,-0.1550387596899245,0.4478897502153205,1.0852713178294524
1995-12-13,00:00:00,0.6457,0.653,0.6437,0.6503,1401,0.6527304427638284,0.652779443400559,0.6528296445092907,0.6528043624297104,BEARISH_CROSS,0.5074580962632584,0.8303859757035154,1.3224665538982088
1996-01-03,00:00:00,0.6533,0.6557,0.6533,0.6557,241,0.6528998338551663,0.6528216348621245,0.6527855413594587,0.6527927065692816,BULLISH_CROSS,-0.2135122769559184,0.4880280616135568,0.7167912154948967
1997-05-06,00:00:00,0.689,0.6894,0.6834,0.6844,741,0.6933374021728465,0.6934636072012775,0.6937021940982688,0.6935546987309386,BEARISH_CROSS,0.07305669199297851,0.5844535359438929,1.8118059614260618
1999-02-11,00:00:00,0.552,0.5541,0.5497,0.5516,85,0.5380600039583862,0.5378000155285636,0.5375073510587285,0.5376613222172928,BULLISH_CROSS,-0.38071065989847547,-2.3205221174764383,-1.4865844815083367
1999-03-01,00:00:00,0.5212,0.5274,0.5203,0.5272,83,0.5374116807118736,0.5377155788248222,0.5378284840062357,0.5378212630341169,BEARISH_CROSS,0.3793626707132021,0.4742033383914922,1.1191198786039485
1999-04-21,00:00:00,0.5452,0.5484,0.5447,0.5455,72,0.5370764161733645,0.5370585769434084,0.5367325964253385,0.536973738520729,BULLISH_CROSS,0.6599450045829602,0.5682859761686511,2.053162236480291
1999-06-24,00:00:00,0.5353,0.5379,0.5335,0.5359,83,0.5391707362006575,0.5392470106884817,0.539304235637419,0.5392806489868583,BEARISH_CROSS,-0.24258257137527128,-1.2875536480686727,-0.6531069229333939
2000-03-28,20:00:00,0.5025,0.5036,0.5021,0.5031,143,0.4924243428530117,0.49210951189815694,0.49198860174497133,0.49199905473130423,BULLISH_CROSS,0.25839793281653106,-0.15901411250248915,-0.47704233750744546
2000-04-26,04:00:00,0.4904,0.4904,0.4864,0.4868,430,0.4952989903594341,0.49554005498331166,0.49564588792512526,0.4956278947318876,BEARISH_CROSS,-0.020542317173374895,-0.061626951520136086,0.26705012325389643
2000-06-19,04:00:00,0.4763,0.477,0.4755,0.4762,227,0.47150030696271694,0.47148008264566255,0.47130848275711357,0.47143264629034254,BULLISH_CROSS,0.08399832003360173,-0.650986980260393,0.25199496010079353
2000-06-27,04:00:00,0.4714,0.472,0.4688,0.47,352,0.4717088026255973,0.4717589896399136,0.47177854967154,0.4717766679277519,BEARISH_CROSS,0.1914893617021302,0.6595744680851164,0.1914893617021302
2000-11-30,00:00:00,0.4029,0.4131,0.4028,0.4043,393,0.4018068983132538,0.40173116336730114,0.4017051390607335,0.40170534591370616,BULLISH_CROSS,0.09893643334158088,0.42047984170171526,2.300272075191697
2001-02-13,16:00:00,0.4364,0.4377,0.4334,0.434,592,0.43909735951473894,0.43924331823020335,0.4393054150051364,0.43929601489583353,BEARISH_CROSS,0.023041474654375345,-0.2073732718894037,-1.1751152073732702
2001-05-02,00:00:00,0.4185,0.4238,0.418,0.4206,530,0.4120498264872904,0.41204757575981027,0.41170083981330224,0.411961621747346,BULLISH_CROSS,-0.1902044698050327,0.4755111745126015,0.5706134094151244
2001-06-01,08:00:00,0.4088,0.4105,0.4087,0.409,467,0.4186617155751054,0.41884699835078393,0.41905607131286476,0.4189459631583295,BEARISH_CROSS,0.6112469437652818,0.07334963325183924,0.8068459657701773
2001-06-14,00:00:00,0.4229,0.4233,0.4135,0.4223,373,0.4176564355741361,0.417656388270217,0.41746690233226413,0.41760971880559605,BULLISH_CROSS,0.047359696897934636,-1.3971110584892295,-1.2550319677954125
2001-06-14,16:00:00,0.4163,0.4173,0.413,0.4146,519,0.41763031470228534,0.4176529929903591,0.4177540010166643,0.4176836763369958,BEARISH_CROSS,1.0371442354076146,0.48239266763145244,0.6994693680655952
2001-06-14,20:00:00,0.4149,0.4189,0.4137,0.4189,196,0.4176801062825879,0.4176654010203058,0.41763031470228534,0.4176529929903591,BULLISH_CROSS,-0.4535688708522351,-0.19097636667461623,-0.7161613750298408
2001-06-15,00:00:00,0.4187,0.4197,0.4154,0.417,302,0.4176534354479766,0.41765878011463115,0.4176801062825879,0.4176654010203058,BEARISH_CROSS,-0.09592326139087673,0.45563549160671774,-0.26378896882493763
2001-06-15,12:00:00,0.4178,0.4192,0.4174,0.4189,667,0.41768101127785695,0.4176651506104761,0.4176312566361368,0.41765274006384767,BULLISH_CROSS,-0.334208641680595,-0.7161613750298408,-1.074242062544761
2001-06-15,20:00:00,0.4176,0.4182,0.4156,0.4159,92,0.41760434758867143,0.41764595998429416,0.41767391279637234,0.4176635073208197,BEARISH_CROSS,0.0,0.09617696561673754,-0.2404424140418372
2001-07-30,16:00:00,0.4118,0.4127,0.4112,0.4124,418,0.41102453830737,0.41102300565812616,0.4109683970137933,0.41100916651901187,BULLISH_CROSS,0.09699321047526951,-0.4849660523763341,-0.16973811833171157
2001-09-14,16:00:00,0.4216,0.4247,0.4205,0.4237,1008,0.42905927274164213,0.42914395925979865,0.4292780185678316,0.4291986724181886,BEARISH_CROSS,0.02360160490913122,-1.3924946896388992,-2.9029974038234676
2001-10-18,16:00:00,0.417,0.4183,0.4165,0.417,370,0.4165136442841709,0.4165045923349521,0.41649379303046363,0.41649961336344404,BULLISH_CROSS,-0.31175059952037604,-0.40767386091126606,-0.09592326139087673
2001-10-18,20:00:00,0.417,0.4174,0.4137,0.4157,187,0.41648173666518384,0.41649658644107196,0.4165136442841709,0.4165045923349521,BEARISH_CROSS,0.26461390425787584,0.04811161895597257,0.2886697137358621
2001-10-22,04:00:00,0.4176,0.418,0.4166,0.4176,137,0.41652269279760706,0.4165036789498089,0.4164787210750604,0.4164926606477969,BULLISH_CROSS,-0.19157088122605911,-0.7183908045977018,0.2634099616858213
2001-10-22,16:00:00,0.4165,0.4173,0.4144,0.4146,462,0.41648661890936123,0.41649547170562695,0.41656362376280454,0.4165145216725176,BEARISH_CROSS,0.5065123010130224,0.9889049686444747,0.9406657018813216
2001-10-23,00:00:00,0.4173,0.4197,0.4164,0.4193,349,0.4166049873131013,0.4165253923173816,0.41649498679526864,0.41649750681303366,BULLISH_CROSS,-0.1430956355831122,-0.6200810875268283,-0.33388981636060394
2001-10-26,04:00:00,0.4124,0.4132,0.4118,0.413,260,0.41642886860271716,0.416531593901692,0.41656882242323623,0.4165670873077391,BEARISH_CROSS,-0.1452784503631936,-0.12106537530266355,-0.3147699757869172
2001-11-07,04:00:00,0.4204,0.4206,0.4189,0.4196,197,0.41603223891665747,0.41602109897457223,0.41588661601529653,0.4159851301200453,BULLISH_CROSS,-0.09532888465203908,0.11916110581506208,0.2144899904671144
2001-11-21,12:00:00,0.4129,0.4136,0.4117,0.4122,614,0.41696425940486737,0.4170644699991455,0.4171587189724129,0.41711335914486547,BEARISH_CROSS,-0.36390101892285326,-0.48520135856380436,-0.6065016982047555
2001-12-12,04:00:00,0.4176,0.4205,0.4175,0.4199,328,0.41561016592154193,0.41558279108977336,0.4154350706530334,0.4155394020554997,BULLISH_CROSS,0.0,0.04763038818765849,-0.07144558228150096
2001-12-21,00:00:00,0.4117,0.4168,0.4101,0.4109,313,0.4159909915599067,0.41601639289212405,0.41619878713378045,0.4160678139262157,BEARISH_CROSS,0.12168410805548807,0.6327573618885353,0.9734728644439046
2002-01-02,12:00:00,0.4192,0.4228,0.4187,0.4219,931,0.4158206050889604,0.41578576738696066,0.41557246652116286,0.4157243178129602,BULLISH_CROSS,0.23702299123014953,0.07110689736905013,0.6399620763213985
2002-01-31,16:00:00,0.4174,0.4176,0.4154,0.4166,658,0.42158448435268014,0.42159863063219194,0.4217879326936058,0.4216488681259828,BEARISH_CROSS,0.24003840614498342,-0.3600576092174751,0.16802688430148305
2002-02-19,20:00:00,0.4212,0.422,0.4205,0.4214,293,0.4203507681824384,0.4203281976679333,0.4203079423939665,0.42031742578519893,BULLISH_CROSS,0.07119126720456158,-0.1898433792121554,-0.2373042240151877
2002-02-21,08:00:00,0.4183,0.4189,0.418,0.4186,268,0.42029233790466536,0.42032056360768805,0.42036141292118234,0.4203378557042477,BEARISH_CROSS,0.0,0.0,-0.2388915432393695
2002-03-04,00:00:00,0.426,0.4276,0.4247,0.4267,153,0.42024058334356723,0.4200832711547296,0.419976933684121,0.42001677136733995,BULLISH_CROSS,-0.3280993672369375,-0.21092102179517502,-0.3280993672369375
2002-07-23,16:00:00,0.4774,0.4787,0.4736,0.4742,1080,0.48319656238473374,0.48338364326973265,0.48356376901268205,0.4834759411920415,BEARISH_CROSS,-0.37958667229017795,-1.0122311261071333,-1.6237874314635143
2002-09-11,16:00:00,0.4699,0.4715,0.4697,0.4708,851,0.4688564627758782,0.4687996299899027,0.4687771347259141,0.46877952576869564,BULLISH_CROSS,0.23364485981308197,0.8283772302463922,0.8708581138487664
2003-03-19,08:00:00,0.5484,0.5496,0.5469,0.5489,691,0.5522713777373512,0.5523173302393957,0.552408984991937,0.5523516752669272,BEARISH_CROSS,0.18218254691200597,-0.16396429222080738,0.8562579704864139
2003-04-01,20:00:00,0.5547,0.5549,0.5533,0.5537,159,0.5519811558097499,0.5519757648676189,0.5519109989040254,0.5519584358713135,BULLISH_CROSS,0.361206429474445,-0.34314610800072476,-0.2347841791583832
2003-04-03,08:00:00,0.5524,0.5532,0.5497,0.5498,834,0.551971530454572,0.5519802890342291,0.552060164350677,0.5520022014868344,BEARISH_CROSS,-0.5820298290287342,-0.2546380502000649,-1.2186249545289067
2003-04-17,16:00:00,0.5567,0.5577,0.5552,0.5565,689,0.5501184176903312,0.5499722042921988,0.5498579449429978,0.5499065983051857,BULLISH_CROSS,0.07187780772685641,-0.035938903863428205,0.05390835579514231
2003-07-21,00:00:00,0.5725,0.5771,0.5709,0.5727,280,0.5836195968145533,0.5838835426555079,0.5840652946437188,0.5839959400691311,BEARISH_CROSS,-0.27937838309759644,-0.1047668936615914,0.36668412781560866
2003-07-28,16:00:00,0.5892,0.5899,0.5868,0.5879,1065,0.5832801473718501,0.5832578911290492,0.5830915819584562,0.5832112367685371,BULLISH_CROSS,-0.05102908657934461,0.03401939105289641,0.6293587344786591
2003-08-01,08:00:00,0.5787,0.5789,0.5764,0.5778,963,0.5834455057626036,0.5834617032698705,0.5836759345692405,0.5835186048102712,BEARISH_CROSS,0.2422983731395064,1.090342679127721,1.2980269989615891
2003-08-04,08:00:00,0.5836,0.5859,0.5829,0.5853,888,0.5834915696329545,0.5834699404716281,0.5834177561485852,0.583451547913554,BULLISH_CROSS,-0.08542627712285254,-1.2130531351443696,-1.0592858363232691
2003-08-04,20:00:00,0.5828,0.5831,0.5757,0.5782,864,0.5833129013407171,0.5834258461178887,0.5835215911913586,0.5834783671844002,BEARISH_CROSS,0.2248356969906551,0.1556554825319787,0.6226219301279724
2003-08-12,08:00:00,0.5888,0.5902,0.5885,0.5896,833,0.5833217095622945,0.5831912425231699,0.5830654528097351,0.5831268329002871,BULLISH_CROSS,-0.42401628222524723,-0.4918588873812777,-0.6445047489823653
2003-08-26,12:00:00,0.5778,0.5786,0.5733,0.5742,1156,0.5839779314953047,0.5842038682771304,0.584377030740011,0.5843044096668503,BEARISH_CROSS,0.4179728317659278,0.05224660397073614,-0.3308951584813676
2003-09-15,16:00:00,0.5848,0.5881,0.5843,0.5876,888,0.5802820521393885,0.5801154697692639,0.5799833603899759,0.5800402483599096,BULLISH_CROSS,-0.08509189925120081,0.30633083730429267,-0.595643294758349
2004-03-04,16:00:00,0.6711,0.6716,0.6671,0.6695,1774,0.6826390182592487,0.6828052991603001,0.6831753047188098,0.6829390207599011,BEARISH_CROSS,-0.3286034353995489,-0.14936519790888736,0.7169529499626627
2004-06-08,00:00:00,0.6341,0.6342,0.6253,0.6308,1013,0.6250409602645243,0.6249522444004806,0.6248058974181783,0.62489347298742,BULLISH_CROSS,0.12682308180089139,-0.4121750158528926,-0.6499682942295485
2004-06-10,00:00:00,0.6173,0.6352,0.6173,0.6201,1326,0.6248694496814338,0.624961583948986,0.6250641210970025,0.6250104440891768,BEARISH_CROSS,0.7579422673762357,1.8222867279471016,1.967424608934041
2004-06-10,12:00:00,0.6267,0.6317,0.6254,0.6314,1654,0.6251844711730106,0.6250392271343951,0.6249307761188477,0.6249752997689115,BULLISH_CROSS,0.4276211593284821,0.14254038644282735,-0.41178333861259675
2004-07-28,12:00:00,0.6266,0.6284,0.6234,0.6268,1875,0.6409016212587224,0.6412982644048577,0.6414771976366295,0.6414439756049065,BEARISH_CROSS,-0.11167836630504688,0.7498404594766953,0.6062539885130864
2004-08-05,12:00:00,0.646,0.6467,0.6431,0.6436,1355,0.6406314797592596,0.6405985305544575,0.6405103156678008,0.6405683650323917,BULLISH_CROSS,0.21752641392170105,-0.09322560596642852,1.6469857054070935
2004-09-07,16:00:00,0.6477,0.6483,0.6454,0.6468,1563,0.6514181091321503,0.6514530190779715,0.651606603382442,0.6514997830888053,BEARISH_CROSS,0.1082251082250963,-0.09276437847867114,0.5102040816326483
2004-09-10,20:00:00,0.6573,0.6577,0.6543,0.6561,913,0.6515306715792818,0.6513925881104271,0.6513441683784361,0.6513452774381701,BULLISH_CROSS,0.25910684346898866,0.04572473708275673,0.1524157902758727
2005-01-06,12:00:00,0.6963,0.6988,0.6954,0.6974,1418,0.7098562261433099,0.7099103791726785,0.7103646435369143,0.7100361116266752,BEARISH_CROSS,0.057355893318032106,0.15772870662460423,0.43016919988528857
2005-01-25,08:00:00,0.7131,0.7158,0.7118,0.7146,1088,0.7062118646841536,0.7061101760303566,0.7058694918141191,0.7060248511663401,BULLISH_CROSS,-0.545759865659112,-0.6297229219143661,-0.2938706968933656
2005-02-08,20:00:00,0.7006,0.7014,0.6977,0.6983,1120,0.7078811554086891,0.707938115471374,0.7082722229763907,0.7080349809534984,BEARISH_CROSS,0.02864098524988944,0.25776886724902087,0.7303451238722602
2005-02-14,00:00:00,0.7139,0.7181,0.7118,0.7131,837,0.707914077841803,0.7077998029320544,0.7077024075496318,0.7077465346198137,BULLISH_CROSS,0.21034917963820737,0.5048380311316853,0.2664422942083877
2005-03-28,04:00:00,0.7127,0.7132,0.7076,0.7099,1164,0.7261552445961812,0.7263516653705269,0.726818723967454,0.7265170087410848,BEARISH_CROSS,-0.056345964220306514,-0.2676433300464872,0.028172982110153257
2005-04-21,00:00:00,0.7278,0.7294,0.7251,0.7273,1144,0.7198945082612842,0.7198687889372808,0.7195922432923569,0.7197941033989619,BULLISH_CROSS,0.02749896878868266,0.13749484394335226,-0.13749484394335226
2005-05-16,04:00:00,0.7095,0.7098,0.7062,0.7073,1088,0.724155671572405,0.7245469623297174,0.7248436581671971,0.7247202986345386,BEARISH_CROSS,0.084829633818738,-0.2686271737593684,0.3675950798812294
2005-06-23,00:00:00,0.7173,0.7175,0.706,0.7143,1281,0.7136359300133961,0.7136292460717937,0.7136088251159837,0.7136225048262841,BULLISH_CROSS,-0.09799804003920395,-0.8539829203415924,-1.3999720005599898
2005-06-23,08:00:00,0.7135,0.7136,0.7082,0.7091,1636,0.713456696640586,0.7135838908365908,0.7136345209932629,0.7136289550661042,BEARISH_CROSS,-0.12692144972498956,-0.3948667324777766,-0.16922859963333506
2005-08-09,20:00:00,0.6912,0.6927,0.6905,0.6923,968,0.6889403830978846,0.6889016433982066,0.6888032558773901,0.6888674890605001,BULLISH_CROSS,-0.14444604940054903,0.5200057778419668,0.44778275314170035
2005-09-23,16:00:00,0.6887,0.6895,0.6854,0.6864,1794,0.6991032961900008,0.699324895800786,0.699621798075307,0.6994547942510452,BEARISH_CROSS,0.13111888111888287,0.16025641025640877,0.0
2005-10-20,08:00:00,0.6975,0.7,0.697,0.6997,1242,0.6959490371249041,0.695890226901802,0.69579593659939,0.6958519377249357,BULLISH_CROSS,-0.07145919679862012,0.22866942975561608,0.4287551807917683
2005-11-04,00:00:00,0.6888,0.6908,0.6807,0.6888,3704,0.6978252509730423,0.6978847396543773,0.6981936285637786,0.6979760435705016,BEARISH_CROSS,-0.15969802555168264,-0.13066202090592507,-0.7984901277584132
2005-11-28,16:00:00,0.6976,0.701,0.6955,0.7006,1588,0.6920843910150076,0.6919951684119069,0.6917368151380692,0.6919086876924285,BULLISH_CROSS,0.5423922352269519,0.2426491578646924,0.1284613188695421
2005-12-20,04:00:00,0.6886,0.6893,0.685,0.6871,1152,0.698200320634081,0.6984756151975502,0.698653394945676,0.6985899429884803,BEARISH_CROSS,0.08732353369232046,-0.7422500363848047,-0.6694804249745376
2006-01-12,04:00:00,0.6974,0.6992,0.6971,0.6979,974,0.6900455318180632,0.6900156813728872,0.6897249412800249,0.6899364419897001,BULLISH_CROSS,0.08597220232125591,-0.7021063189568729,-0.47284711276686775
2006-01-19,12:00:00,0.6796,0.681,0.6774,0.6782,1613,0.6905292661048942,0.6905906973998934,0.6910325014561143,0.6907152270220028,BEARISH_CROSS,0.014744913005011647,0.4423473901503985,0.1769389560601561
2006-04-28,04:00:00,0.6334,0.6342,0.6319,0.6338,294,0.6286614465576981,0.6286343704003331,0.6284517096825021,0.6285824545249595,BULLISH_CROSS,-0.01577784790154449,0.45755758914484285,0.6311139160618497
2006-05-15,04:00:00,0.6242,0.6266,0.6233,0.6247,495,0.6309738791619476,0.6310055150880557,0.6312299558624352,0.6310688870989909,BEARISH_CROSS,-0.9924763886665572,-0.6883303985913368,-0.48023051064511
2006-05-26,12:00:00,0.6369,0.6391,0.6358,0.6376,568,0.629075380142014,0.6290140869389298,0.6287274364743412,0.6289277963554014,BULLISH_CROSS,-0.8782936010037545,-0.5018820577164337,-0.5332496863237075
2006-06-08,12:00:00,0.6277,0.6284,0.6242,0.626,1134,0.6300242864767983,0.6300636640930942,0.630188543067688,0.6301045049382509,BEARISH_CROSS,0.01597444089456693,-0.03194888178913386,0.7667731629393014
2006-06-12,08:00:00,0.6326,0.6336,0.6321,0.6326,715,0.6301103556547075,0.6300577054936646,0.6300087375181649,0.6300321547951084,BULLISH_CROSS,-0.1896933291179402,-0.6006955422067697,-1.7388555169143234
2006-06-13,00:00:00,0.6289,0.6296,0.6241,0.6257,727,0.6299542291187822,0.630021181145366,0.6301278711236304,0.6300646101016008,BEARISH_CROSS,-0.01598210004794454,-0.7032124021096484,-0.9589260028767788
2006-07-18,12:00:00,0.6268,0.628,0.6262,0.627,894,0.6167756604347181,0.6166247259259255,0.6163583404524616,0.6165204518146283,BULLISH_CROSS,-0.3508771929824529,-0.6379585326953753,-1.3237639553428986
2007-02-02,00:00:00,0.6817,0.6832,0.6767,0.6822,3675,0.691578116046597,0.6917753135222912,0.691960896293397,0.6918715478290478,BEARISH_CROSS,0.0586338317208965,-0.4837291116974612,0.30782761653473917
2007-02-16,16:00:00,0.6952,0.6976,0.695,0.6973,696,0.6896535308378563,0.6895845611025703,0.6893414300557279,0.6895070190030985,BULLISH_CROSS,0.0,0.5162770686935231,0.6023232468091182
2007-03-06,00:00:00,0.6754,0.6782,0.6719,0.6769,878,0.6935782973195196,0.6937568780125392,0.6942590441488877,0.6939262938719616,BEARISH_CROSS,0.36933077263998493,0.5170630816959756,0.9159403161471553
