trade_date,trade_time,open,high,low,close,volume,sma,std,upper_band,lower_band,signal,forward_1,forward_3,forward_6
2004-06-18,12:00:00,387.8,394.6,387.5,393.3,521,386.37,2.6479584986413602,391.66591699728275,381.07408300271726,UPPER_BAND,0.5593694380879707,0.0508517670989038,0.4322400203407039
2004-06-18,16:00:00,393.1,395.8,393.1,395.5,1287,387.055,3.131415519840125,393.31783103968024,380.79216896031977,UPPER_BAND,-0.3034134007585306,-0.48040455120100567,-0.6068268015170613
2004-06-24,08:00:00,393.6,397.8,393.6,396.6,213,394.21999999999997,0.9333583956543863,396.08671679130873,392.3532832086912,UPPER_BAND,0.9329299041855745,1.437216338880481,1.1850731215330277
2004-06-24,12:00:00,396.6,401.8,395.3,400.3,501,394.555,1.6365801956652877,397.8281603913306,391.28183960866943,UPPER_BAND,0.2498126405196103,0.2498126405196103,0.2997751686235295
2004-06-24,16:00:00,400.1,401.3,398.8,401.3,945,394.98,2.1727014472653945,399.3254028945308,390.63459710546925,UPPER_BAND,0.24919013207076998,-0.07475703962123383,0.07475703962123383
2004-06-24,20:00:00,401.1,402.8,400.8,402.3,135,395.345,2.7203860020228388,400.7857720040457,389.90422799595433,UPPER_BAND,-0.24857071836937608,-0.24857071836937608,-0.29828486204324844
2004-06-29,16:00:00,396.8,397.6,390.3,391.5,1281,400.225,2.596328379198917,405.41765675839787,395.0323432416022,LOWER_BAND,0.15325670498084873,0.1277139208173691,0.45977011494253167
2004-06-29,20:00:00,392.1,392.3,391.0,392.1,206,399.815,3.1683093615567834,406.1516187231136,393.4783812768864,LOWER_BAND,0.0,0.2550369803621525,-0.12751849018107625
2004-06-30,00:00:00,391.1,393.0,391.1,392.1,64,399.355,3.582189127805845,406.5193782556117,392.19062174438835,LOWER_BAND,-0.025503698036221052,0.3060443764345801,0.5610813567967327
2004-07-02,12:00:00,394.0,399.8,391.3,397.8,446,394.035,1.835691465877346,397.7063829317547,390.36361706824533,UPPER_BAND,-0.1759678230266437,0.07541478129713709,-1.3071895424836573
2004-07-07,16:00:00,397.8,403.1,397.6,402.0,420,395.565,2.53839464394758,400.64178928789516,390.48821071210483,UPPER_BAND,-0.04975124378109169,-0.6716417910447733,1.4925373134328357
2004-07-07,20:00:00,401.8,402.6,401.1,401.8,116,395.94,2.8735453986139845,401.68709079722794,390.19290920277206,UPPER_BAND,-0.2986560477849648,-0.049776007964158445,1.368840219014435
2004-07-08,16:00:00,404.3,408.1,403.5,408.0,458,398.03000000000003,4.2013907471845595,406.4327814943691,389.62721850563094,UPPER_BAND,-0.17156862745097762,-0.5882352941176415,-0.17156862745097762
2004-07-13,12:00:00,404.3,404.3,400.6,401.8,214,405.84000000000003,1.8365872240613184,409.51317444812264,402.1668255518774,LOWER_BAND,-0.24888003982080636,0.049776007964158445,0.8213041314086638
2004-07-13,16:00:00,401.6,402.1,399.6,400.8,846,405.8,1.9396147202896183,409.67922944057926,401.92077055942076,LOWER_BAND,0.07485029940120044,0.3243512974051925,0.8233532934131765
2004-07-13,20:00:00,401.1,402.1,400.6,401.1,293,405.64,2.186176667394193,410.0123533347884,401.2676466652116,LOWER_BAND,0.22438294689603022,0.6232859636000997,0.9224632261281448
2004-07-16,16:00:00,404.5,407.1,404.3,406.6,406,403.285,1.4593708089102215,406.20374161782047,400.3662583821796,UPPER_BAND,-0.12297097884899162,-0.02459419576980392,-0.3689129365469749
2004-07-20,16:00:00,401.8,401.8,398.6,399.5,1042,404.48,1.8591452478591237,408.19829049571825,400.7617095042818,LOWER_BAND,0.3254067584480629,0.20025031289111675,-1.0012515644555695
2004-07-21,12:00:00,400.8,400.8,397.1,397.6,276,403.70500000000004,2.764526227613534,409.23405245522713,398.17594754477295,LOWER_BAND,-0.5281690140845128,-0.4527162977867231,-0.12575452716297786
