trade_date,trade_time,open,high,low,close,volume,momentum,forward_1,forward_3,forward_6
2003-04-29,12:00:00,1.0988,1.0992,1.0951,1.0959,1836,BEARISH_NY_OPEN,1.4782370654256767,2.363354320649677,4.170088511725509
2003-04-30,12:00:00,1.1134,1.1151,1.1115,1.1121,1895,BEARISH_NY_OPEN,0.5575038215987755,1.007103677726812,3.1831669813865546
2003-05-01,12:00:00,1.117,1.1192,1.1155,1.1183,1751,BULLISH_NY_OPEN,0.31297505141731524,1.305553071626571,2.637932576231768
2003-05-02,12:00:00,1.1216,1.1275,1.1207,1.1218,2041,BULLISH_NY_OPEN,0.133713674451779,1.7650205027634196,3.351756106257807
2003-05-05,12:00:00,1.1215,1.124,1.121,1.1233,2410,BULLISH_NY_OPEN,0.8546247663135452,2.154366598415383,2.715214101308642
2003-05-06,12:00:00,1.1335,1.1369,1.1321,1.1329,2515,BEARISH_NY_OPEN,0.7679406832023947,1.3152087562891617,1.4740930355724193
2003-05-07,12:00:00,1.1389,1.1436,1.1383,1.1416,2438,BULLISH_NY_OPEN,0.5168185003503869,1.5592151366503186,0.324106517168889
2003-05-08,12:00:00,1.1357,1.1488,1.1343,1.1475,2711,BULLISH_NY_OPEN,0.026143790849670327,0.5490196078431349,0.19172113289760173
2003-05-09,12:00:00,1.1501,1.1518,1.1454,1.1478,2642,BEARISH_NY_OPEN,1.0106290294476439,0.15682174594877366,1.7337515246558661
2003-05-12,12:00:00,1.1595,1.1605,1.1566,1.1594,2435,BEARISH_NY_OPEN,-0.48300845264792563,-1.216146282559945,0.4485078488873636
2003-05-13,12:00:00,1.1513,1.1559,1.1492,1.1538,2171,BULLISH_NY_OPEN,-0.3640145605824217,-0.3553475472352221,1.2220488819552784
2003-05-14,12:00:00,1.1503,1.1522,1.1477,1.1496,2176,BEARISH_NY_OPEN,-0.37404314544189027,1.57446068197634,1.9137091162143374
2003-05-15,12:00:00,1.1479,1.1488,1.1443,1.1453,2049,BEARISH_NY_OPEN,0.3841788177769981,1.68514799615822,2.8551471230245307
2003-05-16,12:00:00,1.1425,1.1514,1.1418,1.1497,2024,BULLISH_NY_OPEN,1.5656258154301137,1.5830216578237795,2.75724101939637
2003-05-19,12:00:00,1.1718,1.1727,1.163,1.1677,2166,BEARISH_NY_OPEN,-0.26547914704118186,0.3339898946647268,1.9097370900059936
2003-05-20,12:00:00,1.1612,1.1671,1.1602,1.1646,2142,BULLISH_NY_OPEN,0.2833590932508894,1.1506096513824366,0.94453031083633
2003-05-21,12:00:00,1.1716,1.1724,1.1663,1.1679,2176,BEARISH_NY_OPEN,0.31680794588578104,1.1559208836373034,0.6849901532665474
2003-05-22,12:00:00,1.1668,1.1732,1.1665,1.1716,2178,BULLISH_NY_OPEN,0.5462615227039913,1.5705018777739819,0.9132809832707351
2003-05-23,12:00:00,1.1787,1.1812,1.1777,1.178,2255,BEARISH_NY_OPEN,0.28862478777589723,-0.20373514431239031,-0.7300509337860732
2003-05-26,12:00:00,1.1812,1.1827,1.1808,1.1814,1702,BULLISH_NY_OPEN,0.7279498899610581,-0.46554934823091765,-0.8464533604198416
2003-05-27,12:00:00,1.1895,1.1928,1.1885,1.19,2007,BULLISH_NY_OPEN,-1.2100840336134429,-0.6470588235294151,-1.6974789915966384
2003-05-28,12:00:00,1.179,1.1802,1.1706,1.1756,2265,BEARISH_NY_OPEN,0.025518883974138054,-0.5273902687989097,0.4168084382443115
2003-05-29,12:00:00,1.1713,1.1781,1.1691,1.1759,2284,BULLISH_NY_OPEN,0.5442639680244886,-0.38268560251721645,-0.21260311250956263
2003-05-30,12:00:00,1.1832,1.1859,1.1813,1.1823,2077,BEARISH_NY_OPEN,-1.0910936310580996,-1.057261270405139,-0.3044912458766663
2003-06-02,12:00:00,1.1681,1.1723,1.1663,1.1694,2157,BULLISH_NY_OPEN,0.17102787754403984,0.9492047203694296,0.03420557550880417
2003-06-03,12:00:00,1.1771,1.1777,1.1702,1.1714,2074,BEARISH_NY_OPEN,-0.13658869728530354,0.1707358716066247,0.4609868533378924
2003-06-04,12:00:00,1.1731,1.1734,1.1684,1.1698,2203,BEARISH_NY_OPEN,0.9146862711574759,0.7608138143272466,0.18806633612583176
2003-06-05,12:00:00,1.1676,1.1831,1.167,1.1805,2366,BULLISH_NY_OPEN,-0.6014400677679039,-0.9063955950868405,-0.3727234222787108
2003-06-06,12:00:00,1.1865,1.1881,1.1698,1.1734,2223,BEARISH_NY_OPEN,0.45167888188171834,0.2897562638486509,1.11641384012273
2003-06-09,12:00:00,1.1731,1.1788,1.1688,1.1787,2292,BULLISH_NY_OPEN,-0.7550691439721837,-0.5684228387206371,-0.04241961482991151
2003-06-10,12:00:00,1.1714,1.1731,1.168,1.1698,1979,BEARISH_NY_OPEN,0.5983928876731165,0.5385535989057935,0.05129081894342247
2003-06-11,12:00:00,1.1727,1.1776,1.1708,1.1768,2105,BULLISH_NY_OPEN,-0.40788579197825775,0.8242692046227091,-1.0791978246091227
2003-06-12,12:00:00,1.1767,1.177,1.1713,1.172,2240,BEARISH_NY_OPEN,0.34982935153583555,0.5290102389078485,-0.6825938566552907
2003-06-13,12:00:00,1.1778,1.1797,1.1736,1.1761,2092,BEARISH_NY_OPEN,0.884278547742555,-0.4846526655896451,-1.853583878921845
2003-06-16,12:00:00,1.1895,1.1908,1.184,1.1865,2166,BEARISH_NY_OPEN,-0.6995364517488576,-1.8879056047197806,-2.520016856300045
2003-06-17,12:00:00,1.1846,1.1858,1.1772,1.1782,1982,BEARISH_NY_OPEN,-0.6620268205737402,-1.205228314377864,-1.8842301816329996
2003-06-18,12:00:00,1.1756,1.1762,1.1685,1.1704,2119,BEARISH_NY_OPEN,-0.538277511961739,-1.375598086124402,-2.255639097744378
2003-06-19,12:00:00,1.1634,1.1679,1.1618,1.1641,2118,BULLISH_NY_OPEN,-0.00859032729146886,-0.6442745468602217,-1.881281676831871
2003-06-20,12:00:00,1.1693,1.1701,1.1631,1.164,1978,BEARISH_NY_OPEN,-0.8333333333333179,-0.6872852233676983,-1.8384879725085794
2003-06-23,12:00:00,1.1535,1.1559,1.152,1.1543,2273,BULLISH_NY_OPEN,0.19925495971584237,-0.89231568916228,-0.051979554708494836
2003-06-24,12:00:00,1.1559,1.1584,1.1552,1.1566,1937,BULLISH_NY_OPEN,-0.05187618882934082,-1.2450285319038534,-0.2680269756182001
2003-06-25,12:00:00,1.1523,1.1575,1.1511,1.156,2063,BULLISH_NY_OPEN,-1.0380622837370252,-1.1591695501729982,-0.3633217993079569
2003-06-26,12:00:00,1.1481,1.149,1.1425,1.144,2104,BEARISH_NY_OPEN,-0.15734265734264002,0.8479020979021016,0.19230769230770997
2003-06-27,12:00:00,1.1417,1.1444,1.1407,1.1422,1890,BULLISH_NY_OPEN,0.0350201365785288,0.9893188583435356,-0.6916476974260215
2003-06-30,12:00:00,1.1434,1.1445,1.14,1.1426,1764,BEARISH_NY_OPEN,0.971468580430587,0.8051811657622855,-0.8139331349553725
2003-07-01,12:00:00,1.1534,1.157,1.1525,1.1537,1849,BULLISH_NY_OPEN,-0.017335529167025916,-0.6500823437635296,-1.6122042125335831
2003-07-02,12:00:00,1.1542,1.1551,1.1527,1.1535,2007,BEARISH_NY_OPEN,-0.14737754659731556,-1.6644993498049314,-1.6471608149111319
2003-07-03,12:00:00,1.1462,1.1528,1.1443,1.1518,2223,BULLISH_NY_OPEN,-0.4861955200555502,-1.606181628754989,-1.9795103316547953
2003-07-04,12:00:00,1.1478,1.149,1.1446,1.1462,2130,BEARISH_NY_OPEN,-1.0382132263130361,-0.968417379165949,-1.38719246204851
2003-07-07,12:00:00,1.1416,1.142,1.1337,1.1343,2224,BEARISH_NY_OPEN,-0.08816009873932044,0.017632019747860175,-0.32619236533545237
2003-07-08,12:00:00,1.1288,1.1338,1.1265,1.1333,2306,BULLISH_NY_OPEN,0.15882820082943827,-0.3794229242036505,-1.6059295861642984
2003-07-09,12:00:00,1.134,1.137,1.1326,1.1351,2251,BULLISH_NY_OPEN,-0.052858778962200155,-0.4228702316976403,-1.4976654039291608
2003-07-10,12:00:00,1.1328,1.1365,1.131,1.1345,2365,BULLISH_NY_OPEN,-0.48479506390480914,-0.343763772587044,-1.2869105332745852
2003-07-11,12:00:00,1.1332,1.1344,1.1284,1.129,2138,BEARISH_NY_OPEN,0.11514614703277935,-1.2311780336581066,-0.16829052258636074
2003-07-14,12:00:00,1.126,1.1312,1.1257,1.1303,2001,BULLISH_NY_OPEN,0.026541626116957172,-1.0793594620897096,0.46890206139961604
2003-07-15,12:00:00,1.1282,1.1341,1.128,1.1306,2179,BULLISH_NY_OPEN,-1.3709534760304323,-0.9464001415177917,0.902175835839376
2003-07-16,12:00:00,1.1149,1.117,1.1124,1.1151,2071,BULLISH_NY_OPEN,0.2690341673392623,1.0761366693570094,2.6096314231907565
2003-07-17,12:00:00,1.1227,1.1253,1.1178,1.1181,2235,BEARISH_NY_OPEN,0.16098738932115209,1.5651551739558043,2.790448081566934
2003-07-18,12:00:00,1.1212,1.122,1.1182,1.1199,2104,BEARISH_NY_OPEN,0.6429145459416105,1.866238056969385,2.535940708991893
2003-07-21,12:00:00,1.1286,1.1304,1.1266,1.1271,2134,BEARISH_NY_OPEN,0.7541478129713381,1.5171679531541225,1.7922100967083663
2003-07-22,12:00:00,1.1366,1.1375,1.1338,1.1356,2024,BEARISH_NY_OPEN,0.45790771398380536,1.2064107079957773,0.44029587883058435
2003-07-23,12:00:00,1.1376,1.1419,1.1376,1.1408,1985,BULLISH_NY_OPEN,0.2980364656381548,0.657433380084157,-1.0781907433380065
2003-07-24,12:00:00,1.1483,1.1507,1.1434,1.1442,1985,BEARISH_NY_OPEN,0.4457262716308234,0.2709316553050061,-2.298549204684514
2003-07-25,12:00:00,1.1484,1.1507,1.1444,1.1493,2092,BULLISH_NY_OPEN,-0.0870094840337501,-0.7569825110937031,-1.6531801966414257
2003-07-28,12:00:00,1.1517,1.1523,1.1452,1.1483,2039,BEARISH_NY_OPEN,-0.08708525646609003,-1.724288078028393,-1.4369067316903406
2003-07-29,12:00:00,1.1513,1.1516,1.1452,1.1473,2101,BEARISH_NY_OPEN,-0.5839797786106448,-2.5625381330079398,-0.8890438420639751
2003-07-30,12:00:00,1.1441,1.1454,1.1398,1.1406,2078,BEARISH_NY_OPEN,-1.060845169209188,-0.9030334911450092,-0.3682272488164108
2003-07-31,12:00:00,1.133,1.1337,1.1278,1.1285,2154,BEARISH_NY_OPEN,-0.9392999556934128,0.29242357111208317,0.26583961010189555
2003-08-01,12:00:00,1.1159,1.1218,1.115,1.1179,2323,BULLISH_NY_OPEN,1.1092226496108946,1.717506038107175,1.243402808838002
2003-08-04,12:00:00,1.1304,1.1322,1.1292,1.1303,1995,BEARISH_NY_OPEN,0.13270813058478587,0.5396797310448548,-0.10616650446784834
2003-08-05,12:00:00,1.1355,1.1358,1.1308,1.1318,2026,BEARISH_NY_OPEN,0.468280614949645,-0.026506449902806765,-0.5566354479590009
2003-08-06,12:00:00,1.14,1.1411,1.1361,1.1371,1980,BEARISH_NY_OPEN,-0.061560109049329244,-0.4660979685164086,-0.940990238325559
2003-08-07,12:00:00,1.1347,1.1379,1.1343,1.1364,1986,BULLISH_NY_OPEN,-0.4311862020415458,-0.642379443857804,-0.9239704329461612
2003-08-08,12:00:00,1.1331,1.136,1.1305,1.1315,1987,BEARISH_NY_OPEN,0.026513477684486697,-0.5302695536897928,-1.2726469288554987
2003-08-11,12:00:00,1.1276,1.1321,1.1264,1.1318,1858,BULLISH_NY_OPEN,-0.23855804912528053,-0.47711609825056106,-2.1823643753313258
2003-08-12,12:00:00,1.1356,1.1358,1.1283,1.1291,1879,BEARISH_NY_OPEN,-0.3188380125763925,-0.2834115667345755,-1.4790541138960178
2003-08-13,12:00:00,1.1251,1.1293,1.1239,1.1255,2061,BULLISH_NY_OPEN,0.0799644602399043,-0.7463349622390016,-2.3011994669036016
2003-08-14,12:00:00,1.1328,1.133,1.1251,1.1264,1992,BEARISH_NY_OPEN,-0.044389204545469366,-1.7134232954545539,-3.391335227272728
2003-08-15,12:00:00,1.1263,1.1291,1.1244,1.1259,2056,BEARISH_NY_OPEN,-0.7815969446664819,-1.1990407673860775,-3.2329691802113856
2003-08-18,12:00:00,1.1226,1.1233,1.1158,1.1171,1743,BEARISH_NY_OPEN,-0.8951750067138133,-1.5665562617491784,-3.195774773968316
2003-08-19,12:00:00,1.1105,1.1121,1.1053,1.1071,1916,BEARISH_NY_OPEN,0.4787282088338978,-1.707162857917073,-1.3910215879324435
2003-08-20,12:00:00,1.1121,1.1133,1.1081,1.1124,1880,BULLISH_NY_OPEN,-1.1506652283351442,-2.058612010068334,-2.5170801869831014
2003-08-21,12:00:00,1.1006,1.1018,1.0976,1.0996,1852,BEARISH_NY_OPEN,-1.036740632957426,-1.6551473263004726,-0.5183703164787029
2003-08-22,12:00:00,1.0929,1.0931,1.0865,1.0882,2071,BEARISH_NY_OPEN,0.11946333394595265,0.32163205293143143,0.8730012865281972
2003-08-25,12:00:00,1.0908,1.0916,1.0882,1.0895,1780,BEARISH_NY_OPEN,-0.7434603028912342,-0.4681046351537295,-0.3946764570904058
2003-08-26,12:00:00,1.0857,1.0862,1.0788,1.0814,1993,BEARISH_NY_OPEN,0.9524690216386144,1.1559090068429978,-0.25892361753281984
2003-08-27,12:00:00,1.0892,1.0935,1.0885,1.0917,2076,BULLISH_NY_OPEN,-0.6686818723092299,0.5496015388843094,-0.5221214619400767
2003-08-28,12:00:00,1.0872,1.0877,1.0809,1.0844,2098,BEARISH_NY_OPEN,0.8760604942825585,0.07377351530799629,1.401696790852073
2003-08-29,12:00:00,1.0913,1.0954,1.0884,1.0939,2073,BULLISH_NY_OPEN,0.3473809306152119,-1.3986653258981707,1.1518420330925994
2003-09-01,12:00:00,1.0982,1.0992,1.0953,1.0977,1898,BEARISH_NY_OPEN,-1.1387446479001508,-1.065864990434529,1.5213628495946216
2003-09-02,12:00:00,1.0865,1.087,1.0831,1.0852,2078,BEARISH_NY_OPEN,-0.6081828234426778,1.3269443420567608,3.271286398820502
2003-09-03,12:00:00,1.0801,1.0826,1.0776,1.0786,1987,BEARISH_NY_OPEN,0.6860745410717665,2.586686445392178,3.801223808640824
2003-09-04,12:00:00,1.0836,1.0874,1.0809,1.086,2008,BULLISH_NY_OPEN,1.2523020257826736,2.6151012891344365,3.591160220994468
2003-09-05,12:00:00,1.0946,1.1024,1.0914,1.0996,2059,BULLISH_NY_OPEN,0.6275009094216195,1.9188795925791307,2.537286285922157
2003-09-08,12:00:00,1.1068,1.1102,1.1047,1.1065,1993,BEARISH_NY_OPEN,0.713962946226843,1.183913239945765,1.5544509715318466
2003-09-09,12:00:00,1.111,1.1153,1.1101,1.1144,2036,BULLISH_NY_OPEN,0.5653266331658267,0.9511844938980565,0.5653266331658267
2003-09-10,12:00:00,1.1188,1.1215,1.1162,1.1207,1889,BULLISH_NY_OPEN,-0.09815294012671552,0.6067636298741783,0.8030695101275896
2003-09-11,12:00:00,1.123,1.1258,1.1193,1.1196,1984,BEARISH_NY_OPEN,0.4823151125401993,0.3662022150768125,1.053947838513758
2003-09-12,12:00:00,1.1172,1.1265,1.1135,1.125,2074,BULLISH_NY_OPEN,0.2222222222222175,-0.38222222222221963,1.7866666666666673
2003-09-15,12:00:00,1.1271,1.1291,1.1251,1.1275,1967,BULLISH_NY_OPEN,-0.33702882483370517,0.19512195121951043,1.7915742793791574
2003-09-16,12:00:00,1.125,1.1259,1.121,1.1237,1851,BEARISH_NY_OPEN,-0.2669751713090586,0.6852362730266122,2.0290113019489326
2003-09-17,12:00:00,1.1168,1.1228,1.1153,1.1207,1941,BULLISH_NY_OPEN,0.8030695101275896,2.1772106719014883,2.4002855358258164
2003-09-18,12:00:00,1.1284,1.1309,1.1254,1.1297,2052,BULLISH_NY_OPEN,0.15048242896344471,1.5933433654952658,1.3986013986014019
2003-09-19,12:00:00,1.127,1.1334,1.1264,1.1314,1859,BULLISH_NY_OPEN,1.2108891638677783,1.3346296623652214,1.104825879441396
2003-09-22,12:00:00,1.1481,1.1491,1.1441,1.1451,1967,BEARISH_NY_OPEN,0.22705440572875168,0.2183215439699543,1.9386953104532354
2003-09-23,12:00:00,1.1495,1.1501,1.1453,1.1477,1949,BEARISH_NY_OPEN,-0.1045569399668788,-0.19168772327263045,1.6467718044785344
2003-09-24,12:00:00,1.1477,1.1487,1.1454,1.1465,1907,BEARISH_NY_OPEN,0.0959441779328285,-0.22677714784126976,1.9799389446140374
2003-09-25,12:00:00,1.1482,1.1524,1.1469,1.1476,1953,BEARISH_NY_OPEN,-0.1829905890554192,1.7166260020913255,1.3593586615545539
2003-09-26,12:00:00,1.1474,1.1502,1.1439,1.1455,1879,BEARISH_NY_OPEN,-0.1396769969445697,1.8419903972064704,1.457878655608899
2003-09-29,12:00:00,1.1396,1.1444,1.1396,1.1439,1936,BULLISH_NY_OPEN,2.04563335955941,2.211731794737311,2.9285776728735105
2003-09-30,12:00:00,1.1661,1.1695,1.165,1.1673,2146,BULLISH_NY_OPEN,-0.05996744624346123,-0.35123789942602524,0.9766126959650542
2003-10-01,12:00:00,1.1674,1.1706,1.1661,1.1666,1964,BEARISH_NY_OPEN,0.22286987827875326,-0.3771644093948381,0.6086062060689083
2003-10-02,12:00:00,1.1737,1.1743,1.1672,1.1692,2111,BEARISH_NY_OPEN,-0.5131713992473491,0.7013342456380418,1.1717413616147832
2003-10-03,12:00:00,1.1705,1.1718,1.1625,1.1632,2182,BEARISH_NY_OPEN,-0.08596973865200412,1.3325309491059205,0.765130674002743
2003-10-06,12:00:00,1.1586,1.1633,1.1572,1.1622,1728,BULLISH_NY_OPEN,1.307864395112726,0.989502667355022,0.18069179143004568
2003-10-07,12:00:00,1.1784,1.1801,1.176,1.1774,2041,BEARISH_NY_OPEN,0.11041277390861891,0.4671309665364413,-1.4523526414132744
2003-10-08,12:00:00,1.1812,1.1816,1.1769,1.1787,2062,BEARISH_NY_OPEN,-0.4241961482989832,-0.5599389157546586,-1.3150080597268234
2003-10-09,12:00:00,1.1845,1.1851,1.1729,1.1737,2019,BEARISH_NY_OPEN,0.7838459572292832,-0.8008860867342655,-1.4228508136661786
2003-10-10,12:00:00,1.172,1.1833,1.1719,1.1829,2205,BULLISH_NY_OPEN,-0.9130103981739912,-1.9105587961788784,-1.7245751965508471
2003-10-13,12:00:00,1.1668,1.1732,1.1652,1.1721,2064,BULLISH_NY_OPEN,-0.6654722293319708,-0.7593208770582637,-0.571623581605659
2003-10-14,12:00:00,1.1626,1.1673,1.1613,1.1643,2031,BULLISH_NY_OPEN,-0.3435540668212473,-0.6269861719487987,0.5840419135961642
2003-10-15,12:00:00,1.1695,1.1703,1.1602,1.1603,2027,BEARISH_NY_OPEN,0.24993536154441975,0.1896061363440472,1.663362923381873
2003-10-16,12:00:00,1.1607,1.165,1.1602,1.1632,2013,BULLISH_NY_OPEN,-0.5330123796423645,0.18913342503438615,1.4872764786795127
2003-10-17,12:00:00,1.1597,1.162,1.1553,1.157,1877,BEARISH_NY_OPEN,0.4753673292999188,1.2186689714779604,1.4347450302506437
2003-10-20,12:00:00,1.1688,1.169,1.1606,1.1625,2094,BEARISH_NY_OPEN,0.24946236559138946,1.4709677419354745,0.4559139784946116
2003-10-21,12:00:00,1.1643,1.1666,1.1617,1.1654,1968,BULLISH_NY_OPEN,0.4891024540930186,1.2956924661060676,0.3947142611978666
2003-10-22,12:00:00,1.1689,1.1712,1.167,1.1711,1866,BULLISH_NY_OPEN,0.7258133378874521,0.2134745111433649,0.3074032960464561
2003-10-23,12:00:00,1.1802,1.1818,1.1768,1.1796,2112,BEARISH_NY_OPEN,0.07629704984741632,-1.0003390979993245,-1.4581213970837472
2003-10-24,12:00:00,1.1785,1.1812,1.1762,1.1805,1946,BULLISH_NY_OPEN,-0.584498094027965,-0.8894536213469016,-1.7789072426937846
2003-10-27,12:00:00,1.1745,1.1787,1.1735,1.1736,1936,BEARISH_NY_OPEN,-0.4942058623040242,0.09372869802318515,-2.2409679618268568
2003-10-28,12:00:00,1.1735,1.1745,1.166,1.1678,1979,BEARISH_NY_OPEN,0.18838842267511388,-0.46240794656617995,-2.0722726494262718
2003-10-29,12:00:00,1.1711,1.1721,1.1691,1.17,1906,BEARISH_NY_OPEN,0.40170940170941444,-0.8974358974358936,-2.418803418803418
2003-10-30,12:00:00,1.1671,1.1759,1.1663,1.1747,2065,BULLISH_NY_OPEN,-1.0470758491529732,-2.33251042819444,-2.341023239976171
2003-10-31,12:00:00,1.1632,1.165,1.1612,1.1624,1786,BEARISH_NY_OPEN,-0.24948382656573678,-1.6173434273916165,-1.1011699931177
2003-11-03,12:00:00,1.158,1.1623,1.1573,1.1595,1836,BULLISH_NY_OPEN,-1.0521776627856825,-1.5351444588184595,0.17248814144027613
2003-11-05,12:00:00,1.1453,1.148,1.1442,1.1473,1801,BULLISH_NY_OPEN,-0.3224962956506613,-0.008716116098665475,1.8652488451146243
2003-11-06,12:00:00,1.1462,1.1468,1.1432,1.1436,1870,BEARISH_NY_OPEN,-0.16614200769499937,0.524658971668416,2.9555788737320787
2003-11-07,12:00:00,1.1418,1.1442,1.141,1.1417,1927,BEARISH_NY_OPEN,0.4817377594814803,1.7342559341333135,3.468511868266627
2003-11-10,12:00:00,1.1504,1.1514,1.1467,1.1472,1956,BEARISH_NY_OPEN,0.2092050209204984,1.8741283124128378,2.6324965132496514
2003-11-11,12:00:00,1.1494,1.1515,1.1486,1.1496,1845,BULLISH_NY_OPEN,1.0351426583159378,2.418232428670846,3.7665274878218615
2003-11-12,12:00:00,1.1559,1.1621,1.1558,1.1615,1988,BULLISH_NY_OPEN,0.6198880757641064,1.7046922083512734,2.6086956521739126
2003-11-13,12:00:00,1.1689,1.1707,1.1676,1.1687,1976,BEARISH_NY_OPEN,0.7444168734491254,0.7444168734491254,1.7968683152220337
2003-11-14,12:00:00,1.1776,1.1796,1.1768,1.1774,1878,BEARISH_NY_OPEN,0.33123832172583784,1.3164599966026898,0.30575845082385317
2003-11-17,12:00:00,1.1819,1.1842,1.1796,1.1813,1840,BEARISH_NY_OPEN,-0.33014475577753444,0.8888512655548932,-0.37247100651823917
2003-11-18,12:00:00,1.1785,1.1792,1.1736,1.1774,1919,BEARISH_NY_OPEN,1.3164599966026898,1.0446747069814828,0.3906913538304686
2003-11-19,12:00:00,1.1947,1.1951,1.1897,1.1929,2237,BEARISH_NY_OPEN,-0.09221225584710377,-0.9975689496185782,-0.2179562410931476
2003-11-20,12:00:00,1.1914,1.1943,1.1903,1.1918,1963,BULLISH_NY_OPEN,-0.17620406108407374,-1.2502097667393786,0.6460815573082767
2003-11-21,12:00:00,1.1893,1.1903,1.1856,1.1897,1984,BULLISH_NY_OPEN,-0.7312767924686837,-0.6472219887366597,0.9582247625451858
2003-11-24,12:00:00,1.1872,1.1879,1.1778,1.181,2152,BEARISH_NY_OPEN,-0.34716342082980456,0.7874682472480833,1.2955122777307255
2003-11-25,12:00:00,1.1811,1.1814,1.1754,1.1769,1979,BEARISH_NY_OPEN,0.4333418302319553,1.9202990908318425,2.9144362307757663
2003-11-26,12:00:00,1.1824,1.1843,1.1812,1.182,2026,BEARISH_NY_OPEN,0.7021996615905224,1.6159052453468798,2.07275803722504
2003-11-27,12:00:00,1.1911,1.1921,1.1897,1.1903,1841,BEARISH_NY_OPEN,0.772914391329925,0.5040746030412506,1.4198101318995329
2003-11-28,12:00:00,1.1937,1.2019,1.1928,1.1995,2277,BULLISH_NY_OPEN,0.13338891204668996,0.9754064193413958,1.7007086285952457
2003-12-01,12:00:00,1.1991,1.2044,1.1989,1.2011,2028,BULLISH_NY_OPEN,-0.3996336691366362,0.44958787777869025,2.0314711514445074
2003-12-02,12:00:00,1.1968,1.1978,1.1943,1.1963,1963,BEARISH_NY_OPEN,1.245506979854563,0.9111426899607233,2.3071136002674972
2003-12-03,12:00:00,1.2082,1.2131,1.2072,1.2112,2341,BULLISH_NY_OPEN,-0.3880449141347546,0.7182959048877088,0.4458388375165001
2003-12-04,12:00:00,1.207,1.2086,1.2051,1.2065,1900,BEARISH_NY_OPEN,0.05801906340655988,1.57480314960631,1.5250725238292744
2003-12-05,12:00:00,1.2069,1.2091,1.2062,1.2072,2001,BULLISH_NY_OPEN,1.0520212060967473,1.3833664678595043,1.250828363154398
2003-12-08,12:00:00,1.2183,1.2216,1.2174,1.2199,1966,BULLISH_NY_OPEN,0.45905402082138286,-0.270513976555462,1.1312402655955436
2003-12-09,12:00:00,1.2244,1.2278,1.2243,1.2255,1876,BULLISH_NY_OPEN,-0.13055895552835953,-0.04895960832312802,0.5467156262749839
2003-12-10,12:00:00,1.217,1.2244,1.2165,1.2239,2190,BULLISH_NY_OPEN,-0.5964539586567599,-0.13072963477408658,1.3890023694746223
2003-12-11,12:00:00,1.2155,1.2175,1.2137,1.2166,2038,BULLISH_NY_OPEN,0.6822291632418377,1.4055564688476176,2.0220286043071
2003-12-12,12:00:00,1.2255,1.2258,1.2234,1.2249,1966,BEARISH_NY_OPEN,-0.21226222548780777,0.5959670177157206,1.428688056167838
2003-12-15,12:00:00,1.2219,1.2241,1.2193,1.2223,2112,BULLISH_NY_OPEN,0.9326679211322979,1.5217213450053138,1.4153644768060292
2003-12-16,12:00:00,1.2345,1.2365,1.2327,1.2337,1952,BEARISH_NY_OPEN,-0.12158547458864043,0.6079273729431841,0.9970008916268117
2003-12-17,12:00:00,1.2334,1.2351,1.2301,1.2322,2040,BEARISH_NY_OPEN,0.7060542119785692,0.827787696802466,1.4526862522317827
2003-12-18,12:00:00,1.2411,1.2439,1.239,1.2409,2123,BEARISH_NY_OPEN,0.02417600128940197,-0.10476267225399764,0.7494560399709957
2003-12-19,12:00:00,1.2426,1.2432,1.24,1.2412,1878,BEARISH_NY_OPEN,0.09668063164678277,0.3867225265871669,1.699967773122776
2003-12-22,12:00:00,1.2419,1.2449,1.2415,1.2424,1834,BULLISH_NY_OPEN,-0.2253702511268443,0.6197681905988442,1.4649066323245328
2003-12-23,12:00:00,1.2413,1.243,1.2389,1.2396,1835,BEARISH_NY_OPEN,0.5162955792190999,0.8551145530816345,1.556953856082597
2003-12-26,12:00:00,1.2454,1.2465,1.2438,1.246,1206,BULLISH_NY_OPEN,0.32905296950240714,1.3081861958266436,1.749598715890854
2003-12-29,12:00:00,1.2473,1.2512,1.2466,1.2501,1809,BULLISH_NY_OPEN,0.007999360051195023,0.8399328053755662,2.039836813054962
2003-12-30,12:00:00,1.2496,1.2507,1.2489,1.2502,1637,BULLISH_NY_OPEN,0.9678451447768357,0.6958886578147441,1.439769636858104
2003-12-31,12:00:00,1.2615,1.2627,1.2597,1.2623,1798,BULLISH_NY_OPEN,-0.13467479996831455,0.4357125881327783,0.007922047056958646
2004-01-01,12:00:00,1.2597,1.2606,1.2583,1.2606,31,BULLISH_NY_OPEN,-0.13485641757893344,1.1899095668729276,1.039187688402357
2004-01-02,12:00:00,1.2593,1.2631,1.2572,1.2589,2052,BEARISH_NY_OPEN,0.7069663992374399,0.7387401699896804,1.9382000158869015
2004-01-05,12:00:00,1.2639,1.2692,1.2635,1.2678,2144,BULLISH_NY_OPEN,0.6152389966871769,-0.4259346900142035,0.5836882789083334
2004-01-06,12:00:00,1.2715,1.2767,1.271,1.2756,2056,BULLISH_NY_OPEN,-0.5801191596111691,-0.14894951395421863,-0.5957980558168745
2004-01-07,12:00:00,1.2667,1.2686,1.2648,1.2682,2052,BULLISH_NY_OPEN,-0.45734111338905753,1.190663933133584,-0.33117804762655584
2004-01-08,12:00:00,1.2594,1.2642,1.256,1.2624,2094,BULLISH_NY_OPEN,0.8951204055766863,1.0139416983523386,-1.0614702154625997
