Asset,Bullish Signals,Bearish Signals,Total Signals,Bullish 1 Candle,Bearish 1 Candle,Bullish 1 Avg,Bearish 1 Avg,Bullish 3 Candle,Bearish 3 Candle,Bullish 3 Avg,Bearish 3 Avg,Bullish 6 Candle,Bearish 6 Candle,Bullish 6 Avg,Bearish 6 Avg
EURUSD,2732,2601,5333,50.475841874084914,48.17377931564783,0.0012205322815867876,0.0030416613333038842,51.28111273792094,48.63514033064206,0.006513071726834959,0.00792036652773525,52.01317715959004,50.05767012687428,0.024273067532358653,0.012766113966530126
GBPUSD,2873,2532,5405,48.38148277062304,46.76145339652449,-0.005203272519783768,0.004378403215829501,51.096414897319875,48.657187993680886,0.00027754735376637655,0.01315414241776121,50.19143752175427,48.064770932069514,0.005075158888979146,0.015647289821696775
USDCHF,717,648,1365,51.60390516039052,47.376543209876544,0.008576651516177694,0.007638280867249242,50.348675034867505,51.85185185185185,0.0022899764682302007,-0.016993627653842682,49.37238493723849,52.160493827160494,0.015364516868816937,-0.032041793362842456
AUDUSD,2153,1951,4104,48.862052949372966,48.18042029728345,-0.002140110880680877,-0.005409660444842448,51.09150023223409,48.07790876473603,0.005231503542044813,-0.002394148142802978,50.348351137947056,48.18042029728345,0.01783260348524722,-0.013010406643766742
NZDUSD,1887,1810,3697,50.29146793852676,51.8232044198895,-0.0002400466510214621,-0.007591856419023744,52.04027556968733,49.11602209944751,0.010636392201592093,-0.011173197765047016,52.41123476417594,50.33149171270718,0.011491620303720276,-0.03244201819321044
USDCAD,602,478,1080,51.993355481727576,50.627615062761514,0.006814807442496971,-0.0018957020212703188,50.99667774086378,48.95397489539749,0.0008754359690500969,-0.001669879898268247,50.498338870431894,47.28033472803347,-0.014372989389504003,0.0021669488535052584
USDJPY,2897,2365,5262,49.257852951328964,49.556025369978855,-0.0020967395955464544,-0.0020747640749471464,50.70762858129099,49.809725158562365,0.004496345838240453,0.0026181253198151347,51.39799792889196,47.23044397463002,0.013856066643904411,0.008017846650366312
XAUUSD,1263,1109,2372,50.03958828186856,47.97114517583408,-0.01282504738305496,0.011089716324383884,52.09817893903404,47.790802524797115,-0.0030484483099743626,-0.006873736763054899,53.20665083135392,49.864743011722275,0.016719564008787647,-0.021118728508275442
SP500,278,85,363,51.07913669064749,44.70588235294118,0.007141095241407715,0.06081212226375162,55.03597122302158,34.11764705882353,0.028662576219221938,0.09932957253388455,54.31654676258992,27.058823529411764,0.06457168657592476,0.2281271480093388
NAS100,206,73,279,55.8252427184466,45.20547945205479,-0.004953918268908759,0.035133604008160776,56.310679611650485,34.24657534246575,-0.003582660846517187,0.2094030706265539,52.9126213592233,31.506849315068493,-0.024335959222253616,0.22232382440039897
