trade_date,trade_time,open,high,low,close,volume,rsi,recent_low,recent_high,distance_to_recent_low_pct,distance_to_recent_high_pct,signal,forward_1,forward_3,forward_5
2004-11-22,00:00:00,446.3,448.5,445.6,448.3,809,86.99186991869917,430.7,447.8,4.086371023914563,0.11165698972755694,DOUBLE_TOP_BEARISH,-0.3345973678340397,0.6691947356680794,0.4461298237787196
2004-11-24,00:00:00,446.8,449.1,446.5,448.8,1372,80.67484662576686,431.6,449.2,3.9851714550509705,-0.08904719501335202,DOUBLE_TOP_BEARISH,0.5570409982174688,0.3342245989304813,0.0
2005-06-23,00:00:00,437.8,441.8,435.3,440.8,985,82.31292517006806,420.6,440.8,4.802662862577268,0.0,DOUBLE_TOP_BEARISH,-0.34029038112522686,-1.2931034482758594,-1.315789473684213
2005-08-04,00:00:00,436.3,438.8,435.1,437.1,1189,82.0,421.5,437.1,3.7010676156583684,0.0,DOUBLE_TOP_BEARISH,-0.06863417982155373,-0.6405856783344799,1.8760009151223949
2005-11-29,00:00:00,498.6,502.2,494.3,499.3,1279,88.95348837209303,464.6,498.8,7.468790357296597,0.10024057738572574,DOUBLE_TOP_BEARISH,-0.1602243140396578,0.7009813739234929,2.2831964750650866
2005-12-01,00:00:00,491.5,504.1,490.3,503.1,1338,86.8421052631579,466.1,502.2,7.938210684402488,0.17921146953405698,DOUBLE_TOP_BEARISH,-0.05963029218843398,1.5106340687735968,3.3989266547406123
2007-04-18,00:00:00,686.2,690.5,685.1,689.5,3980,80.7095343680709,663.3,690.7,3.94994723352933,-0.17373678876502757,DOUBLE_TOP_BEARISH,-1.02973168963017,-0.13052936910804602,-0.565627266134877
2007-09-17,00:00:00,706.6,719.7,706.6,717.3,5878,88.52691218130322,671.0,717.0,6.900149031296565,0.04184100418409408,DOUBLE_TOP_BEARISH,0.8085877596542685,2.2305869231841626,1.728704865467739
2008-01-10,00:00:00,875.9,894.8,865.8,892.1,14364,82.47126436781605,812.3,891.1,9.823956666256318,0.1122208506340478,DOUBLE_TOP_BEARISH,0.3138661585024049,-0.10088555094720068,-1.8495684340320593
2008-01-11,00:00:00,892.2,897.8,886.9,894.9,13173,86.66175386882828,822.6,894.8,8.78920495988329,0.011175681716587253,DOUBLE_TOP_BEARISH,1.1956643200357633,-2.000223488657948,-1.3632808134987073
2008-07-02,00:00:00,939.5,945.3,931.4,944.7,7034,80.88353413654622,873.2,945.6,8.188273018781492,-0.09517766497461688,DOUBLE_TOP_BEARISH,-1.1220493278289427,-2.032391235312802,-1.7465862178469356
2009-11-17,00:00:00,1138.2,1141.73,1127.69,1141.15,54577,88.23529411764716,1058.28,1143.3,7.830630834939726,-0.1880521297996907,DOUBLE_TOP_BEARISH,0.2935635104937921,0.7930596328265306,2.479954431932695
2009-11-18,00:00:00,1141.16,1152.78,1135.97,1144.5,51322,86.85162846803387,1079.87,1143.3,5.984979673479226,0.10495932826030312,DOUBLE_TOP_BEARISH,0.03320227173439136,1.7937964176496264,3.8794233289646214
2009-11-26,00:00:00,1188.95,1194.95,1180.36,1192.03,21237,88.85871735484398,1100.94,1191.54,8.273838719639572,0.04112325226177964,DOUBLE_TOP_BEARISH,-1.2373849651434947,0.4236470558626842,1.562041223794713
2010-08-18,00:00:00,1224.15,1232.3,1217.69,1229.13,21310,87.25549750941543,1187.68,1228.79,3.4899973056715647,0.027669496008280142,DOUBLE_TOP_BEARISH,0.20990456664469395,-0.2684825852432356,0.8680936922864013
2010-08-19,00:00:00,1230.63,1237.25,1227.7,1231.71,22100,85.45883005267514,1189.83,1232.3,3.519830564030165,-0.04787795179744528,DOUBLE_TOP_BEARISH,-0.33530620032313685,-0.11609875701261364,0.4522168367553999
2010-09-24,00:00:00,1294.4,1299.66,1291.45,1296.18,65533,81.52468800868141,1236.5,1295.88,4.826526486049338,0.023150291693671828,DOUBLE_TOP_BEARISH,-0.1589285438750924,1.0260920551157982,1.7389560091962508
2010-09-29,00:00:00,1309.45,1313.15,1305.55,1309.48,60587,95.02589261379083,1263.13,1309.84,3.6694560338207394,-0.027484272888284065,DOUBLE_TOP_BEARISH,-0.11760393438616577,0.41772306564438,2.9897363839081232
